!time         log(Av)       log(n)        log(Tg)       log(Td)       
!(yr)         log(mag)      log(cm-3)     log(K)        log(K)        
4.86978e+05   1.00000e+00   4.30103e+00   1.06610e+00   1.08202e+00   
4.86988e+05   1.00000e+00   4.30103e+00   1.06610e+00   1.08203e+00   
4.86998e+05   1.00000e+00   4.30103e+00   1.06611e+00   1.08204e+00   
