!time         log(Av)       log(n)        log(Tg)       log(Td)       
!(yr)         log(mag)      log(cm-3)     log(K)        log(K)        
1.07461e+01   6.98970e-01   4.00000e+00   1.00073e+00   1.00690e+00   
1.15478e+01   6.98970e-01   4.00000e+00   1.00081e+00   1.00690e+00   
1.24094e+01   6.98970e-01   4.00000e+00   1.00089e+00   1.00690e+00   
1.33352e+01   6.98970e-01   4.00000e+00   1.00098e+00   1.00690e+00   
1.43301e+01   6.98970e-01   4.00000e+00   1.00108e+00   1.00690e+00   
1.53993e+01   6.98970e-01   4.00000e+00   1.00119e+00   1.00690e+00   
1.65482e+01   6.98970e-01   4.00000e+00   1.00131e+00   1.00690e+00   
1.77828e+01   6.98970e-01   4.00000e+00   1.00144e+00   1.00690e+00   
1.91095e+01   6.98970e-01   4.00000e+00   1.00159e+00   1.00690e+00   
2.05353e+01   6.98970e-01   4.00000e+00   1.00175e+00   1.00690e+00   
2.20673e+01   6.98970e-01   4.00000e+00   1.00192e+00   1.00690e+00   
2.37137e+01   6.98970e-01   4.00000e+00   1.00212e+00   1.00690e+00   
2.54830e+01   6.98970e-01   4.00000e+00   1.00232e+00   1.00690e+00   
2.73842e+01   6.98970e-01   4.00000e+00   1.00255e+00   1.00690e+00   
2.94273e+01   6.98970e-01   4.00000e+00   1.00280e+00   1.00690e+00   
3.16228e+01   6.98970e-01   4.00000e+00   1.00308e+00   1.00690e+00   
3.39821e+01   6.98970e-01   4.00000e+00   1.00337e+00   1.00690e+00   
3.65174e+01   6.98970e-01   4.00000e+00   1.00369e+00   1.00690e+00   
3.92419e+01   6.98970e-01   4.00000e+00   1.00404e+00   1.00690e+00   
4.21697e+01   6.98970e-01   4.00000e+00   1.00442e+00   1.00690e+00   
4.53158e+01   6.98970e-01   4.00000e+00   1.00484e+00   1.00690e+00   
4.86968e+01   6.98970e-01   4.00000e+00   1.00528e+00   1.00690e+00   
5.23299e+01   6.98970e-01   4.00000e+00   1.00577e+00   1.00690e+00   
5.62341e+01   6.98970e-01   4.00000e+00   1.00629e+00   1.00690e+00   
6.04296e+01   6.98970e-01   4.00000e+00   1.00686e+00   1.00690e+00   
6.49382e+01   6.98970e-01   4.00000e+00   1.00747e+00   1.00690e+00   
6.97831e+01   6.98970e-01   4.00000e+00   1.00813e+00   1.00690e+00   
7.49894e+01   6.98970e-01   4.00000e+00   1.00884e+00   1.00690e+00   
8.05842e+01   6.98970e-01   4.00000e+00   1.00961e+00   1.00690e+00   
8.65964e+01   6.98970e-01   4.00000e+00   1.01043e+00   1.00690e+00   
9.30572e+01   6.98970e-01   4.00000e+00   1.01132e+00   1.00690e+00   
1.00000e+02   6.98970e-01   4.00000e+00   1.01227e+00   1.00690e+00   
1.07461e+02   6.98970e-01   4.00000e+00   1.01329e+00   1.00690e+00   
1.15478e+02   6.98970e-01   4.00000e+00   1.01438e+00   1.00690e+00   
1.24094e+02   6.98970e-01   4.00000e+00   1.01556e+00   1.00690e+00   
1.33352e+02   6.98970e-01   4.00000e+00   1.01681e+00   1.00690e+00   
1.43301e+02   6.98970e-01   4.00000e+00   1.01816e+00   1.00690e+00   
1.53993e+02   6.98970e-01   4.00000e+00   1.01959e+00   1.00690e+00   
1.65482e+02   6.98970e-01   4.00000e+00   1.02112e+00   1.00690e+00   
1.77828e+02   6.98970e-01   4.00000e+00   1.02276e+00   1.00690e+00   
1.91095e+02   6.98970e-01   4.00000e+00   1.02450e+00   1.00690e+00   
2.05353e+02   6.98970e-01   4.00000e+00   1.02635e+00   1.00690e+00   
2.20673e+02   6.98970e-01   4.00000e+00   1.02832e+00   1.00690e+00   
2.37137e+02   6.98970e-01   4.00000e+00   1.03042e+00   1.00690e+00   
2.54830e+02   6.98970e-01   4.00000e+00   1.03264e+00   1.00690e+00   
2.73842e+02   6.98970e-01   4.00000e+00   1.03500e+00   1.00690e+00   
2.94273e+02   6.98970e-01   4.00000e+00   1.03750e+00   1.00690e+00   
3.16228e+02   6.98970e-01   4.00000e+00   1.04015e+00   1.00690e+00   
3.39821e+02   6.98970e-01   4.00000e+00   1.04294e+00   1.00690e+00   
3.65174e+02   6.98970e-01   4.00000e+00   1.04588e+00   1.00690e+00   
3.92419e+02   6.98970e-01   4.00000e+00   1.04898e+00   1.00690e+00   
4.21697e+02   6.98970e-01   4.00000e+00   1.05224e+00   1.00690e+00   
4.53158e+02   6.98970e-01   4.00000e+00   1.05565e+00   1.00690e+00   
4.86968e+02   6.98970e-01   4.00000e+00   1.05923e+00   1.00690e+00   
5.23299e+02   6.98970e-01   4.00000e+00   1.06295e+00   1.00690e+00   
5.62341e+02   6.98970e-01   4.00000e+00   1.06682e+00   1.00690e+00   
6.04296e+02   6.98970e-01   4.00000e+00   1.07083e+00   1.00690e+00   
6.49382e+02   6.98970e-01   4.00000e+00   1.07496e+00   1.00691e+00   
6.97831e+02   6.98970e-01   4.00000e+00   1.07921e+00   1.00691e+00   
7.49894e+02   6.98970e-01   4.00000e+00   1.08355e+00   1.00691e+00   
8.05842e+02   6.98970e-01   4.00000e+00   1.08796e+00   1.00691e+00   
8.65964e+02   6.98970e-01   4.00000e+00   1.09240e+00   1.00691e+00   
9.30572e+02   6.98970e-01   4.00000e+00   1.09686e+00   1.00691e+00   
1.00000e+03   6.98970e-01   4.00000e+00   1.10129e+00   1.00691e+00   
1.07461e+03   6.98970e-01   4.00000e+00   1.10565e+00   1.00691e+00   
1.15478e+03   6.98970e-01   4.00000e+00   1.10991e+00   1.00691e+00   
1.24094e+03   6.98970e-01   4.00000e+00   1.11402e+00   1.00691e+00   
1.33352e+03   6.98970e-01   4.00000e+00   1.11794e+00   1.00691e+00   
1.43301e+03   6.98970e-01   4.00000e+00   1.12165e+00   1.00691e+00   
1.53993e+03   6.98970e-01   4.00000e+00   1.12512e+00   1.00691e+00   
1.65482e+03   6.98970e-01   4.00000e+00   1.12832e+00   1.00691e+00   
1.77828e+03   6.98970e-01   4.00000e+00   1.13124e+00   1.00691e+00   
1.91095e+03   6.98970e-01   4.00000e+00   1.13388e+00   1.00691e+00   
2.05353e+03   6.98970e-01   4.00000e+00   1.13624e+00   1.00691e+00   
2.20673e+03   6.98970e-01   4.00000e+00   1.13833e+00   1.00691e+00   
2.37137e+03   6.98970e-01   4.00000e+00   1.14017e+00   1.00691e+00   
2.54830e+03   6.98970e-01   4.00000e+00   1.14176e+00   1.00691e+00   
2.73842e+03   6.98970e-01   4.00000e+00   1.14313e+00   1.00691e+00   
2.94273e+03   6.98970e-01   4.00000e+00   1.14428e+00   1.00692e+00   
3.16228e+03   6.98970e-01   4.00000e+00   1.14525e+00   1.00692e+00   
3.39821e+03   6.98970e-01   4.00000e+00   1.14604e+00   1.00692e+00   
3.65174e+03   6.98970e-01   4.00000e+00   1.14667e+00   1.00692e+00   
3.92419e+03   6.98970e-01   4.00000e+00   1.14714e+00   1.00692e+00   
4.21697e+03   6.98970e-01   4.00000e+00   1.14748e+00   1.00692e+00   
4.53158e+03   6.98970e-01   4.00000e+00   1.14770e+00   1.00692e+00   
4.86968e+03   6.98970e-01   4.00000e+00   1.14780e+00   1.00692e+00   
5.23299e+03   6.98970e-01   4.00000e+00   1.14780e+00   1.00692e+00   
5.62341e+03   6.98970e-01   4.00000e+00   1.14770e+00   1.00692e+00   
6.04296e+03   6.98970e-01   4.00000e+00   1.14752e+00   1.00692e+00   
6.49382e+03   6.98970e-01   4.00000e+00   1.14727e+00   1.00692e+00   
6.97831e+03   6.98970e-01   4.00000e+00   1.14695e+00   1.00692e+00   
7.49894e+03   6.98970e-01   4.00000e+00   1.14657e+00   1.00692e+00   
8.05842e+03   6.98970e-01   4.00000e+00   1.14613e+00   1.00692e+00   
8.65964e+03   6.98970e-01   4.00000e+00   1.14565e+00   1.00692e+00   
9.30572e+03   6.98970e-01   4.00000e+00   1.14512e+00   1.00692e+00   
1.00000e+04   6.98970e-01   4.00000e+00   1.14454e+00   1.00692e+00   
1.07461e+04   6.98970e-01   4.00000e+00   1.14393e+00   1.00692e+00   
1.15478e+04   6.98970e-01   4.00000e+00   1.14328e+00   1.00692e+00   
1.24094e+04   6.98970e-01   4.00000e+00   1.14259e+00   1.00691e+00   
1.33352e+04   6.98970e-01   4.00000e+00   1.14186e+00   1.00691e+00   
1.43301e+04   6.98970e-01   4.00000e+00   1.14108e+00   1.00691e+00   
1.53993e+04   6.98970e-01   4.00000e+00   1.14026e+00   1.00691e+00   
1.65482e+04   6.98970e-01   4.00000e+00   1.13938e+00   1.00691e+00   
1.77828e+04   6.98970e-01   4.00000e+00   1.13845e+00   1.00691e+00   
1.91095e+04   6.98970e-01   4.00000e+00   1.13746e+00   1.00691e+00   
2.05353e+04   6.98970e-01   4.00000e+00   1.13641e+00   1.00691e+00   
2.20673e+04   6.98970e-01   4.00000e+00   1.13530e+00   1.00691e+00   
2.37137e+04   6.98970e-01   4.00000e+00   1.13412e+00   1.00691e+00   
2.54830e+04   6.98970e-01   4.00000e+00   1.13286e+00   1.00691e+00   
2.73842e+04   6.98970e-01   4.00000e+00   1.13153e+00   1.00691e+00   
2.94273e+04   6.98970e-01   4.00000e+00   1.13012e+00   1.00691e+00   
3.16228e+04   6.98970e-01   4.00000e+00   1.12863e+00   1.00691e+00   
3.39821e+04   6.98970e-01   4.00000e+00   1.12705e+00   1.00691e+00   
3.65174e+04   6.98970e-01   4.00000e+00   1.12538e+00   1.00691e+00   
3.92419e+04   6.98970e-01   4.00000e+00   1.12361e+00   1.00691e+00   
4.21697e+04   6.98970e-01   4.00000e+00   1.12173e+00   1.00691e+00   
4.53158e+04   6.98970e-01   4.00000e+00   1.11975e+00   1.00691e+00   
4.86968e+04   6.98970e-01   4.00000e+00   1.11764e+00   1.00691e+00   
5.23299e+04   6.98970e-01   4.00000e+00   1.11539e+00   1.00691e+00   
5.62341e+04   6.98970e-01   4.00000e+00   1.11300e+00   1.00691e+00   
6.04296e+04   6.98970e-01   4.00000e+00   1.11045e+00   1.00691e+00   
6.49382e+04   6.98970e-01   4.00000e+00   1.10775e+00   1.00691e+00   
6.97831e+04   6.98970e-01   4.00000e+00   1.10491e+00   1.00691e+00   
7.49894e+04   6.98970e-01   4.00000e+00   1.10192e+00   1.00691e+00   
8.05842e+04   6.98970e-01   4.00000e+00   1.09881e+00   1.00691e+00   
8.65964e+04   6.98970e-01   4.00000e+00   1.09558e+00   1.00691e+00   
9.30572e+04   6.98970e-01   4.00000e+00   1.09227e+00   1.00691e+00   
1.00000e+05   6.98970e-01   4.00000e+00   1.08893e+00   1.00691e+00   
1.07461e+05   6.98970e-01   4.00000e+00   1.08561e+00   1.00691e+00   
1.15478e+05   6.98970e-01   4.00000e+00   1.08231e+00   1.00691e+00   
1.24094e+05   6.98970e-01   4.00000e+00   1.07894e+00   1.00691e+00   
1.33352e+05   6.98970e-01   4.00000e+00   1.07523e+00   1.00691e+00   
1.43301e+05   6.98970e-01   4.00000e+00   1.07133e+00   1.00690e+00   
1.53993e+05   6.98970e-01   4.00000e+00   1.06806e+00   1.00690e+00   
1.65482e+05   6.98970e-01   4.00000e+00   1.06566e+00   1.00690e+00   
1.77828e+05   6.98970e-01   4.00000e+00   1.06387e+00   1.00690e+00   
1.91095e+05   6.98970e-01   4.00000e+00   1.06245e+00   1.00690e+00   
2.05353e+05   6.98970e-01   4.00000e+00   1.06130e+00   1.00690e+00   
2.20673e+05   6.98970e-01   4.00000e+00   1.06032e+00   1.00690e+00   
2.37137e+05   6.98970e-01   4.00000e+00   1.05949e+00   1.00690e+00   
2.54830e+05   6.98970e-01   4.00000e+00   1.05877e+00   1.00690e+00   
2.73842e+05   6.98970e-01   4.00000e+00   1.05814e+00   1.00690e+00   
2.94273e+05   6.98970e-01   4.00000e+00   1.05759e+00   1.00690e+00   
3.16228e+05   6.98970e-01   4.00000e+00   1.05710e+00   1.00690e+00   
3.39821e+05   6.98970e-01   4.00000e+00   1.05668e+00   1.00690e+00   
3.65174e+05   6.98970e-01   4.00000e+00   1.05632e+00   1.00690e+00   
3.92419e+05   6.98970e-01   4.00000e+00   1.05603e+00   1.00690e+00   
4.21697e+05   6.98970e-01   4.00000e+00   1.05581e+00   1.00690e+00   
4.53158e+05   6.98970e-01   4.00000e+00   1.05568e+00   1.00690e+00   
4.86968e+05   6.98970e-01   4.00000e+00   1.05564e+00   1.00690e+00   
5.23299e+05   6.98970e-01   4.00000e+00   1.05570e+00   1.00690e+00   
5.62341e+05   6.98970e-01   4.00000e+00   1.05588e+00   1.00690e+00   
6.04296e+05   6.98970e-01   4.00000e+00   1.05620e+00   1.00690e+00   
6.49382e+05   6.98970e-01   4.00000e+00   1.05668e+00   1.00690e+00   
6.97831e+05   6.98970e-01   4.00000e+00   1.05733e+00   1.00690e+00   
7.49894e+05   6.98970e-01   4.00000e+00   1.05817e+00   1.00690e+00   
8.05842e+05   6.98970e-01   4.00000e+00   1.05921e+00   1.00690e+00   
8.65964e+05   6.98970e-01   4.00000e+00   1.06045e+00   1.00690e+00   
9.30572e+05   6.98970e-01   4.00000e+00   1.06190e+00   1.00690e+00   
1.00000e+06   6.98970e-01   4.00000e+00   1.06356e+00   1.00690e+00   
1.07461e+06   6.98970e-01   4.00000e+00   1.06542e+00   1.00690e+00   
1.15478e+06   6.98970e-01   4.00000e+00   1.06746e+00   1.00690e+00   
1.24094e+06   6.98970e-01   4.00000e+00   1.06964e+00   1.00690e+00   
1.33352e+06   6.98970e-01   4.00000e+00   1.07193e+00   1.00690e+00   
1.43301e+06   6.98970e-01   4.00000e+00   1.07423e+00   1.00691e+00   
1.53993e+06   6.98970e-01   4.00000e+00   1.07638e+00   1.00691e+00   
1.65482e+06   6.98970e-01   4.00000e+00   1.07826e+00   1.00691e+00   
1.77828e+06   6.98970e-01   4.00000e+00   1.07979e+00   1.00691e+00   
1.91095e+06   6.98970e-01   4.00000e+00   1.08115e+00   1.00691e+00   
2.05353e+06   6.98970e-01   4.00000e+00   1.08266e+00   1.00691e+00   
2.20673e+06   6.98970e-01   4.00000e+00   1.08451e+00   1.00691e+00   
2.37137e+06   6.98970e-01   4.00000e+00   1.08654e+00   1.00691e+00   
2.54830e+06   6.98970e-01   4.00000e+00   1.08861e+00   1.00691e+00   
2.73842e+06   6.98970e-01   4.00000e+00   1.09064e+00   1.00691e+00   
2.94273e+06   6.98970e-01   4.00000e+00   1.09256e+00   1.00691e+00   
3.16228e+06   6.98970e-01   4.00000e+00   1.09434e+00   1.00691e+00   
3.39821e+06   6.98970e-01   4.00000e+00   1.09593e+00   1.00691e+00   
3.65174e+06   6.98970e-01   4.00000e+00   1.09729e+00   1.00691e+00   
3.92419e+06   6.98970e-01   4.00000e+00   1.09840e+00   1.00691e+00   
4.21697e+06   6.98970e-01   4.00000e+00   1.09928e+00   1.00691e+00   
4.53158e+06   6.98970e-01   4.00000e+00   1.09996e+00   1.00691e+00   
4.86968e+06   6.98970e-01   4.00000e+00   1.10047e+00   1.00691e+00   
5.23299e+06   6.98970e-01   4.00000e+00   1.10085e+00   1.00691e+00   
5.62341e+06   6.98970e-01   4.00000e+00   1.10114e+00   1.00691e+00   
6.04296e+06   6.98970e-01   4.00000e+00   1.10135e+00   1.00691e+00   
6.49382e+06   6.98970e-01   4.00000e+00   1.10152e+00   1.00691e+00   
6.97831e+06   6.98970e-01   4.00000e+00   1.10165e+00   1.00691e+00   
7.49894e+06   6.98970e-01   4.00000e+00   1.10177e+00   1.00691e+00   
8.05842e+06   6.98970e-01   4.00000e+00   1.10191e+00   1.00691e+00   
8.65964e+06   6.98970e-01   4.00000e+00   1.10221e+00   1.00691e+00   
9.30572e+06   6.98970e-01   4.00000e+00   1.10358e+00   1.00691e+00   
1.00000e+07   6.98970e-01   4.00000e+00   1.10546e+00   1.00691e+00   
1.07461e+07   6.98970e-01   4.00000e+00   1.10733e+00   1.00691e+00   
1.15478e+07   6.98970e-01   4.00000e+00   1.10929e+00   1.00691e+00   
1.24094e+07   6.98970e-01   4.00000e+00   1.11136e+00   1.00691e+00   
1.33352e+07   6.98970e-01   4.00000e+00   1.11365e+00   1.00691e+00   
1.43301e+07   6.98970e-01   4.00000e+00   1.11622e+00   1.00691e+00   
1.53993e+07   6.98970e-01   4.00000e+00   1.11912e+00   1.00691e+00   
1.65482e+07   6.98970e-01   4.00000e+00   1.12240e+00   1.00691e+00   
1.77828e+07   6.98970e-01   4.00000e+00   1.12614e+00   1.00691e+00   
1.91095e+07   6.98970e-01   4.00000e+00   1.13029e+00   1.00691e+00   
2.05353e+07   6.98970e-01   4.00000e+00   1.13492e+00   1.00691e+00   
2.20673e+07   6.98970e-01   4.00000e+00   1.13998e+00   1.00691e+00   
2.37137e+07   6.98970e-01   4.00000e+00   1.14545e+00   1.00692e+00   
2.54830e+07   6.98970e-01   4.00000e+00   1.15126e+00   1.00692e+00   
2.73842e+07   6.98970e-01   4.00000e+00   1.15728e+00   1.00692e+00   
2.94273e+07   6.98970e-01   4.00000e+00   1.16333e+00   1.00692e+00   
3.16228e+07   6.98970e-01   4.00000e+00   1.16923e+00   1.00692e+00   
3.39821e+07   6.98970e-01   4.00000e+00   1.17478e+00   1.00692e+00   
3.65174e+07   6.98970e-01   4.00000e+00   1.17980e+00   1.00692e+00   
3.92419e+07   6.98970e-01   4.00000e+00   1.18417e+00   1.00692e+00   
4.21697e+07   6.98970e-01   4.00000e+00   1.18787e+00   1.00692e+00   
4.53158e+07   6.98970e-01   4.00000e+00   1.19087e+00   1.00692e+00   
4.86968e+07   6.98970e-01   4.00000e+00   1.19329e+00   1.00692e+00   
5.23299e+07   6.98970e-01   4.00000e+00   1.19515e+00   1.00692e+00   
5.62341e+07   6.98970e-01   4.00000e+00   1.19660e+00   1.00692e+00   
6.04296e+07   6.98970e-01   4.00000e+00   1.19773e+00   1.00692e+00   
6.49382e+07   6.98970e-01   4.00000e+00   1.19862e+00   1.00692e+00   
6.97831e+07   6.98970e-01   4.00000e+00   1.19934e+00   1.00693e+00   
7.49894e+07   6.98970e-01   4.00000e+00   1.19993e+00   1.00693e+00   
8.05842e+07   6.98970e-01   4.00000e+00   1.20043e+00   1.00693e+00   
8.65964e+07   6.98970e-01   4.00000e+00   1.20087e+00   1.00693e+00   
9.30572e+07   6.98970e-01   4.00000e+00   1.20126e+00   1.00693e+00   
1.00000e+08   6.98970e-01   4.00000e+00   1.20161e+00   1.00693e+00   
