! p1 - total abundance of grain mantle molecules, [molecules/H]
! p2 - abundance of hydrocarbon molecules in ice mantles, CnHm, n >=2,  [molecules/H]
! p3 - parameter of H2 formation on grains (reaction *H+*H), rate = a*n_H_tot*n_H, a [cm3 s-1]
! p4 - electron concentration, [cm-3]
! p5 - ion concentration (without PAHs and small grains), [cm-3]
! p6 - total electric charge of grains, [cm-3]
!1             2             3             4             5             6             7             8             9             10            
!time(yrs)     T_n           T_i           T_e           p1            p2            p3            p4            p5            p6            
1.0746078e+02  1.03107e+01   1.03295e+01   1.03295e+01   5.11162e-08   8.86800e-12   1.73407e-19   1.12504e+00   1.12504e+00   -1.43183e-08  
1.1547820e+02  1.03368e+01   1.03557e+01   1.03557e+01   5.48048e-08   1.01153e-11   1.85251e-19   1.10794e+00   1.10794e+00   -1.43203e-08  
1.2409378e+02  1.03647e+01   1.03839e+01   1.03839e+01   5.87520e-08   1.15333e-11   1.97871e-19   1.09004e+00   1.09004e+00   -1.43223e-08  
1.3335214e+02  1.03947e+01   1.04142e+01   1.04142e+01   6.29748e-08   1.31471e-11   2.11244e-19   1.07133e+00   1.07133e+00   -1.43246e-08  
1.4330126e+02  1.04269e+01   1.04467e+01   1.04466e+01   6.74909e-08   1.49857e-11   2.25416e-19   1.05181e+00   1.05181e+00   -1.43270e-08  
1.5399265e+02  1.04614e+01   1.04814e+01   1.04814e+01   7.23195e-08   1.70832e-11   2.40437e-19   1.03147e+00   1.03147e+00   -1.43296e-08  
1.6548171e+02  1.04984e+01   1.05187e+01   1.05187e+01   7.74805e-08   1.94792e-11   2.56359e-19   1.01032e+00   1.01032e+00   -1.43322e-08  
1.7782794e+02  1.05379e+01   1.05586e+01   1.05586e+01   8.29952e-08   2.22202e-11   2.73224e-19   9.88350e-01   9.88352e-01   -1.43347e-08  
1.9109530e+02  1.05803e+01   1.06013e+01   1.06013e+01   8.88859e-08   2.53603e-11   2.91087e-19   9.65581e-01   9.65583e-01   -1.43375e-08  
2.0535250e+02  1.06255e+01   1.06469e+01   1.06469e+01   9.51764e-08   2.89629e-11   3.10000e-19   9.42020e-01   9.42022e-01   -1.43405e-08  
2.2067341e+02  1.06739e+01   1.06957e+01   1.06957e+01   1.01892e-07   3.31022e-11   3.30019e-19   9.17683e-01   9.17685e-01   -1.43437e-08  
2.3713737e+02  1.07255e+01   1.07477e+01   1.07477e+01   1.09058e-07   3.78648e-11   3.51196e-19   8.92591e-01   8.92594e-01   -1.43471e-08  
2.5482967e+02  1.07806e+01   1.08032e+01   1.08032e+01   1.16704e-07   4.33522e-11   3.73592e-19   8.66768e-01   8.66771e-01   -1.43508e-08  
2.7384196e+02  1.08393e+01   1.08624e+01   1.08624e+01   1.24860e-07   4.96827e-11   3.97268e-19   8.40242e-01   8.40245e-01   -1.43548e-08  
2.9427272e+02  1.09019e+01   1.09255e+01   1.09255e+01   1.33556e-07   5.69943e-11   4.22295e-19   8.13047e-01   8.13051e-01   -1.43590e-08  
3.1622777e+02  1.09685e+01   1.09925e+01   1.09925e+01   1.42828e-07   6.54482e-11   4.48739e-19   7.85220e-01   7.85224e-01   -1.43636e-08  
3.3982083e+02  1.10392e+01   1.10638e+01   1.10638e+01   1.52710e-07   7.52321e-11   4.76674e-19   7.56801e-01   7.56805e-01   -1.43684e-08  
3.6517413e+02  1.11143e+01   1.11395e+01   1.11395e+01   1.63242e-07   8.65634e-11   5.06181e-19   7.27835e-01   7.27840e-01   -1.43736e-08  
3.9241898e+02  1.11939e+01   1.12197e+01   1.12197e+01   1.74465e-07   9.96941e-11   5.37345e-19   6.98372e-01   6.98377e-01   -1.43791e-08  
4.2169650e+02  1.12782e+01   1.13046e+01   1.13045e+01   1.86424e-07   1.14915e-10   5.70262e-19   6.68466e-01   6.68471e-01   -1.43851e-08  
4.5315836e+02  1.13672e+01   1.13942e+01   1.13942e+01   1.99167e-07   1.32558e-10   6.05036e-19   6.38175e-01   6.38182e-01   -1.43914e-08  
4.8696753e+02  1.14611e+01   1.14887e+01   1.14887e+01   2.12746e-07   1.53005e-10   6.41774e-19   6.07563e-01   6.07570e-01   -1.43981e-08  
5.2329911e+02  1.15598e+01   1.15880e+01   1.15880e+01   2.27217e-07   1.76683e-10   6.80596e-19   5.76699e-01   5.76707e-01   -1.44052e-08  
5.6234133e+02  1.16633e+01   1.16921e+01   1.16921e+01   2.42642e-07   2.04074e-10   7.21629e-19   5.45658e-01   5.45667e-01   -1.44127e-08  
6.0429639e+02  1.17714e+01   1.18009e+01   1.18009e+01   2.59090e-07   2.35706e-10   7.65005e-19   5.14524e-01   5.14534e-01   -1.44206e-08  
6.4938163e+02  1.18841e+01   1.19141e+01   1.19141e+01   2.76634e-07   2.72153e-10   8.10851e-19   4.83388e-01   4.83400e-01   -1.44290e-08  
6.9783058e+02  1.20008e+01   1.20315e+01   1.20315e+01   2.95359e-07   3.14021e-10   8.59273e-19   4.52353e-01   4.52366e-01   -1.44378e-08  
7.4989421e+02  1.21213e+01   1.21525e+01   1.21525e+01   3.15357e-07   3.61928e-10   9.10299e-19   4.21532e-01   4.21547e-01   -1.44469e-08  
8.0584219e+02  1.22450e+01   1.22766e+01   1.22765e+01   3.36734e-07   4.16474e-10   9.63799e-19   3.91052e-01   3.91069e-01   -1.44563e-08  
8.6596432e+02  1.23710e+01   1.24029e+01   1.24029e+01   3.59609e-07   4.78188e-10   1.01916e-18   3.61053e-01   3.61071e-01   -1.44661e-08  
9.3057204e+02  1.24986e+01   1.25308e+01   1.25307e+01   3.84120e-07   5.47460e-10   1.07443e-18   3.31686e-01   3.31707e-01   -1.44760e-08  
1.0000000e+03  1.26266e+01   1.26590e+01   1.26589e+01   4.10437e-07   6.24443e-10   1.12194e-18   3.03117e-01   3.03139e-01   -1.44860e-08  
1.0746078e+03  1.27541e+01   1.27864e+01   1.27864e+01   4.38927e-07   7.09000e-10   1.09412e-18   2.75517e-01   2.75542e-01   -1.44961e-08  
1.1547820e+03  1.28797e+01   1.29118e+01   1.29117e+01   4.83388e-07   1.16313e-09   5.63076e-19   2.49063e-01   2.49090e-01   -1.45060e-08  
1.2409378e+03  1.30021e+01   1.30339e+01   1.30339e+01   5.37653e-07   1.93073e-09   6.20408e-19   2.23924e-01   2.23952e-01   -1.45156e-08  
1.3335214e+03  1.31202e+01   1.31515e+01   1.31514e+01   5.96511e-07   2.83299e-09   6.78818e-19   2.00253e-01   2.00283e-01   -1.45249e-08  
1.4330126e+03  1.32328e+01   1.32634e+01   1.32633e+01   6.60315e-07   3.87568e-09   7.36646e-19   1.78179e-01   1.78210e-01   -1.45348e-08  
1.5399265e+03  1.33388e+01   1.33687e+01   1.33686e+01   7.29430e-07   5.06519e-09   7.93057e-19   1.57791e-01   1.57823e-01   -1.45456e-08  
1.6548171e+03  1.34374e+01   1.34665e+01   1.34664e+01   8.04237e-07   6.40859e-09   8.47837e-19   1.39142e-01   1.39174e-01   -1.45555e-08  
1.7782794e+03  1.35281e+01   1.35565e+01   1.35563e+01   8.85137e-07   7.91343e-09   9.01037e-19   1.22237e-01   1.22268e-01   -1.45641e-08  
1.9109530e+03  1.36107e+01   1.36383e+01   1.36381e+01   9.72550e-07   9.58780e-09   9.52827e-19   1.07035e-01   1.07065e-01   -1.45716e-08  
2.0535250e+03  1.36849e+01   1.37120e+01   1.37118e+01   1.06692e-06   1.14403e-08   1.00337e-18   9.34576e-02   9.34873e-02   -1.45776e-08  
2.2067341e+03  1.37509e+01   1.37778e+01   1.37776e+01   1.16871e-06   1.34799e-08   1.05276e-18   8.13968e-02   8.14250e-02   -1.45823e-08  
2.3713737e+03  1.38091e+01   1.38361e+01   1.38359e+01   1.27843e-06   1.57165e-08   1.10103e-18   7.07259e-02   7.07526e-02   -1.45854e-08  
2.5482967e+03  1.38598e+01   1.38873e+01   1.38870e+01   1.39659e-06   1.81602e-08   1.14824e-18   6.13076e-02   6.13326e-02   -1.45870e-08  
2.7384196e+03  1.39035e+01   1.39319e+01   1.39316e+01   1.52375e-06   2.08222e-08   1.19439e-18   5.30052e-02   5.30288e-02   -1.45870e-08  
2.9427272e+03  1.39407e+01   1.39705e+01   1.39702e+01   1.66052e-06   2.37143e-08   1.23951e-18   4.56895e-02   4.57119e-02   -1.45852e-08  
3.1622777e+03  1.39717e+01   1.40037e+01   1.40034e+01   1.80753e-06   2.68493e-08   1.28360e-18   3.92421e-02   3.92635e-02   -1.45815e-08  
3.3982083e+03  1.39971e+01   1.40320e+01   1.40317e+01   1.96547e-06   3.02409e-08   1.32669e-18   3.35584e-02   3.35791e-02   -1.45757e-08  
3.6517413e+03  1.40173e+01   1.40561e+01   1.40558e+01   2.13508e-06   3.39040e-08   1.36877e-18   2.85480e-02   2.85685e-02   -1.45673e-08  
3.9241898e+03  1.40328e+01   1.40766e+01   1.40764e+01   2.31714e-06   3.78545e-08   1.40985e-18   2.41344e-02   2.41550e-02   -1.45558e-08  
4.2169650e+03  1.40438e+01   1.40942e+01   1.40942e+01   2.51251e-06   4.21095e-08   1.44991e-18   2.02536e-02   2.02747e-02   -1.45407e-08  
4.5315836e+03  1.40508e+01   1.41097e+01   1.41099e+01   2.72209e-06   4.66872e-08   1.48894e-18   1.68531e-02   1.68750e-02   -1.45209e-08  
4.8696753e+03  1.40541e+01   1.41242e+01   1.41248e+01   2.94688e-06   5.16069e-08   1.52690e-18   1.38896e-02   1.39128e-02   -1.44951e-08  
5.2329911e+03  1.40540e+01   1.41387e+01   1.41401e+01   3.18793e-06   5.68893e-08   1.56377e-18   1.13278e-02   1.13525e-02   -1.44615e-08  
5.6234133e+03  1.40509e+01   1.41548e+01   1.41576e+01   3.44640e-06   6.25559e-08   1.59950e-18   9.13888e-03   9.16546e-03   -1.44177e-08  
6.0429639e+03  1.40451e+01   1.41743e+01   1.41793e+01   3.72350e-06   6.86296e-08   1.63404e-18   7.29665e-03   7.32513e-03   -1.43606e-08  
6.4938163e+03  1.40369e+01   1.41994e+01   1.42080e+01   4.02060e-06   7.51341e-08   1.66735e-18   5.77622e-03   5.80656e-03   -1.42865e-08  
6.9783058e+03  1.40265e+01   1.42321e+01   1.42468e+01   4.33919e-06   8.20946e-08   1.69936e-18   4.55089e-03   4.58293e-03   -1.41918e-08  
7.4989421e+03  1.40141e+01   1.42744e+01   1.42986e+01   4.68086e-06   8.95367e-08   1.73001e-18   3.58998e-03   3.62348e-03   -1.40740e-08  
8.0584219e+03  1.40001e+01   1.43268e+01   1.43650e+01   5.04734e-06   9.74873e-08   1.75919e-18   2.85886e-03   2.89356e-03   -1.39335e-08  
8.6596432e+03  1.39845e+01   1.43878e+01   1.44450e+01   5.44051e-06   1.05974e-07   1.78678e-18   2.31859e-03   2.35433e-03   -1.37756e-08  
9.3057204e+03  1.39674e+01   1.44531e+01   1.45343e+01   5.86243e-06   1.15024e-07   1.81264e-18   1.92906e-03   1.96577e-03   -1.36098e-08  
1.0000000e+04  1.39490e+01   1.45177e+01   1.46263e+01   6.31532e-06   1.24666e-07   1.83663e-18   1.65224e-03   1.68993e-03   -1.34472e-08  
1.0746078e+04  1.39294e+01   1.45769e+01   1.47147e+01   6.80164e-06   1.34927e-07   1.85856e-18   1.45534e-03   1.49401e-03   -1.32961e-08  
1.1547820e+04  1.39086e+01   1.46285e+01   1.47956e+01   7.32405e-06   1.45833e-07   1.87822e-18   1.31256e-03   1.35219e-03   -1.31599e-08  
1.2409378e+04  1.38865e+01   1.46723e+01   1.48679e+01   7.88546e-06   1.57406e-07   1.89542e-18   1.20555e-03   1.24611e-03   -1.30381e-08  
1.3335214e+04  1.38630e+01   1.47091e+01   1.49325e+01   8.48907e-06   1.69666e-07   1.90995e-18   1.12202e-03   1.16346e-03   -1.29280e-08  
1.4330126e+04  1.38382e+01   1.47401e+01   1.49906e+01   9.13835e-06   1.82622e-07   1.92165e-18   1.05429e-03   1.09658e-03   -1.28270e-08  
1.5399265e+04  1.38120e+01   1.47660e+01   1.50436e+01   9.83711e-06   1.96276e-07   1.93041e-18   9.97610e-04   1.04075e-03   -1.27330e-08  
1.6548171e+04  1.37841e+01   1.47875e+01   1.50923e+01   1.05895e-05   2.10615e-07   1.93623e-18   9.48939e-04   9.92943e-04   -1.26441e-08  
1.7782794e+04  1.37547e+01   1.48052e+01   1.51376e+01   1.14001e-05   2.25606e-07   1.93926e-18   9.06296e-04   9.51201e-04   -1.25593e-08  
1.9109530e+04  1.37234e+01   1.48193e+01   1.51802e+01   1.22738e-05   2.41186e-07   1.93992e-18   8.68234e-04   9.14090e-04   -1.24773e-08  
2.0535250e+04  1.36903e+01   1.48303e+01   1.52207e+01   1.32162e-05   2.57261e-07   1.93897e-18   8.33709e-04   8.80579e-04   -1.23972e-08  
2.2067341e+04  1.36552e+01   1.48385e+01   1.52599e+01   1.42330e-05   2.73686e-07   1.93773e-18   8.01904e-04   8.49859e-04   -1.23179e-08  
2.3713737e+04  1.36181e+01   1.48443e+01   1.52984e+01   1.53309e-05   2.90263e-07   1.93833e-18   7.72205e-04   8.21328e-04   -1.22386e-08  
2.5482967e+04  1.35788e+01   1.48479e+01   1.53368e+01   1.65166e-05   3.06732e-07   1.94388e-18   7.44148e-04   7.94532e-04   -1.21584e-08  
2.7384196e+04  1.35373e+01   1.48495e+01   1.53757e+01   1.77978e-05   3.22777e-07   1.95872e-18   7.17378e-04   7.69129e-04   -1.20766e-08  
2.9427272e+04  1.34934e+01   1.48494e+01   1.54158e+01   1.91821e-05   3.38058e-07   1.98825e-18   6.91633e-04   7.44871e-04   -1.19926e-08  
3.1622777e+04  1.34471e+01   1.48476e+01   1.54576e+01   2.06777e-05   3.52281e-07   2.03752e-18   6.66723e-04   7.21586e-04   -1.19056e-08  
3.3982083e+04  1.33982e+01   1.48441e+01   1.55016e+01   2.22928e-05   3.65295e-07   2.10659e-18   6.42511e-04   6.99154e-04   -1.18152e-08  
3.6517413e+04  1.33468e+01   1.48389e+01   1.55484e+01   2.40362e-05   3.77207e-07   2.18076e-18   6.18901e-04   6.77504e-04   -1.17209e-08  
3.9241898e+04  1.32925e+01   1.48320e+01   1.55986e+01   2.59178e-05   3.88407e-07   2.21980e-18   5.95819e-04   6.56584e-04   -1.16222e-08  
4.2169650e+04  1.32353e+01   1.48233e+01   1.56529e+01   2.79505e-05   3.99441e-07   2.18052e-18   5.73183e-04   6.36339e-04   -1.15183e-08  
4.5315836e+04  1.31750e+01   1.48128e+01   1.57120e+01   3.01477e-05   4.10812e-07   2.10766e-18   5.50902e-04   6.16704e-04   -1.14086e-08  
4.8696753e+04  1.31111e+01   1.48002e+01   1.57767e+01   3.25160e-05   4.22853e-07   2.12138e-18   5.28951e-04   5.97686e-04   -1.12922e-08  
5.2329911e+04  1.30434e+01   1.47845e+01   1.58465e+01   3.50544e-05   4.35747e-07   2.26174e-18   5.07449e-04   5.79450e-04   -1.11694e-08  
5.6234133e+04  1.29717e+01   1.47643e+01   1.59203e+01   3.77583e-05   4.49598e-07   2.53018e-18   4.86553e-04   5.62209e-04   -1.10404e-08  
6.0429639e+04  1.28959e+01   1.47370e+01   1.59952e+01   4.06127e-05   4.64674e-07   2.96709e-18   4.66543e-04   5.46320e-04   -1.09068e-08  
6.4938163e+04  1.28161e+01   1.46988e+01   1.60655e+01   4.36008e-05   4.80944e-07   3.43850e-18   4.47885e-04   5.32356e-04   -1.07719e-08  
6.9783058e+04  1.27324e+01   1.46488e+01   1.61309e+01   4.67210e-05   4.98245e-07   3.90907e-18   4.30459e-04   5.20300e-04   -1.06357e-08  
7.4989421e+04  1.26452e+01   1.45865e+01   1.61922e+01   4.99712e-05   5.16537e-07   4.37686e-18   4.14084e-04   5.10085e-04   -1.04975e-08  
8.0584219e+04  1.25547e+01   1.45113e+01   1.62506e+01   5.33484e-05   5.35756e-07   4.83924e-18   3.98595e-04   5.01657e-04   -1.03566e-08  
8.6596432e+04  1.24617e+01   1.44230e+01   1.63071e+01   5.68481e-05   5.55812e-07   5.29667e-18   3.83852e-04   4.94929e-04   -1.02122e-08  
9.3057204e+04  1.23672e+01   1.43222e+01   1.63604e+01   6.04638e-05   5.76598e-07   5.75096e-18   3.69802e-04   4.89699e-04   -1.00644e-08  
1.0000000e+05  1.22725e+01   1.42110e+01   1.64003e+01   6.41873e-05   5.97954e-07   6.19951e-18   3.56592e-04   4.85420e-04   -9.91589e-09  
1.0746078e+05  1.21789e+01   1.40947e+01   1.63924e+01   6.80088e-05   6.19640e-07   6.63846e-18   3.44852e-04   4.80703e-04   -9.77683e-09  
