!time         log(Av)       log(n)        log(Tg)       log(Td)       
!(yr)         log(mag)      log(cm-3)     log(K)        log(K)        
1.00000e+000  1.00000e+000  5.30103e+000  1.06821e+000  1.04697e+000  
1.07461e+000  1.00000e+000  5.30103e+000  1.06821e+000  1.04697e+000  
