!time         log(Av)       log(n)        log(Tg)       log(Td)       
!(yr)         log(mag)      log(cm-3)     log(K)        log(K)        
9.30572e+03   1.00000e+00   4.30103e+00   1.13942e+00   1.08203e+00   
1.00000e+04   1.00000e+00   4.30103e+00   1.13923e+00   1.08203e+00   
1.07461e+04   1.00000e+00   4.30103e+00   1.13902e+00   1.08203e+00   
1.15478e+04   1.00000e+00   4.30103e+00   1.13877e+00   1.08203e+00   
1.24094e+04   1.00000e+00   4.30103e+00   1.13849e+00   1.08203e+00   
1.33352e+04   1.00000e+00   4.30103e+00   1.13817e+00   1.08203e+00   
1.43301e+04   1.00000e+00   4.30103e+00   1.13779e+00   1.08203e+00   
1.53993e+04   1.00000e+00   4.30103e+00   1.13737e+00   1.08203e+00   
1.65482e+04   1.00000e+00   4.30103e+00   1.13688e+00   1.08203e+00   
1.77828e+04   1.00000e+00   4.30103e+00   1.13632e+00   1.08203e+00   
1.91095e+04   1.00000e+00   4.30103e+00   1.13568e+00   1.08203e+00   
2.05353e+04   1.00000e+00   4.30103e+00   1.13495e+00   1.08203e+00   
2.20673e+04   1.00000e+00   4.30103e+00   1.13413e+00   1.08203e+00   
2.37137e+04   1.00000e+00   4.30103e+00   1.13319e+00   1.08203e+00   
2.54830e+04   1.00000e+00   4.30103e+00   1.13214e+00   1.08203e+00   
2.73842e+04   1.00000e+00   4.30103e+00   1.13095e+00   1.08203e+00   
2.94273e+04   1.00000e+00   4.30103e+00   1.12961e+00   1.08203e+00   
3.16228e+04   1.00000e+00   4.30103e+00   1.12813e+00   1.08203e+00   
3.39821e+04   1.00000e+00   4.30103e+00   1.12647e+00   1.08203e+00   
3.65174e+04   1.00000e+00   4.30103e+00   1.12463e+00   1.08203e+00   
3.92419e+04   1.00000e+00   4.30103e+00   1.12260e+00   1.08203e+00   
4.21697e+04   1.00000e+00   4.30103e+00   1.12036e+00   1.08203e+00   
4.53158e+04   1.00000e+00   4.30103e+00   1.11792e+00   1.08203e+00   
4.86968e+04   1.00000e+00   4.30103e+00   1.11526e+00   1.08203e+00   
5.23299e+04   1.00000e+00   4.30103e+00   1.11237e+00   1.08202e+00   
5.62341e+04   1.00000e+00   4.30103e+00   1.10927e+00   1.08202e+00   
6.04296e+04   1.00000e+00   4.30103e+00   1.10594e+00   1.08202e+00   
6.49382e+04   1.00000e+00   4.30103e+00   1.10241e+00   1.08202e+00   
6.97831e+04   1.00000e+00   4.30103e+00   1.09868e+00   1.08202e+00   
7.49894e+04   1.00000e+00   4.30103e+00   1.09477e+00   1.08202e+00   
8.05842e+04   1.00000e+00   4.30103e+00   1.09070e+00   1.08202e+00   
8.65964e+04   1.00000e+00   4.30103e+00   1.08651e+00   1.08202e+00   
9.30572e+04   1.00000e+00   4.30103e+00   1.08223e+00   1.08202e+00   
1.00000e+05   1.00000e+00   4.30103e+00   1.07791e+00   1.08202e+00   
1.07461e+05   1.00000e+00   4.30103e+00   1.07361e+00   1.08202e+00   
1.15478e+05   1.00000e+00   4.30103e+00   1.06940e+00   1.08202e+00   
1.24094e+05   1.00000e+00   4.30103e+00   1.06537e+00   1.08202e+00   
1.33352e+05   1.00000e+00   4.30103e+00   1.06160e+00   1.08202e+00   
1.43301e+05   1.00000e+00   4.30103e+00   1.05820e+00   1.08202e+00   
1.53993e+05   1.00000e+00   4.30103e+00   1.05528e+00   1.08202e+00   
1.65482e+05   1.00000e+00   4.30103e+00   1.05296e+00   1.08202e+00   
1.77828e+05   1.00000e+00   4.30103e+00   1.05143e+00   1.08202e+00   
1.91095e+05   1.00000e+00   4.30103e+00   1.05084e+00   1.08201e+00   
2.05353e+05   1.00000e+00   4.30103e+00   1.05121e+00   1.08201e+00   
2.20673e+05   1.00000e+00   4.30103e+00   1.05222e+00   1.08202e+00   
2.37137e+05   1.00000e+00   4.30103e+00   1.05348e+00   1.08202e+00   
2.54830e+05   1.00000e+00   4.30103e+00   1.05477e+00   1.08202e+00   
2.73842e+05   1.00000e+00   4.30103e+00   1.05602e+00   1.08202e+00   
2.94273e+05   1.00000e+00   4.30103e+00   1.05723e+00   1.08202e+00   
3.16228e+05   1.00000e+00   4.30103e+00   1.05841e+00   1.08202e+00   
3.39821e+05   1.00000e+00   4.30103e+00   1.05958e+00   1.08202e+00   
3.65174e+05   1.00000e+00   4.30103e+00   1.06076e+00   1.08202e+00   
3.92419e+05   1.00000e+00   4.30103e+00   1.06198e+00   1.08202e+00   
4.21697e+05   1.00000e+00   4.30103e+00   1.06326e+00   1.08202e+00   
4.53158e+05   1.00000e+00   4.30103e+00   1.06463e+00   1.08202e+00   
4.86968e+05   1.00000e+00   4.30103e+00   1.06609e+00   1.08202e+00   
5.23299e+05   1.00000e+00   4.30103e+00   1.06768e+00   1.08202e+00   
5.62341e+05   1.00000e+00   4.30103e+00   1.06940e+00   1.08202e+00   
6.04296e+05   1.00000e+00   4.30103e+00   1.07131e+00   1.08202e+00   
6.49382e+05   1.00000e+00   4.30103e+00   1.07344e+00   1.08202e+00   
6.97831e+05   1.00000e+00   4.30103e+00   1.07586e+00   1.08202e+00   
7.49894e+05   1.00000e+00   4.30103e+00   1.07862e+00   1.08202e+00   
8.05842e+05   1.00000e+00   4.30103e+00   1.08176e+00   1.08202e+00   
8.65964e+05   1.00000e+00   4.30103e+00   1.08530e+00   1.08202e+00   
9.30572e+05   1.00000e+00   4.30103e+00   1.08924e+00   1.08202e+00   
1.00000e+06   1.00000e+00   4.30103e+00   1.09360e+00   1.08202e+00   
1.07461e+06   1.00000e+00   4.30103e+00   1.09833e+00   1.08202e+00   
1.15478e+06   1.00000e+00   4.30103e+00   1.10333e+00   1.08202e+00   
1.24094e+06   1.00000e+00   4.30103e+00   1.10836e+00   1.08202e+00   
1.33352e+06   1.00000e+00   4.30103e+00   1.11305e+00   1.08202e+00   
1.43301e+06   1.00000e+00   4.30103e+00   1.11705e+00   1.08203e+00   
1.53993e+06   1.00000e+00   4.30103e+00   1.12015e+00   1.08203e+00   
1.65482e+06   1.00000e+00   4.30103e+00   1.12235e+00   1.08203e+00   
1.77828e+06   1.00000e+00   4.30103e+00   1.12386e+00   1.08203e+00   
1.91095e+06   1.00000e+00   4.30103e+00   1.12490e+00   1.08203e+00   
2.05353e+06   1.00000e+00   4.30103e+00   1.12567e+00   1.08203e+00   
2.20673e+06   1.00000e+00   4.30103e+00   1.12633e+00   1.08203e+00   
2.37137e+06   1.00000e+00   4.30103e+00   1.12696e+00   1.08203e+00   
2.54830e+06   1.00000e+00   4.30103e+00   1.12762e+00   1.08203e+00   
2.73842e+06   1.00000e+00   4.30103e+00   1.12833e+00   1.08203e+00   
2.94273e+06   1.00000e+00   4.30103e+00   1.12923e+00   1.08203e+00   
3.16228e+06   1.00000e+00   4.30103e+00   1.13046e+00   1.08203e+00   
3.39821e+06   1.00000e+00   4.30103e+00   1.13098e+00   1.08203e+00   
3.65174e+06   1.00000e+00   4.30103e+00   1.13114e+00   1.08203e+00   
3.92419e+06   1.00000e+00   4.30103e+00   1.13122e+00   1.08203e+00   
4.21697e+06   1.00000e+00   4.30103e+00   1.13127e+00   1.08203e+00   
4.53158e+06   1.00000e+00   4.30103e+00   1.13135e+00   1.08203e+00   
4.86968e+06   1.00000e+00   4.30103e+00   1.10468e+00   1.08202e+00   
5.23299e+06   1.00000e+00   4.30103e+00   1.09881e+00   1.08202e+00   
5.62341e+06   1.00000e+00   4.30103e+00   1.09802e+00   1.08202e+00   
6.04296e+06   1.00000e+00   4.30103e+00   1.09786e+00   1.08202e+00   
6.49382e+06   1.00000e+00   4.30103e+00   1.09781e+00   1.08202e+00   
6.97831e+06   1.00000e+00   4.30103e+00   1.09780e+00   1.08202e+00   
7.49894e+06   1.00000e+00   4.30103e+00   1.09779e+00   1.08202e+00   
8.05842e+06   1.00000e+00   4.30103e+00   1.09780e+00   1.08202e+00   
8.65964e+06   1.00000e+00   4.30103e+00   1.09781e+00   1.08202e+00   
9.30572e+06   1.00000e+00   4.30103e+00   1.09784e+00   1.08202e+00   
1.00000e+07   1.00000e+00   4.30103e+00   1.09787e+00   1.08202e+00   
1.07461e+07   1.00000e+00   4.30103e+00   1.09792e+00   1.08202e+00   
1.15478e+07   1.00000e+00   4.30103e+00   1.09799e+00   1.08202e+00   
1.24094e+07   1.00000e+00   4.30103e+00   1.09807e+00   1.08202e+00   
1.33352e+07   1.00000e+00   4.30103e+00   1.09817e+00   1.08202e+00   
1.43301e+07   1.00000e+00   4.30103e+00   1.09830e+00   1.08202e+00   
1.53993e+07   1.00000e+00   4.30103e+00   1.09845e+00   1.08202e+00   
1.65482e+07   1.00000e+00   4.30103e+00   1.09862e+00   1.08202e+00   
1.77828e+07   1.00000e+00   4.30103e+00   1.09883e+00   1.08202e+00   
1.91095e+07   1.00000e+00   4.30103e+00   1.09907e+00   1.08202e+00   
2.05353e+07   1.00000e+00   4.30103e+00   1.09935e+00   1.08202e+00   
2.20673e+07   1.00000e+00   4.30103e+00   1.09967e+00   1.08202e+00   
2.37137e+07   1.00000e+00   4.30103e+00   1.10004e+00   1.08202e+00   
2.54830e+07   1.00000e+00   4.30103e+00   1.10046e+00   1.08202e+00   
2.73842e+07   1.00000e+00   4.30103e+00   1.10094e+00   1.08202e+00   
2.94273e+07   1.00000e+00   4.30103e+00   1.10148e+00   1.08202e+00   
3.16228e+07   1.00000e+00   4.30103e+00   1.10209e+00   1.08202e+00   
3.39821e+07   1.00000e+00   4.30103e+00   1.10277e+00   1.08202e+00   
3.65174e+07   1.00000e+00   4.30103e+00   1.10353e+00   1.08202e+00   
3.92419e+07   1.00000e+00   4.30103e+00   1.10437e+00   1.08202e+00   
4.21697e+07   1.00000e+00   4.30103e+00   1.10530e+00   1.08202e+00   
4.53158e+07   1.00000e+00   4.30103e+00   1.10631e+00   1.08202e+00   
4.86968e+07   1.00000e+00   4.30103e+00   1.10741e+00   1.08202e+00   
5.23299e+07   1.00000e+00   4.30103e+00   1.10860e+00   1.08202e+00   
5.62341e+07   1.00000e+00   4.30103e+00   1.10987e+00   1.08202e+00   
6.04296e+07   1.00000e+00   4.30103e+00   1.11120e+00   1.08202e+00   
6.49382e+07   1.00000e+00   4.30103e+00   1.11259e+00   1.08202e+00   
6.97831e+07   1.00000e+00   4.30103e+00   1.11401e+00   1.08203e+00   
7.49894e+07   1.00000e+00   4.30103e+00   1.11544e+00   1.08203e+00   
8.05842e+07   1.00000e+00   4.30103e+00   1.11685e+00   1.08203e+00   
8.65964e+07   1.00000e+00   4.30103e+00   1.11822e+00   1.08203e+00   
9.30572e+07   1.00000e+00   4.30103e+00   1.11952e+00   1.08203e+00   
1.00000e+08   1.00000e+00   4.30103e+00   1.12073e+00   1.08203e+00   
