! p1 - total abundance of grain mantle molecules, [molecules/H]
! p2 - abundance of hydrocarbon molecules in ice mantles, CnHm, n >=2,  [molecules/H]
! p3 - parameter of H2 formation on grains (reaction *H+*H), rate = a*n_H_tot*n_H, a [cm3 s-1]
! p4 - electron concentration, [cm-3]
! p5 - ion concentration (without PAHs and small grains), [cm-3]
! p6 - total electric charge of grains, [cm-3]
!1             2             3             4             5             6             7             8             9             10            
!time(yrs)     T_n           T_i           T_e           p1            p2            p3            p4            p5            p6            
2.7384196e+00  1.00068e+01   1.00138e+01   1.00138e+01   5.37060e-09   1.62900e-14   1.09414e-20   2.76849e+00   2.76849e+00   -2.21350e-07  
2.9427272e+00  1.00075e+01   1.00148e+01   1.00148e+01   5.77016e-09   1.99526e-14   1.30650e-20   2.76596e+00   2.76596e+00   -2.21351e-07  
3.1622777e+00  1.00082e+01   1.00158e+01   1.00158e+01   6.19925e-09   2.44153e-14   1.54886e-20   2.76323e+00   2.76323e+00   -2.21353e-07  
3.3982083e+00  1.00090e+01   1.00170e+01   1.00170e+01   6.66001e-09   2.98458e-14   1.81966e-20   2.76030e+00   2.76030e+00   -2.21354e-07  
3.6517413e+00  1.00099e+01   1.00182e+01   1.00182e+01   7.15479e-09   3.64449e-14   2.11580e-20   2.75715e+00   2.75715e+00   -2.21356e-07  
3.9241898e+00  1.00109e+01   1.00196e+01   1.00196e+01   7.68608e-09   4.44525e-14   2.43318e-20   2.75375e+00   2.75375e+00   -2.21358e-07  
4.2169650e+00  1.00121e+01   1.00210e+01   1.00210e+01   8.25656e-09   5.41542e-14   2.76715e-20   2.75010e+00   2.75010e+00   -2.21360e-07  
4.5315836e+00  1.00133e+01   1.00226e+01   1.00226e+01   8.86914e-09   6.58897e-14   3.11307e-20   2.74618e+00   2.74618e+00   -2.21362e-07  
4.8696753e+00  1.00146e+01   1.00243e+01   1.00243e+01   9.52691e-09   8.00614e-14   3.46679e-20   2.74196e+00   2.74196e+00   -2.21364e-07  
5.2329911e+00  1.00161e+01   1.00262e+01   1.00262e+01   1.02332e-08   9.71448e-14   3.82558e-20   2.73742e+00   2.73742e+00   -2.21367e-07  
5.6234133e+00  1.00178e+01   1.00282e+01   1.00282e+01   1.09916e-08   1.17700e-13   4.18783e-20   2.73255e+00   2.73255e+00   -2.21370e-07  
6.0429639e+00  1.00196e+01   1.00304e+01   1.00304e+01   1.18060e-08   1.42384e-13   4.55393e-20   2.72731e+00   2.72731e+00   -2.21373e-07  
6.4938163e+00  1.00216e+01   1.00328e+01   1.00328e+01   1.26804e-08   1.71968e-13   4.92565e-20   2.72168e+00   2.72168e+00   -2.21376e-07  
6.9783058e+00  1.00238e+01   1.00353e+01   1.00353e+01   1.36192e-08   2.07348e-13   5.30649e-20   2.71564e+00   2.71564e+00   -2.21380e-07  
7.4989421e+00  1.00263e+01   1.00381e+01   1.00381e+01   1.46271e-08   2.49568e-13   5.70096e-20   2.70915e+00   2.70915e+00   -2.21384e-07  
8.0584219e+00  1.00289e+01   1.00412e+01   1.00412e+01   1.57091e-08   2.99836e-13   6.11226e-20   2.70219e+00   2.70219e+00   -2.21388e-07  
8.6596432e+00  1.00319e+01   1.00445e+01   1.00445e+01   1.68706e-08   3.59548e-13   6.54503e-20   2.69471e+00   2.69472e+00   -2.21392e-07  
9.3057204e+00  1.00351e+01   1.00480e+01   1.00480e+01   1.81174e-08   4.30306e-13   7.00355e-20   2.68670e+00   2.68670e+00   -2.21397e-07  
1.0000000e+01  1.00387e+01   1.00519e+01   1.00519e+01   1.94554e-08   5.13947e-13   7.49143e-20   2.67812e+00   2.67812e+00   -2.21403e-07  
1.0746078e+01  1.00426e+01   1.00562e+01   1.00562e+01   2.08913e-08   6.12566e-13   8.01297e-20   2.66892e+00   2.66892e+00   -2.21409e-07  
1.1547820e+01  1.00468e+01   1.00607e+01   1.00607e+01   2.24321e-08   7.28547e-13   8.57175e-20   2.65907e+00   2.65907e+00   -2.21415e-07  
1.2409378e+01  1.00515e+01   1.00657e+01   1.00657e+01   2.40852e-08   8.64591e-13   9.17074e-20   2.64853e+00   2.64853e+00   -2.21422e-07  
1.3335214e+01  1.00566e+01   1.00711e+01   1.00711e+01   2.58585e-08   1.02375e-12   9.81554e-20   2.63725e+00   2.63726e+00   -2.21429e-07  
1.4330126e+01  1.00622e+01   1.00769e+01   1.00769e+01   2.77605e-08   1.20946e-12   1.05077e-19   2.62521e+00   2.62521e+00   -2.21438e-07  
1.5399265e+01  1.00683e+01   1.00833e+01   1.00833e+01   2.98001e-08   1.42557e-12   1.12516e-19   2.61234e+00   2.61234e+00   -2.21446e-07  
1.6548171e+01  1.00749e+01   1.00902e+01   1.00902e+01   3.19871e-08   1.67642e-12   1.20511e-19   2.59861e+00   2.59861e+00   -2.21456e-07  
1.7782794e+01  1.00821e+01   1.00976e+01   1.00976e+01   3.43316e-08   1.96683e-12   1.29099e-19   2.58396e+00   2.58396e+00   -2.21467e-07  
1.9109530e+01  1.00900e+01   1.01057e+01   1.01057e+01   3.68443e-08   2.30222e-12   1.38325e-19   2.56835e+00   2.56835e+00   -2.21478e-07  
2.0535250e+01  1.00985e+01   1.01145e+01   1.01145e+01   3.95368e-08   2.68859e-12   1.48239e-19   2.55173e+00   2.55173e+00   -2.21490e-07  
2.2067341e+01  1.01078e+01   1.01240e+01   1.01240e+01   4.24212e-08   3.13269e-12   1.58860e-19   2.53405e+00   2.53405e+00   -2.21503e-07  
2.3713737e+01  1.01178e+01   1.01342e+01   1.01342e+01   4.55104e-08   3.64200e-12   1.70262e-19   2.51526e+00   2.51526e+00   -2.21518e-07  
2.5482967e+01  1.01287e+01   1.01453e+01   1.01453e+01   4.88181e-08   4.22494e-12   1.82484e-19   2.49531e+00   2.49531e+00   -2.21533e-07  
2.7384196e+01  1.01406e+01   1.01573e+01   1.01573e+01   5.23585e-08   4.89088e-12   1.95575e-19   2.47414e+00   2.47414e+00   -2.21550e-07  
2.9427272e+01  1.01533e+01   1.01703e+01   1.01703e+01   5.61469e-08   5.65039e-12   2.09588e-19   2.45170e+00   2.45171e+00   -2.21569e-07  
3.1622777e+01  1.01672e+01   1.01843e+01   1.01843e+01   6.01992e-08   6.51532e-12   2.24574e-19   2.42796e+00   2.42796e+00   -2.21588e-07  
3.3982083e+01  1.01821e+01   1.01995e+01   1.01995e+01   6.45323e-08   7.49909e-12   2.40585e-19   2.40284e+00   2.40284e+00   -2.21610e-07  
3.6517413e+01  1.01983e+01   1.02158e+01   1.02158e+01   6.91637e-08   8.61690e-12   2.57672e-19   2.37632e+00   2.37632e+00   -2.21633e-07  
3.9241898e+01  1.02157e+01   1.02334e+01   1.02334e+01   7.41121e-08   9.88603e-12   2.75888e-19   2.34834e+00   2.34834e+00   -2.21658e-07  
4.2169650e+01  1.02344e+01   1.02524e+01   1.02524e+01   7.93967e-08   1.13262e-11   2.95282e-19   2.31886e+00   2.31886e+00   -2.21685e-07  
4.5315836e+01  1.02547e+01   1.02728e+01   1.02728e+01   8.50380e-08   1.29600e-11   3.15901e-19   2.28784e+00   2.28784e+00   -2.21714e-07  
4.8696753e+01  1.02764e+01   1.02948e+01   1.02948e+01   9.10572e-08   1.48133e-11   3.37791e-19   2.25524e+00   2.25524e+00   -2.21745e-07  
5.2329911e+01  1.02998e+01   1.03184e+01   1.03184e+01   9.74767e-08   1.69160e-11   3.60991e-19   2.22104e+00   2.22104e+00   -2.21779e-07  
5.6234133e+01  1.03250e+01   1.03438e+01   1.03438e+01   1.04320e-07   1.93024e-11   3.85540e-19   2.18520e+00   2.18520e+00   -2.21816e-07  
6.0429639e+01  1.03520e+01   1.03710e+01   1.03710e+01   1.11612e-07   2.20124e-11   4.11468e-19   2.14771e+00   2.14771e+00   -2.21855e-07  
6.4938163e+01  1.03810e+01   1.04003e+01   1.04003e+01   1.19377e-07   2.50918e-11   4.38802e-19   2.10855e+00   2.10855e+00   -2.21897e-07  
6.9783058e+01  1.04121e+01   1.04316e+01   1.04316e+01   1.27645e-07   2.85939e-11   4.67561e-19   2.06771e+00   2.06771e+00   -2.21943e-07  
7.4989421e+01  1.04454e+01   1.04652e+01   1.04652e+01   1.36444e-07   3.25804e-11   4.97756e-19   2.02519e+00   2.02519e+00   -2.21992e-07  
8.0584219e+01  1.04811e+01   1.05012e+01   1.05012e+01   1.45804e-07   3.71225e-11   5.29389e-19   1.98099e+00   1.98099e+00   -2.22044e-07  
8.6596432e+01  1.05192e+01   1.05397e+01   1.05397e+01   1.55761e-07   4.23030e-11   5.62452e-19   1.93513e+00   1.93514e+00   -2.22091e-07  
9.3057204e+01  1.05601e+01   1.05808e+01   1.05808e+01   1.66350e-07   4.82176e-11   5.96922e-19   1.88763e+00   1.88764e+00   -2.22126e-07  
1.0000000e+02  1.06037e+01   1.06248e+01   1.06248e+01   1.77612e-07   5.49772e-11   6.32759e-19   1.83852e+00   1.83852e+00   -2.22163e-07  
1.0746078e+02  1.06502e+01   1.06717e+01   1.06717e+01   1.89592e-07   6.27101e-11   6.69900e-19   1.78783e+00   1.78783e+00   -2.22203e-07  
1.1547820e+02  1.06999e+01   1.07218e+01   1.07218e+01   2.02339e-07   7.15643e-11   7.08257e-19   1.73561e+00   1.73562e+00   -2.22246e-07  
1.2409378e+02  1.07528e+01   1.07751e+01   1.07751e+01   2.15910e-07   8.17109e-11   7.47708e-19   1.68193e+00   1.68193e+00   -2.22292e-07  
1.3335214e+02  1.08091e+01   1.08319e+01   1.08319e+01   2.30370e-07   9.33472e-11   7.88096e-19   1.62685e+00   1.62685e+00   -2.22341e-07  
1.4330126e+02  1.08691e+01   1.08923e+01   1.08923e+01   2.45790e-07   1.06700e-10   8.29219e-19   1.57044e+00   1.57045e+00   -2.22393e-07  
1.5399265e+02  1.09328e+01   1.09565e+01   1.09565e+01   2.62255e-07   1.22028e-10   8.70829e-19   1.51281e+00   1.51281e+00   -2.22449e-07  
1.6548171e+02  1.10004e+01   1.10246e+01   1.10246e+01   2.79861e-07   1.39628e-10   9.12625e-19   1.45404e+00   1.45405e+00   -2.22509e-07  
1.7782794e+02  1.10720e+01   1.10968e+01   1.10968e+01   2.98717e-07   1.59839e-10   9.54254e-19   1.39424e+00   1.39425e+00   -2.22572e-07  
1.9109530e+02  1.11478e+01   1.11732e+01   1.11732e+01   3.18948e-07   1.83039e-10   9.95309e-19   1.33354e+00   1.33355e+00   -2.22640e-07  
2.0535250e+02  1.12279e+01   1.12538e+01   1.12538e+01   3.40694e-07   2.09656e-10   1.03533e-18   1.27205e+00   1.27207e+00   -2.22711e-07  
2.2067341e+02  1.13123e+01   1.13388e+01   1.13388e+01   3.64115e-07   2.40163e-10   1.07381e-18   1.20993e+00   1.20994e+00   -2.22788e-07  
2.3713737e+02  1.14010e+01   1.14281e+01   1.14280e+01   3.89386e-07   2.75078e-10   1.11021e-18   1.14732e+00   1.14734e+00   -2.22868e-07  
2.5482967e+02  1.14940e+01   1.15216e+01   1.15216e+01   4.16705e-07   3.14959e-10   1.14397e-18   1.08439e+00   1.08441e+00   -2.22953e-07  
2.7384196e+02  1.15912e+01   1.16194e+01   1.16194e+01   4.46284e-07   3.60395e-10   1.17454e-18   1.02133e+00   1.02135e+00   -2.23043e-07  
2.9427272e+02  1.16924e+01   1.17212e+01   1.17212e+01   4.78358e-07   4.11992e-10   1.20141e-18   9.58319e-01   9.58342e-01   -2.23137e-07  
3.1622777e+02  1.17974e+01   1.18266e+01   1.18266e+01   5.13176e-07   4.70353e-10   1.22420e-18   8.95590e-01   8.95616e-01   -2.23235e-07  
3.3982083e+02  1.19057e+01   1.19354e+01   1.19354e+01   5.51003e-07   5.36048e-10   1.24271e-18   8.33376e-01   8.33406e-01   -2.23337e-07  
3.6517413e+02  1.20169e+01   1.20470e+01   1.20470e+01   5.92116e-07   6.09595e-10   1.25711e-18   7.71940e-01   7.71972e-01   -2.23443e-07  
3.9241898e+02  1.21304e+01   1.21607e+01   1.21607e+01   6.36799e-07   6.91442e-10   1.26816e-18   7.11563e-01   7.11600e-01   -2.23552e-07  
4.2169650e+02  1.22454e+01   1.22758e+01   1.22758e+01   6.85333e-07   7.82000e-10   1.27782e-18   6.52553e-01   6.52593e-01   -2.23663e-07  
4.5315836e+02  1.23610e+01   1.23914e+01   1.23914e+01   7.37989e-07   8.81781e-10   1.29022e-18   5.95232e-01   5.95276e-01   -2.23776e-07  
4.8696753e+02  1.24762e+01   1.25065e+01   1.25065e+01   7.95002e-07   9.91780e-10   1.31440e-18   5.39936e-01   5.39985e-01   -2.23889e-07  
5.2329911e+02  1.25901e+01   1.26200e+01   1.26200e+01   8.56543e-07   1.11440e-09   1.37205e-18   4.87002e-01   4.87055e-01   -2.24001e-07  
5.6234133e+02  1.27015e+01   1.27309e+01   1.27308e+01   9.22656e-07   1.25568e-09   1.53054e-18   4.36753e-01   4.36809e-01   -2.24112e-07  
6.0429639e+02  1.28094e+01   1.28379e+01   1.28379e+01   9.93297e-07   1.43390e-09   2.14162e-18   3.89478e-01   3.89537e-01   -2.24220e-07  
6.4938163e+02  1.29127e+01   1.29403e+01   1.29402e+01   1.09071e-06   2.44203e-09   3.73574e-18   3.45420e-01   3.45481e-01   -2.24324e-07  
6.9783058e+02  1.30106e+01   1.30371e+01   1.30370e+01   1.19348e-06   3.89222e-09   4.20391e-18   3.04753e-01   3.04815e-01   -2.24423e-07  
7.4989421e+02  1.31025e+01   1.31276e+01   1.31276e+01   1.30271e-06   5.55982e-09   4.47804e-18   2.67570e-01   2.67633e-01   -2.24517e-07  
8.0584219e+02  1.31878e+01   1.32116e+01   1.32115e+01   1.42017e-06   7.43176e-09   4.68566e-18   2.33878e-01   2.33941e-01   -2.24604e-07  
8.6596432e+02  1.32663e+01   1.32887e+01   1.32887e+01   1.54689e-06   9.50998e-09   4.86464e-18   2.03601e-01   2.03662e-01   -2.24666e-07  
9.3057204e+02  1.33380e+01   1.33590e+01   1.33590e+01   1.68368e-06   1.18009e-08   5.02857e-18   1.76578e-01   1.76636e-01   -2.24708e-07  
1.0000000e+03  1.34030e+01   1.34227e+01   1.34227e+01   1.83126e-06   1.43130e-08   5.18290e-18   1.52604e-01   1.52658e-01   -2.24746e-07  
1.0746078e+03  1.34614e+01   1.34801e+01   1.34800e+01   1.99037e-06   1.70558e-08   5.33004e-18   1.31435e-01   1.31485e-01   -2.24779e-07  
1.1547820e+03  1.35138e+01   1.35315e+01   1.35315e+01   2.16178e-06   2.00396e-08   5.47127e-18   1.12807e-01   1.12854e-01   -2.24808e-07  
1.2409378e+03  1.35604e+01   1.35774e+01   1.35774e+01   2.34630e-06   2.32755e-08   5.60750e-18   9.64571e-02   9.65002e-02   -2.24834e-07  
1.3335214e+03  1.36017e+01   1.36183e+01   1.36183e+01   2.54478e-06   2.67753e-08   5.73950e-18   8.21292e-02   8.21688e-02   -2.24855e-07  
1.4330126e+03  1.36382e+01   1.36546e+01   1.36545e+01   2.75813e-06   3.05513e-08   5.86802e-18   6.95893e-02   6.96260e-02   -2.24872e-07  
1.5399265e+03  1.36701e+01   1.36866e+01   1.36867e+01   2.98733e-06   3.46167e-08   5.99378e-18   5.86282e-02   5.86625e-02   -2.24885e-07  
1.6548171e+03  1.36979e+01   1.37150e+01   1.37151e+01   3.23340e-06   3.89851e-08   6.11749e-18   4.90631e-02   4.90957e-02   -2.24894e-07  
1.7782794e+03  1.37219e+01   1.37400e+01   1.37403e+01   3.49745e-06   4.36711e-08   6.23985e-18   4.07368e-02   4.07684e-02   -2.24897e-07  
1.9109530e+03  1.37424e+01   1.37622e+01   1.37627e+01   3.78064e-06   4.86893e-08   6.36154e-18   3.35157e-02   3.35469e-02   -2.24895e-07  
2.0535250e+03  1.37598e+01   1.37819e+01   1.37829e+01   4.08420e-06   5.40550e-08   6.48325e-18   2.72864e-02   2.73177e-02   -2.24884e-07  
2.2067341e+03  1.37743e+01   1.37997e+01   1.38016e+01   4.40944e-06   5.97839e-08   6.60565e-18   2.19518e-02   2.19836e-02   -2.24864e-07  
2.3713737e+03  1.37862e+01   1.38162e+01   1.38196e+01   4.75772e-06   6.58915e-08   6.72943e-18   1.74278e-02   1.74603e-02   -2.24830e-07  
2.5482967e+03  1.37958e+01   1.38321e+01   1.38381e+01   5.13053e-06   7.23935e-08   6.85529e-18   1.36388e-02   1.36719e-02   -2.24777e-07  
2.7384196e+03  1.38034e+01   1.38482e+01   1.38586e+01   5.52938e-06   7.93055e-08   6.98393e-18   1.05141e-02   1.05475e-02   -2.24697e-07  
2.9427272e+03  1.38091e+01   1.38656e+01   1.38837e+01   5.95591e-06   8.66426e-08   7.11604e-18   7.98424e-03   8.01729e-03   -2.24579e-07  
3.1622777e+03  1.38132e+01   1.38858e+01   1.39167e+01   6.41183e-06   9.44193e-08   7.25234e-18   5.97882e-03   6.01083e-03   -2.24405e-07  
3.3982083e+03  1.38160e+01   1.39105e+01   1.39625e+01   6.89892e-06   1.02649e-07   7.39349e-18   4.42599e-03   4.45623e-03   -2.24152e-07  
3.6517413e+03  1.38176e+01   1.39422e+01   1.40276e+01   7.41908e-06   1.11344e-07   7.54015e-18   3.25374e-03   3.28165e-03   -2.23789e-07  
3.9241898e+03  1.38182e+01   1.39833e+01   1.41198e+01   7.97429e-06   1.20516e-07   7.69290e-18   2.39246e-03   2.41775e-03   -2.23284e-07  
4.2169650e+03  1.38180e+01   1.40362e+01   1.42463e+01   8.56663e-06   1.30174e-07   7.85229e-18   1.77760e-03   1.80033e-03   -2.22608e-07  
4.5315836e+03  1.38171e+01   1.41012e+01   1.44092e+01   9.19829e-06   1.40324e-07   8.01877e-18   1.35159e-03   1.37214e-03   -2.21761e-07  
4.8696753e+03  1.38157e+01   1.41753e+01   1.46011e+01   9.87153e-06   1.50971e-07   8.19272e-18   1.06477e-03   1.08367e-03   -2.20787e-07  
5.2329911e+03  1.38139e+01   1.42523e+01   1.48045e+01   1.05887e-05   1.62117e-07   8.37439e-18   8.75765e-04   8.93578e-04   -2.19768e-07  
5.6234133e+03  1.38116e+01   1.43256e+01   1.50004e+01   1.13524e-05   1.73758e-07   8.56390e-18   7.51756e-04   7.68946e-04   -2.18788e-07  
6.0429639e+03  1.38091e+01   1.43916e+01   1.51777e+01   1.21650e-05   1.85889e-07   8.76123e-18   6.68455e-04   6.85326e-04   -2.17894e-07  
6.4938163e+03  1.38062e+01   1.44507e+01   1.53360e+01   1.30293e-05   1.98498e-07   8.96616e-18   6.09402e-04   6.26123e-04   -2.17089e-07  
6.9783058e+03  1.38030e+01   1.45048e+01   1.54810e+01   1.39480e-05   2.11569e-07   9.17829e-18   5.64498e-04   5.81147e-04   -2.16353e-07  
7.4989421e+03  1.37994e+01   1.45558e+01   1.56187e+01   1.49240e-05   2.25082e-07   9.39700e-18   5.28143e-04   5.44760e-04   -2.15667e-07  
8.0584219e+03  1.37953e+01   1.46048e+01   1.57530e+01   1.59602e-05   2.39008e-07   9.62142e-18   4.97481e-04   5.14091e-04   -2.15021e-07  
8.6596432e+03  1.37907e+01   1.46519e+01   1.58856e+01   1.70596e-05   2.53317e-07   9.85039e-18   4.71093e-04   4.87718e-04   -2.14412e-07  
9.3057204e+03  1.37855e+01   1.46967e+01   1.60165e+01   1.82256e-05   2.67971e-07   1.00824e-17   4.48201e-04   4.64864e-04   -2.13843e-07  
1.0000000e+04  1.37795e+01   1.47388e+01   1.61454e+01   1.94612e-05   2.82930e-07   1.03157e-17   4.28287e-04   4.45011e-04   -2.13315e-07  
1.0746078e+04  1.37727e+01   1.47777e+01   1.62715e+01   2.07700e-05   2.98153e-07   1.05480e-17   4.10932e-04   4.27740e-04   -2.12831e-07  
1.1547820e+04  1.37649e+01   1.48131e+01   1.63945e+01   2.21554e-05   3.13599e-07   1.07769e-17   3.95773e-04   4.12689e-04   -2.12391e-07  
1.2409378e+04  1.37560e+01   1.48446e+01   1.65139e+01   2.36212e-05   3.29229e-07   1.09992e-17   3.82486e-04   3.99532e-04   -2.11991e-07  
1.3335214e+04  1.37457e+01   1.48720e+01   1.66296e+01   2.51712e-05   3.45014e-07   1.12120e-17   3.70784e-04   3.87984e-04   -2.11628e-07  
1.4330126e+04  1.37339e+01   1.48953e+01   1.67416e+01   2.68094e-05   3.60937e-07   1.14118e-17   3.60416e-04   3.77796e-04   -2.11317e-07  
1.5399265e+04  1.37204e+01   1.49143e+01   1.68499e+01   2.85401e-05   3.76993e-07   1.15952e-17   3.51170e-04   3.68755e-04   -2.11051e-07  
1.6548171e+04  1.37050e+01   1.49289e+01   1.69547e+01   3.03677e-05   3.93201e-07   1.17592e-17   3.42868e-04   3.60685e-04   -2.10807e-07  
1.7782794e+04  1.36874e+01   1.49391e+01   1.70562e+01   3.22969e-05   4.09602e-07   1.19009e-17   3.35361e-04   3.53440e-04   -2.10583e-07  
1.9109530e+04  1.36673e+01   1.49446e+01   1.71543e+01   3.43326e-05   4.26262e-07   1.20184e-17   3.28532e-04   3.46905e-04   -2.10374e-07  
2.0535250e+04  1.36444e+01   1.49454e+01   1.72490e+01   3.64796e-05   4.43271e-07   1.21104e-17   3.22284e-04   3.40985e-04   -2.10177e-07  
2.2067341e+04  1.36185e+01   1.49410e+01   1.73403e+01   3.87430e-05   4.60742e-07   1.21766e-17   3.16541e-04   3.35608e-04   -2.09989e-07  
2.3713737e+04  1.35892e+01   1.49313e+01   1.74279e+01   4.11278e-05   4.78811e-07   1.22173e-17   3.11243e-04   3.30716e-04   -2.09808e-07  
2.5482967e+04  1.35562e+01   1.49158e+01   1.75116e+01   4.36389e-05   4.97626e-07   1.22339e-17   3.06340e-04   3.26265e-04   -2.09631e-07  
2.7384196e+04  1.35191e+01   1.48943e+01   1.75911e+01   4.62810e-05   5.17347e-07   1.22281e-17   3.01793e-04   3.22218e-04   -2.09458e-07  
2.9427272e+04  1.34777e+01   1.48664e+01   1.76659e+01   4.90584e-05   5.38139e-07   1.22022e-17   2.97569e-04   3.18549e-04   -2.09286e-07  
3.1622777e+04  1.34315e+01   1.48317e+01   1.77355e+01   5.19751e-05   5.60165e-07   1.21586e-17   2.93640e-04   3.15234e-04   -2.09115e-07  
3.3982083e+04  1.33803e+01   1.47897e+01   1.77994e+01   5.50344e-05   5.83587e-07   1.20998e-17   2.89984e-04   3.12257e-04   -2.08942e-07  
3.6517413e+04  1.33238e+01   1.47402e+01   1.78569e+01   5.82392e-05   6.08554e-07   1.20283e-17   2.86580e-04   3.09604e-04   -2.08767e-07  
3.9241898e+04  1.32616e+01   1.46828e+01   1.79075e+01   6.15915e-05   6.35204e-07   1.19465e-17   2.83411e-04   3.07265e-04   -2.08589e-07  
4.2169650e+04  1.31935e+01   1.46172e+01   1.79505e+01   6.50924e-05   6.63657e-07   1.18572e-17   2.80462e-04   3.05235e-04   -2.08407e-07  
4.5315836e+04  1.31195e+01   1.45431e+01   1.79851e+01   6.87423e-05   6.94009e-07   1.17627e-17   2.77722e-04   3.03509e-04   -2.08220e-07  
4.8696753e+04  1.30393e+01   1.44604e+01   1.80104e+01   7.25404e-05   7.26331e-07   1.16662e-17   2.75180e-04   3.02088e-04   -2.08026e-07  
5.2329911e+04  1.29531e+01   1.43689e+01   1.80254e+01   7.64849e-05   7.60662e-07   1.15706e-17   2.72828e-04   3.00973e-04   -2.07826e-07  
5.6234133e+04  1.28608e+01   1.42686e+01   1.80290e+01   8.05727e-05   7.97000e-07   1.14797e-17   2.70660e-04   3.00168e-04   -2.07618e-07  
6.0429639e+04  1.27628e+01   1.41598e+01   1.80198e+01   8.47994e-05   8.35303e-07   1.13980e-17   2.68674e-04   2.99680e-04   -2.07403e-07  
6.4938163e+04  1.26593e+01   1.40426e+01   1.79959e+01   8.91590e-05   8.75476e-07   1.13309e-17   2.66868e-04   2.99515e-04   -2.07178e-07  
6.9783058e+04  1.25510e+01   1.39175e+01   1.79547e+01   9.36439e-05   9.17374e-07   1.12850e-17   2.65245e-04   2.99680e-04   -2.06945e-07  
7.4989421e+04  1.24385e+01   1.37851e+01   1.78929e+01   9.82448e-05   9.60790e-07   1.12683e-17   2.63809e-04   3.00181e-04   -2.06701e-07  
8.0584219e+04  1.23225e+01   1.36459e+01   1.78056e+01   1.02950e-04   1.00546e-06   1.12899e-17   2.62569e-04   3.01018e-04   -2.06446e-07  
8.6596432e+04  1.22041e+01   1.35009e+01   1.76861e+01   1.07746e-04   1.05107e-06   1.13606e-17   2.61537e-04   3.02184e-04   -2.06180e-07  
9.3057204e+04  1.20845e+01   1.33513e+01   1.75257e+01   1.12617e-04   1.09724e-06   1.14915e-17   2.60733e-04   3.03660e-04   -2.05900e-07  
1.0000000e+05  1.19649e+01   1.31982e+01   1.73132e+01   1.17544e-04   1.14356e-06   1.16937e-17   2.60176e-04   3.05398e-04   -2.05576e-07  
1.0746078e+05  1.18471e+01   1.30437e+01   1.70350e+01   1.22505e-04   1.18961e-06   1.19769e-17   2.59897e-04   3.07321e-04   -2.05176e-07  
