! p1 - total abundance of grain mantle molecules, [molecules/H]
! p2 - abundance of hydrocarbon molecules in ice mantles, CnHm, n >=2,  [molecules/H]
! p3 - parameter of H2 formation on grains (reaction *H+*H), rate = a*n_H_tot*n_H, a [cm3 s-1]
! p4 - electron concentration, [cm-3]
! p5 - ion concentration (without PAHs and small grains), [cm-3]
! p6 - total electric charge of grains, [cm-3]
!1             2             3             4             5             6             7             8             9             10            
!time(yrs)     T_n           T_i           T_e           p1            p2            p3            p4            p5            p6            
1.1547820e+05  1.17329e+01   1.28895e+01   1.66760e+01   1.27478e-04   1.23494e-06   1.23484e-17   2.59981e-04   3.09354e-04   -2.04756e-07  
1.2409378e+05  1.16244e+01   1.27385e+01   1.62232e+01   1.32435e-04   1.27914e-06   1.28117e-17   2.60528e-04   3.11358e-04   -2.04474e-07  
1.3335214e+05  1.15239e+01   1.25938e+01   1.56705e+01   1.37351e-04   1.32187e-06   1.33653e-17   2.61712e-04   3.13154e-04   -2.04206e-07  
1.4330126e+05  1.14340e+01   1.24597e+01   1.50263e+01   1.42198e-04   1.36288e-06   1.40023e-17   2.63803e-04   3.14498e-04   -2.03965e-07  
1.5399265e+05  1.13573e+01   1.23414e+01   1.43214e+01   1.46947e-04   1.40209e-06   1.47105e-17   2.67205e-04   3.15072e-04   -2.03785e-07  
1.6548171e+05  1.12970e+01   1.22454e+01   1.36143e+01   1.51575e-04   1.43958e-06   1.54723e-17   2.72429e-04   3.14547e-04   -2.03727e-07  
1.7782794e+05  1.12571e+01   1.21787e+01   1.29912e+01   1.56058e-04   1.47562e-06   1.62665e-17   2.79760e-04   3.12946e-04   -2.03971e-07  
1.9109530e+05  1.12419e+01   1.21459e+01   1.25434e+01   1.60380e-04   1.51066e-06   1.70588e-17   2.88394e-04   3.11255e-04   -2.04444e-07  
2.0535250e+05  1.12514e+01   1.21451e+01   1.23031e+01   1.64551e-04   1.54513e-06   1.77014e-17   2.96071e-04   3.10842e-04   -2.04801e-07  
2.2067341e+05  1.12777e+01   1.21662e+01   1.22091e+01   1.68622e-04   1.57928e-06   1.80988e-17   3.01208e-04   3.11660e-04   -2.04932e-07  
2.3713737e+05  1.13103e+01   1.21973e+01   1.21793e+01   1.72605e-04   1.61307e-06   1.84674e-17   3.04451e-04   3.12866e-04   -2.04902e-07  
2.5482967e+05  1.13440e+01   1.22308e+01   1.21714e+01   1.76483e-04   1.64635e-06   1.88375e-17   3.06959e-04   3.14213e-04   -2.04789e-07  
2.7384196e+05  1.13769e+01   1.22633e+01   1.21726e+01   1.80233e-04   1.67896e-06   1.92006e-17   3.09327e-04   3.15789e-04   -2.04621e-07  
2.9427272e+05  1.14086e+01   1.22939e+01   1.21798e+01   1.83835e-04   1.71083e-06   1.95498e-17   3.11813e-04   3.17693e-04   -2.04405e-07  
3.1622777e+05  1.14396e+01   1.23226e+01   1.21920e+01   1.87268e-04   1.74196e-06   1.98814e-17   3.14601e-04   3.20038e-04   -2.04140e-07  
3.3982083e+05  1.14703e+01   1.23494e+01   1.22086e+01   1.90511e-04   1.77244e-06   2.01939e-17   3.17895e-04   3.22981e-04   -2.03824e-07  
3.6517413e+05  1.15016e+01   1.23746e+01   1.22293e+01   1.93548e-04   1.80243e-06   2.04880e-17   3.21937e-04   3.26734e-04   -2.03460e-07  
3.9241898e+05  1.15339e+01   1.23986e+01   1.22535e+01   1.96362e-04   1.83214e-06   2.07649e-17   3.27010e-04   3.31551e-04   -2.03050e-07  
4.2169650e+05  1.15680e+01   1.24217e+01   1.22807e+01   1.98939e-04   1.86181e-06   2.10262e-17   3.33409e-04   3.37700e-04   -2.02602e-07  
4.5315836e+05  1.16045e+01   1.24447e+01   1.23107e+01   2.01267e-04   1.89173e-06   2.12732e-17   3.41398e-04   3.45420e-04   -2.02123e-07  
4.8696753e+05  1.16438e+01   1.24683e+01   1.23434e+01   2.03338e-04   1.92215e-06   2.15058e-17   3.51143e-04   3.54860e-04   -2.01625e-07  
5.2329911e+05  1.16863e+01   1.24938e+01   1.23792e+01   2.05149e-04   1.95334e-06   2.17225e-17   3.62667e-04   3.66032e-04   -2.01115e-07  
5.6234133e+05  1.17329e+01   1.25230e+01   1.24192e+01   2.06700e-04   1.98552e-06   2.19215e-17   3.75825e-04   3.78794e-04   -2.00601e-07  
6.0429639e+05  1.17845e+01   1.25576e+01   1.24644e+01   2.08000e-04   2.01891e-06   2.21014e-17   3.90329e-04   3.92868e-04   -2.00092e-07  
6.4938163e+05  1.18424e+01   1.25995e+01   1.25165e+01   2.09061e-04   2.05366e-06   2.22621e-17   4.05778e-04   4.07875e-04   -1.99600e-07  
6.9783058e+05  1.19086e+01   1.26512e+01   1.25775e+01   2.09903e-04   2.08992e-06   2.24057e-17   4.21684e-04   4.23351e-04   -1.99142e-07  
7.4989421e+05  1.19846e+01   1.27142e+01   1.26487e+01   2.10546e-04   2.12778e-06   2.25351e-17   4.37478e-04   4.38754e-04   -1.98736e-07  
8.0584219e+05  1.20715e+01   1.27897e+01   1.27312e+01   2.11015e-04   2.16726e-06   2.26541e-17   4.52563e-04   4.53504e-04   -1.98397e-07  
8.6596432e+05  1.21702e+01   1.28787e+01   1.28259e+01   2.11335e-04   2.20838e-06   2.27668e-17   4.66387e-04   4.67064e-04   -1.98138e-07  
9.3057204e+05  1.22812e+01   1.29815e+01   1.29332e+01   2.11530e-04   2.25109e-06   2.28773e-17   4.78537e-04   4.79024e-04   -1.97963e-07  
1.0000000e+06  1.24050e+01   1.30985e+01   1.30535e+01   2.11623e-04   2.29536e-06   2.29886e-17   4.88819e-04   4.89182e-04   -1.97875e-07  
1.0746078e+06  1.25410e+01   1.32289e+01   1.31862e+01   2.11634e-04   2.34118e-06   2.31022e-17   4.97274e-04   4.97567e-04   -1.97869e-07  
1.1547820e+06  1.26862e+01   1.33694e+01   1.33282e+01   2.11582e-04   2.38857e-06   2.32172e-17   5.03968e-04   5.04227e-04   -1.97847e-07  
1.2409378e+06  1.28338e+01   1.35128e+01   1.34726e+01   2.11480e-04   2.43758e-06   2.33300e-17   5.09299e-04   5.09542e-04   -1.97882e-07  
1.3335214e+06  1.29733e+01   1.36487e+01   1.36090e+01   2.11338e-04   2.48827e-06   2.34340e-17   5.13551e-04   5.13787e-04   -1.97946e-07  
1.4330126e+06  1.30933e+01   1.37656e+01   1.37263e+01   2.11163e-04   2.54064e-06   2.35223e-17   5.16899e-04   5.17133e-04   -1.98017e-07  
1.5399265e+06  1.31870e+01   1.38567e+01   1.38176e+01   2.10962e-04   2.59467e-06   2.35911e-17   5.19462e-04   5.19696e-04   -1.98080e-07  
1.6548171e+06  1.32542e+01   1.39219e+01   1.38829e+01   2.10736e-04   2.65028e-06   2.36410e-17   5.21360e-04   5.21593e-04   -1.98128e-07  
1.7782794e+06  1.33002e+01   1.39664e+01   1.39275e+01   2.10486e-04   2.70737e-06   2.36760e-17   5.22743e-04   5.22976e-04   -1.98161e-07  
1.9109530e+06  1.33320e+01   1.39971e+01   1.39583e+01   2.10214e-04   2.76577e-06   2.37012e-17   5.23771e-04   5.24004e-04   -1.98184e-07  
2.0535250e+06  1.33558e+01   1.40200e+01   1.39813e+01   2.09918e-04   2.82530e-06   2.37208e-17   5.24586e-04   5.24819e-04   -1.98199e-07  
2.2067341e+06  1.33761e+01   1.40395e+01   1.40009e+01   2.09598e-04   2.88575e-06   2.37380e-17   5.25298e-04   5.25531e-04   -1.98212e-07  
2.3713737e+06  1.33956e+01   1.40583e+01   1.40198e+01   2.09252e-04   2.94688e-06   2.37546e-17   5.25979e-04   5.26212e-04   -1.98224e-07  
2.5482967e+06  1.34158e+01   1.40778e+01   1.40394e+01   2.08880e-04   3.00841e-06   2.37717e-17   5.26674e-04   5.26907e-04   -1.98237e-07  
2.7384196e+06  1.34379e+01   1.40991e+01   1.40608e+01   2.08479e-04   3.07004e-06   2.37897e-17   5.27411e-04   5.27644e-04   -1.98251e-07  
2.9427272e+06  1.34658e+01   1.41261e+01   1.40879e+01   2.08327e-04   3.13144e-06   2.36110e-17   5.28225e-04   5.28458e-04   -1.98268e-07  
3.1622777e+06  1.35040e+01   1.41630e+01   1.41248e+01   2.08721e-04   3.19226e-06   2.36383e-17   5.29396e-04   5.29628e-04   -1.98297e-07  
3.3982083e+06  1.35200e+01   1.41781e+01   1.41400e+01   2.09137e-04   3.25215e-06   2.36519e-17   5.30216e-04   5.30449e-04   -1.98309e-07  
3.6517413e+06  1.35252e+01   1.41826e+01   1.41447e+01   2.09577e-04   3.31073e-06   2.36582e-17   5.30840e-04   5.31072e-04   -1.98310e-07  
3.9241898e+06  1.35274e+01   1.41842e+01   1.41463e+01   2.10047e-04   3.36763e-06   2.36611e-17   5.31414e-04   5.31646e-04   -1.98309e-07  
4.2169650e+06  1.35291e+01   1.41852e+01   1.41475e+01   2.10559e-04   3.42247e-06   2.36576e-17   5.31987e-04   5.32219e-04   -1.98308e-07  
4.5315836e+06  1.35317e+01   1.41873e+01   1.41497e+01   2.11219e-04   3.47488e-06   2.35365e-17   5.32448e-04   5.32681e-04   -1.98307e-07  
4.8696753e+06  1.27255e+01   1.33298e+01   1.33002e+01   2.13265e-04   3.52809e-06   2.23982e-17   5.71416e-04   5.71678e-04   -1.97944e-07  
5.2329911e+06  1.25548e+01   1.31504e+01   1.31217e+01   2.15119e-04   3.60134e-06   2.22660e-17   5.77227e-04   5.77710e-04   -1.97892e-07  
5.6234133e+06  1.25321e+01   1.31278e+01   1.30992e+01   2.17086e-04   3.68632e-06   2.22481e-17   5.76265e-04   5.76862e-04   -1.97860e-07  
6.0429639e+06  1.25273e+01   1.31233e+01   1.30949e+01   2.19191e-04   3.77407e-06   2.22473e-17   5.75683e-04   5.76309e-04   -1.97830e-07  
6.4938163e+06  1.25260e+01   1.31223e+01   1.30940e+01   2.21441e-04   3.86284e-06   2.22502e-17   5.75371e-04   5.76008e-04   -1.97800e-07  
6.9783058e+06  1.25255e+01   1.31220e+01   1.30939e+01   2.23841e-04   3.95256e-06   2.22538e-17   5.75153e-04   5.75797e-04   -1.97771e-07  
7.4989421e+06  1.25254e+01   1.31221e+01   1.30942e+01   2.26400e-04   4.04357e-06   2.22574e-17   5.74977e-04   5.75629e-04   -1.97742e-07  
8.0584219e+06  1.25256e+01   1.31224e+01   1.30947e+01   2.29126e-04   4.13637e-06   2.22608e-17   5.74838e-04   5.75497e-04   -1.97714e-07  
8.6596432e+06  1.25260e+01   1.31229e+01   1.30954e+01   2.32031e-04   4.23159e-06   2.22640e-17   5.74737e-04   5.75404e-04   -1.97688e-07  
9.3057204e+06  1.25267e+01   1.31237e+01   1.30963e+01   2.35121e-04   4.32997e-06   2.22670e-17   5.74681e-04   5.75357e-04   -1.97662e-07  
1.0000000e+07  1.25278e+01   1.31248e+01   1.30976e+01   2.38407e-04   4.43236e-06   2.22699e-17   5.74675e-04   5.75360e-04   -1.97639e-07  
1.0746078e+07  1.25292e+01   1.31263e+01   1.30992e+01   2.41898e-04   4.53969e-06   2.22726e-17   5.74725e-04   5.75420e-04   -1.97617e-07  
1.1547820e+07  1.25311e+01   1.31282e+01   1.31012e+01   2.45602e-04   4.65299e-06   2.22752e-17   5.74838e-04   5.75543e-04   -1.97596e-07  
1.2409378e+07  1.25335e+01   1.31305e+01   1.31037e+01   2.49526e-04   4.77334e-06   2.22777e-17   5.75020e-04   5.75734e-04   -1.97577e-07  
1.3335214e+07  1.25364e+01   1.31333e+01   1.31066e+01   2.53679e-04   4.90189e-06   2.22802e-17   5.75277e-04   5.76001e-04   -1.97561e-07  
1.4330126e+07  1.25400e+01   1.31367e+01   1.31102e+01   2.58065e-04   5.03981e-06   2.22827e-17   5.75616e-04   5.76349e-04   -1.97545e-07  
1.5399265e+07  1.25443e+01   1.31407e+01   1.31144e+01   2.62690e-04   5.18830e-06   2.22853e-17   5.76042e-04   5.76784e-04   -1.97532e-07  
1.6548171e+07  1.25495e+01   1.31456e+01   1.31194e+01   2.67556e-04   5.34857e-06   2.22882e-17   5.76565e-04   5.77313e-04   -1.97520e-07  
1.7782794e+07  1.25555e+01   1.31513e+01   1.31252e+01   2.72664e-04   5.52180e-06   2.22914e-17   5.77187e-04   5.77942e-04   -1.97510e-07  
1.9109530e+07  1.25625e+01   1.31579e+01   1.31319e+01   2.78012e-04   5.70915e-06   2.22949e-17   5.77916e-04   5.78675e-04   -1.97500e-07  
2.0535250e+07  1.25705e+01   1.31654e+01   1.31396e+01   2.83595e-04   5.91171e-06   2.22988e-17   5.78757e-04   5.79520e-04   -1.97492e-07  
2.2067341e+07  1.25798e+01   1.31742e+01   1.31485e+01   2.89406e-04   6.13054e-06   2.23034e-17   5.79720e-04   5.80483e-04   -1.97484e-07  
2.3713737e+07  1.25905e+01   1.31842e+01   1.31587e+01   2.95433e-04   6.36657e-06   2.23088e-17   5.80809e-04   5.81570e-04   -1.97476e-07  
2.5482967e+07  1.26027e+01   1.31958e+01   1.31705e+01   3.01661e-04   6.62064e-06   2.23151e-17   5.82033e-04   5.82788e-04   -1.97469e-07  
2.7384196e+07  1.26165e+01   1.32089e+01   1.31837e+01   3.08069e-04   6.89345e-06   2.23224e-17   5.83394e-04   5.84141e-04   -1.97463e-07  
2.9427272e+07  1.26321e+01   1.32237e+01   1.31987e+01   3.14635e-04   7.18550e-06   2.23308e-17   5.84899e-04   5.85634e-04   -1.97456e-07  
3.1622777e+07  1.26500e+01   1.32406e+01   1.32159e+01   3.21328e-04   7.49714e-06   2.23408e-17   5.86555e-04   5.87274e-04   -1.97450e-07  
3.3982083e+07  1.26697e+01   1.32594e+01   1.32348e+01   3.28115e-04   7.82846e-06   2.23519e-17   5.88334e-04   5.89035e-04   -1.97434e-07  
3.6517413e+07  1.26920e+01   1.32806e+01   1.32563e+01   3.34960e-04   8.17932e-06   2.23648e-17   5.90237e-04   5.90917e-04   -1.97409e-07  
3.9241898e+07  1.27165e+01   1.33039e+01   1.32798e+01   3.41821e-04   8.54931e-06   2.23791e-17   5.92270e-04   5.92926e-04   -1.97391e-07  
4.2169650e+07  1.27438e+01   1.33300e+01   1.33062e+01   3.48652e-04   8.93782e-06   2.23953e-17   5.94433e-04   5.95064e-04   -1.97372e-07  
4.5315836e+07  1.27734e+01   1.33583e+01   1.33348e+01   3.55409e-04   9.34397e-06   2.24129e-17   5.96704e-04   5.97308e-04   -1.97353e-07  
4.8696753e+07  1.28060e+01   1.33895e+01   1.33663e+01   3.62042e-04   9.76672e-06   2.24325e-17   5.99076e-04   5.99653e-04   -1.97335e-07  
5.2329911e+07  1.28411e+01   1.34233e+01   1.34003e+01   3.68505e-04   1.02049e-05   2.24537e-17   6.01522e-04   6.02071e-04   -1.97318e-07  
5.6234133e+07  1.28785e+01   1.34592e+01   1.34365e+01   3.74752e-04   1.06573e-05   2.24761e-17   6.04013e-04   6.04535e-04   -1.97301e-07  
6.0429639e+07  1.29181e+01   1.34974e+01   1.34748e+01   3.80741e-04   1.11226e-05   2.24998e-17   6.06524e-04   6.07021e-04   -1.97286e-07  
6.4938163e+07  1.29594e+01   1.35372e+01   1.35149e+01   3.86435e-04   1.15997e-05   2.25243e-17   6.09022e-04   6.09495e-04   -1.97274e-07  
6.9783058e+07  1.30019e+01   1.35782e+01   1.35561e+01   3.91803e-04   1.20878e-05   2.25493e-17   6.11473e-04   6.11925e-04   -1.97263e-07  
7.4989421e+07  1.30448e+01   1.36196e+01   1.35977e+01   3.96820e-04   1.25863e-05   2.25742e-17   6.13845e-04   6.14278e-04   -1.97254e-07  
8.0584219e+07  1.30873e+01   1.36608e+01   1.36390e+01   4.01472e-04   1.30946e-05   2.25985e-17   6.16107e-04   6.16522e-04   -1.97248e-07  
8.6596432e+07  1.31287e+01   1.37008e+01   1.36792e+01   4.05752e-04   1.36130e-05   2.26218e-17   6.18229e-04   6.18630e-04   -1.97244e-07  
9.3057204e+07  1.31681e+01   1.37390e+01   1.37176e+01   4.09660e-04   1.41416e-05   2.26434e-17   6.20193e-04   6.20580e-04   -1.97241e-07  
1.0000000e+08  1.32049e+01   1.37746e+01   1.37533e+01   4.13207e-04   1.46812e-05   2.26631e-17   6.21982e-04   6.22359e-04   -1.97240e-07  
