! p1 - total abundance of grain mantle molecules, [molecules/H]
! p2 - abundance of hydrocarbon molecules in ice mantles, CnHm, n >=2,  [molecules/H]
! p3 - parameter of H2 formation on grains (reaction *H+*H), rate = a*n_H_tot*n_H, a [cm3 s-1]
! p4 - electron concentration, [cm-3]
! p5 - ion concentration (without PAHs and small grains), [cm-3]
! p6 - total electric charge of grains, [cm-3]
!1             2             3             4             5             6             7             8             9             10            
!time(yrs)     T_n           T_i           T_e           p1            p2            p3            p4            p5            p6            
2.5482967e+06  1.28474e+01   1.38607e+01   1.37992e+01   3.20656e-04   2.11666e-06   1.02331e-22   8.63087e-04   8.81741e-04   -2.56287e-08  
2.7384196e+06  1.28487e+01   1.38640e+01   1.38023e+01   3.22769e-04   2.20931e-06   1.07475e-22   8.60760e-04   8.79944e-04   -2.56183e-08  
2.9427272e+06  1.28484e+01   1.38658e+01   1.38039e+01   3.25042e-04   2.31165e-06   1.12997e-22   8.57976e-04   8.77690e-04   -2.56075e-08  
3.1622777e+06  1.28469e+01   1.38668e+01   1.38046e+01   3.27474e-04   2.42430e-06   1.18971e-22   8.54857e-04   8.75109e-04   -2.55963e-08  
3.3982083e+06  1.28446e+01   1.38672e+01   1.38046e+01   3.30063e-04   2.54800e-06   1.25486e-22   8.51488e-04   8.72290e-04   -2.55847e-08  
3.6517413e+06  1.28418e+01   1.38671e+01   1.38041e+01   3.32805e-04   2.68355e-06   1.32641e-22   8.47926e-04   8.69294e-04   -2.55727e-08  
3.9241898e+06  1.28385e+01   1.38667e+01   1.38032e+01   3.35697e-04   2.83186e-06   1.40550e-22   8.44210e-04   8.66159e-04   -2.55603e-08  
4.2169650e+06  1.28348e+01   1.38660e+01   1.38021e+01   3.38736e-04   2.99389e-06   1.49343e-22   8.40365e-04   8.62910e-04   -2.55476e-08  
4.5315836e+06  1.28308e+01   1.38651e+01   1.38007e+01   3.41916e-04   3.17066e-06   1.59167e-22   8.36411e-04   8.59564e-04   -2.55345e-08  
4.8696753e+06  1.28265e+01   1.38640e+01   1.37990e+01   3.45233e-04   3.36323e-06   1.70199e-22   8.32361e-04   8.56134e-04   -2.55211e-08  
5.2329911e+06  1.28218e+01   1.38626e+01   1.37970e+01   3.48680e-04   3.57267e-06   1.82643e-22   8.28231e-04   8.52632e-04   -2.55075e-08  
5.6234133e+06  1.28169e+01   1.38610e+01   1.37949e+01   3.52251e-04   3.80007e-06   1.96744e-22   8.24034e-04   8.49069e-04   -2.54935e-08  
6.0429639e+06  1.28116e+01   1.38592e+01   1.37924e+01   3.55936e-04   4.04652e-06   2.12803e-22   8.19783e-04   8.45457e-04   -2.54794e-08  
6.4938163e+06  1.28061e+01   1.38572e+01   1.37898e+01   3.59724e-04   4.31307e-06   2.31186e-22   8.15495e-04   8.41808e-04   -2.54651e-08  
6.9783058e+06  1.28003e+01   1.38550e+01   1.37869e+01   3.63602e-04   4.60072e-06   2.52353e-22   8.11186e-04   8.38136e-04   -2.54507e-08  
7.4989421e+06  1.27942e+01   1.38525e+01   1.37837e+01   3.67556e-04   4.91039e-06   2.76884e-22   8.06871e-04   8.34456e-04   -2.54363e-08  
8.0584219e+06  1.27879e+01   1.38498e+01   1.37804e+01   3.71566e-04   5.24289e-06   3.05527e-22   8.02570e-04   8.30781e-04   -2.54219e-08  
8.6596432e+06  1.27814e+01   1.38470e+01   1.37768e+01   3.75614e-04   5.59891e-06   3.39257e-22   7.98299e-04   8.27129e-04   -2.54077e-08  
9.3057204e+06  1.27747e+01   1.38440e+01   1.37731e+01   3.79676e-04   5.97896e-06   3.79365e-22   7.94079e-04   8.23515e-04   -2.53935e-08  
1.0000000e+07  1.27679e+01   1.38409e+01   1.37692e+01   3.83727e-04   6.38335e-06   4.27596e-22   7.89927e-04   8.19955e-04   -2.53797e-08  
1.0746078e+07  1.27610e+01   1.38376e+01   1.37652e+01   3.87739e-04   6.81213e-06   4.86350e-22   7.85861e-04   8.16466e-04   -2.53661e-08  
1.1547820e+07  1.27540e+01   1.38341e+01   1.37610e+01   3.91685e-04   7.26511e-06   5.58996e-22   7.81902e-04   8.13064e-04   -2.53529e-08  
1.2409378e+07  1.27470e+01   1.38306e+01   1.37568e+01   3.95531e-04   7.74175e-06   6.50380e-22   7.78066e-04   8.09765e-04   -2.53401e-08  
1.3335214e+07  1.27399e+01   1.38270e+01   1.37524e+01   3.99247e-04   8.24116e-06   7.67670e-22   7.74374e-04   8.06585e-04   -2.53278e-08  
1.4330126e+07  1.27330e+01   1.38234e+01   1.37481e+01   4.02797e-04   8.76202e-06   9.21779e-22   7.70843e-04   8.03539e-04   -2.53160e-08  
1.5399265e+07  1.27261e+01   1.38197e+01   1.37437e+01   4.06148e-04   9.30260e-06   1.12996e-21   7.67494e-04   8.00645e-04   -2.53049e-08  
1.6548171e+07  1.27194e+01   1.38161e+01   1.37394e+01   4.09264e-04   9.86062e-06   1.42070e-21   7.64349e-04   7.97918e-04   -2.52945e-08  
1.7782794e+07  1.27129e+01   1.38125e+01   1.37351e+01   4.12112e-04   1.04333e-05   1.84356e-21   7.61429e-04   7.95376e-04   -2.52849e-08  
1.9109530e+07  1.27067e+01   1.38091e+01   1.37311e+01   4.14658e-04   1.10171e-05   2.49065e-21   7.58761e-04   7.93038e-04   -2.52762e-08  
2.0535250e+07  1.27009e+01   1.38058e+01   1.37273e+01   4.16869e-04   1.16079e-05   3.54819e-21   7.56372e-04   7.90923e-04   -2.52685e-08  
2.2067341e+07  1.26956e+01   1.38028e+01   1.37238e+01   4.18716e-04   1.22011e-05   5.43708e-21   7.54294e-04   7.89055e-04   -2.52618e-08  
2.3713737e+07  1.26908e+01   1.38002e+01   1.37208e+01   4.20172e-04   1.27909e-05   9.26912e-21   7.52564e-04   7.87462e-04   -2.52564e-08  
2.5482967e+07  1.26868e+01   1.37981e+01   1.37182e+01   4.21219e-04   1.33711e-05   1.87493e-20   7.51240e-04   7.86190e-04   -2.52524e-08  
2.7384196e+07  1.26839e+01   1.37966e+01   1.37166e+01   4.21841e-04   1.39344e-05   5.18774e-20   7.50492e-04   7.85379e-04   -2.52501e-08  
2.9427272e+07  1.26843e+01   1.37975e+01   1.37178e+01   4.22028e-04   1.44710e-05   2.53329e-19   7.51485e-04   7.86006e-04   -2.52518e-08  
3.1622777e+07  1.26951e+01   1.38063e+01   1.37282e+01   4.21665e-04   1.49545e-05   7.92973e-19   7.57391e-04   7.90619e-04   -2.52649e-08  
3.3982083e+07  1.27024e+01   1.38123e+01   1.37353e+01   4.20701e-04   1.53587e-05   1.04284e-18   7.61735e-04   7.93909e-04   -2.52763e-08  
3.6517413e+07  1.27060e+01   1.38150e+01   1.37387e+01   4.19506e-04   1.56954e-05   1.17201e-18   7.64465e-04   7.95924e-04   -2.52842e-08  
3.9241898e+07  1.27090e+01   1.38171e+01   1.37414e+01   4.18244e-04   1.59734e-05   1.27514e-18   7.66910e-04   7.97735e-04   -2.52916e-08  
4.2169650e+07  1.27120e+01   1.38192e+01   1.37440e+01   4.16973e-04   1.61967e-05   1.36909e-18   7.69323e-04   7.99542e-04   -2.52988e-08  
4.5315836e+07  1.27151e+01   1.38212e+01   1.37466e+01   4.15725e-04   1.63687e-05   1.45726e-18   7.71729e-04   8.01364e-04   -2.53061e-08  
4.8696753e+07  1.27183e+01   1.38232e+01   1.37492e+01   4.14521e-04   1.64938e-05   1.54063e-18   7.74117e-04   8.03189e-04   -2.53132e-08  
5.2329911e+07  1.27215e+01   1.38253e+01   1.37517e+01   4.13377e-04   1.65770e-05   1.61944e-18   7.76463e-04   8.04997e-04   -2.53202e-08  
5.6234133e+07  1.27247e+01   1.38273e+01   1.37542e+01   4.12305e-04   1.66239e-05   1.69362e-18   7.78743e-04   8.06765e-04   -2.53269e-08  
6.0429639e+07  1.27278e+01   1.38292e+01   1.37567e+01   4.11312e-04   1.66404e-05   1.76285e-18   7.80930e-04   8.08471e-04   -2.53333e-08  
6.4938163e+07  1.27308e+01   1.38310e+01   1.37589e+01   4.10405e-04   1.66326e-05   1.82684e-18   7.82999e-04   8.10091e-04   -2.53393e-08  
6.9783058e+07  1.27336e+01   1.38327e+01   1.37611e+01   4.09586e-04   1.66066e-05   1.88529e-18   7.84928e-04   8.11608e-04   -2.53449e-08  
7.4989421e+07  1.27361e+01   1.38343e+01   1.37630e+01   4.08857e-04   1.65677e-05   1.93803e-18   7.86701e-04   8.13004e-04   -2.53500e-08  
8.0584219e+07  1.27384e+01   1.38357e+01   1.37648e+01   4.08214e-04   1.65212e-05   1.98497e-18   7.88303e-04   8.14270e-04   -2.53546e-08  
8.6596432e+07  1.27405e+01   1.38370e+01   1.37664e+01   4.07657e-04   1.64713e-05   2.02618e-18   7.89728e-04   8.15397e-04   -2.53587e-08  
9.3057204e+07  1.27423e+01   1.38380e+01   1.37677e+01   4.07181e-04   1.64216e-05   2.06179e-18   7.90975e-04   8.16384e-04   -2.53623e-08  
1.0000000e+08  1.27438e+01   1.38390e+01   1.37689e+01   4.06779e-04   1.63746e-05   2.09210e-18   7.92046e-04   8.17233e-04   -2.53653e-08  
