! p1 - total abundance of grain mantle molecules, [molecules/H]
! p2 - abundance of hydrocarbon molecules in ice mantles, CnHm, n >=2,  [molecules/H]
! p3 - parameter of H2 formation on grains (reaction *H+*H), rate = a*n_H_tot*n_H, a [cm3 s-1]
! p4 - electron concentration, [cm-3]
! p5 - ion concentration (without PAHs and small grains), [cm-3]
! p6 - total electric charge of grains, [cm-3]
!1             2             3             4             5             6             7             8             9             10            11            
!time(yrs)     T_n           T_i           T_e           oph2          p1            p2            p3            p4            p5            p6            
2.9427272e+05  3.85405e+01   4.18947e+01   4.15321e+01   9.99996e-02   3.13743e-04   5.87874e-06   2.94544e-17   5.89658e-03   6.15501e-03   -1.52255e-07  
3.1622777e+05  3.87954e+01   4.20891e+01   4.17442e+01   9.99997e-02   3.21671e-04   6.53893e-06   2.95966e-17   5.98920e-03   6.25017e-03   -1.53226e-07  
3.3982083e+05  3.91300e+01   4.23525e+01   4.20287e+01   9.99997e-02   3.29899e-04   7.26679e-06   2.96827e-17   6.12226e-03   6.38219e-03   -1.54689e-07  
3.6517413e+05  3.95184e+01   4.26633e+01   4.23616e+01   9.99997e-02   3.37843e-04   8.06155e-06   2.97440e-17   6.28621e-03   6.54291e-03   -1.56551e-07  
3.9241898e+05  3.99466e+01   4.30115e+01   4.27318e+01   9.99998e-02   3.45358e-04   8.92325e-06   2.98028e-17   6.47523e-03   6.72703e-03   -1.58624e-07  
4.2169650e+05  4.04166e+01   4.34006e+01   4.31424e+01   9.99999e-02   3.52404e-04   9.85192e-06   2.98605e-17   6.68916e-03   6.93445e-03   -1.60879e-07  
4.5315836e+05  4.09349e+01   4.38379e+01   4.36002e+01   1.00000e-01   3.58951e-04   1.08464e-05   2.99169e-17   6.93028e-03   7.16749e-03   -1.63312e-07  
4.8696753e+05  4.15060e+01   4.43283e+01   4.41100e+01   1.00000e-01   3.64985e-04   1.19039e-05   2.99715e-17   7.20171e-03   7.42936e-03   -1.65925e-07  
5.2329911e+05  4.21359e+01   4.48780e+01   4.46778e+01   1.00000e-01   3.70495e-04   1.30192e-05   3.00236e-17   7.50742e-03   7.72416e-03   -1.68721e-07  
5.6234133e+05  4.28281e+01   4.54907e+01   4.53072e+01   1.00001e-01   3.75484e-04   1.41845e-05   3.00725e-17   7.85228e-03   8.05687e-03   -1.71702e-07  
6.0429639e+05  4.35828e+01   4.61664e+01   4.59980e+01   1.00001e-01   3.79962e-04   1.53882e-05   3.01170e-17   8.24227e-03   8.43366e-03   -1.74866e-07  
6.4938163e+05  4.43916e+01   4.68963e+01   4.67417e+01   1.00002e-01   3.83951e-04   1.66150e-05   3.01558e-17   8.68464e-03   8.86196e-03   -1.78203e-07  
6.9783058e+05  4.52429e+01   4.76680e+01   4.75259e+01   1.00002e-01   3.87481e-04   1.78452e-05   3.01878e-17   9.18838e-03   9.35102e-03   -1.81698e-07  
7.4989421e+05  4.61104e+01   4.84538e+01   4.83231e+01   1.00003e-01   3.90592e-04   1.90546e-05   3.02120e-17   9.76416e-03   9.91172e-03   -1.85315e-07  
8.0584219e+05  4.69635e+01   4.92212e+01   4.91013e+01   1.00004e-01   3.93334e-04   2.02158e-05   3.02283e-17   1.04250e-02   1.05573e-02   -1.89006e-07  
8.6596432e+05  4.77592e+01   4.99255e+01   4.98162e+01   1.00005e-01   3.95766e-04   2.12995e-05   3.02368e-17   1.11864e-02   1.13036e-02   -1.92698e-07  
9.3057204e+05  4.84560e+01   5.05234e+01   5.04248e+01   1.00006e-01   3.97952e-04   2.22766e-05   3.02388e-17   1.20680e-02   1.21703e-02   -1.96313e-07  
1.0000000e+06  4.90261e+01   5.09863e+01   5.08987e+01   1.00008e-01   3.99962e-04   2.31208e-05   3.02357e-17   1.30956e-02   1.31834e-02   -1.99783e-07  
1.0746078e+06  4.94613e+01   5.13049e+01   5.12286e+01   1.00010e-01   4.01863e-04   2.38103e-05   3.02290e-17   1.43066e-02   1.43805e-02   -2.03063e-07  
1.1547820e+06  4.97740e+01   5.14911e+01   5.14261e+01   1.00012e-01   4.03718e-04   2.43286e-05   3.02197e-17   1.57578e-02   1.58183e-02   -2.06144e-07  
1.2409378e+06  4.99870e+01   5.15672e+01   5.15134e+01   1.00014e-01   4.05582e-04   2.46639e-05   3.02085e-17   1.75360e-02   1.75837e-02   -2.09037e-07  
1.3335214e+06  5.01404e+01   5.15750e+01   5.15319e+01   1.00017e-01   4.07493e-04   2.48092e-05   3.01954e-17   1.97426e-02   1.97782e-02   -2.11742e-07  
1.4330126e+06  5.02640e+01   5.15585e+01   5.15244e+01   1.00020e-01   4.09449e-04   2.47676e-05   3.01813e-17   2.22863e-02   2.23115e-02   -2.14077e-07  
1.5399265e+06  5.04007e+01   5.15967e+01   5.15682e+01   1.00023e-01   4.11362e-04   2.45694e-05   3.01670e-17   2.44049e-02   2.44236e-02   -2.15648e-07  
1.6548171e+06  5.05185e+01   5.16749e+01   5.16485e+01   1.00026e-01   4.13099e-04   2.42754e-05   3.01536e-17   2.53568e-02   2.53731e-02   -2.16327e-07  
1.7782794e+06  5.05720e+01   5.17281e+01   5.17017e+01   1.00030e-01   4.14605e-04   2.39429e-05   3.01418e-17   2.53701e-02   2.53867e-02   -2.16395e-07  
1.9109530e+06  5.05772e+01   5.17568e+01   5.17293e+01   1.00034e-01   4.15880e-04   2.36117e-05   3.01321e-17   2.48073e-02   2.48257e-02   -2.16081e-07  
2.0535250e+06  5.05635e+01   5.17859e+01   5.17561e+01   1.00038e-01   4.16918e-04   2.33159e-05   3.01245e-17   2.38340e-02   2.38555e-02   -2.15465e-07  
2.2067341e+06  5.05530e+01   5.18363e+01   5.18032e+01   1.00043e-01   4.17686e-04   2.30936e-05   3.01192e-17   2.25502e-02   2.25761e-02   -2.14562e-07  
2.3713737e+06  5.05506e+01   5.19063e+01   5.18689e+01   1.00048e-01   4.18141e-04   2.29882e-05   3.01165e-17   2.11633e-02   2.11946e-02   -2.13447e-07  
2.5482967e+06  5.05463e+01   5.19673e+01   5.19257e+01   1.00053e-01   4.18292e-04   2.30287e-05   3.01160e-17   2.00248e-02   2.00612e-02   -2.12388e-07  
2.7384196e+06  5.05325e+01   5.19928e+01   5.19487e+01   1.00059e-01   4.18250e-04   2.31996e-05   3.01169e-17   1.93834e-02   1.94228e-02   -2.11707e-07  
2.9427272e+06  5.05109e+01   5.19804e+01   5.19359e+01   1.00065e-01   4.18176e-04   2.34400e-05   3.01181e-17   1.92404e-02   1.92803e-02   -2.11516e-07  
3.1622777e+06  5.04923e+01   5.19485e+01   5.19051e+01   1.00071e-01   4.18190e-04   2.36758e-05   3.01184e-17   1.94536e-02   1.94923e-02   -2.11706e-07  
3.3982083e+06  5.04826e+01   5.19161e+01   5.18744e+01   1.00078e-01   4.18332e-04   2.38536e-05   3.01176e-17   1.98256e-02   1.98623e-02   -2.12059e-07  
3.6517413e+06  5.04816e+01   5.18961e+01   5.18558e+01   1.00085e-01   4.18565e-04   2.39591e-05   3.01159e-17   2.01455e-02   2.01807e-02   -2.12357e-07  
3.9241898e+06  5.04861e+01   5.18936e+01   5.18539e+01   1.00093e-01   4.18811e-04   2.40160e-05   3.01138e-17   2.02664e-02   2.03010e-02   -2.12465e-07  
4.2169650e+06  5.04916e+01   5.19037e+01   5.18638e+01   1.00102e-01   4.18997e-04   2.40670e-05   3.01121e-17   2.01892e-02   2.02242e-02   -2.12388e-07  
4.5315836e+06  5.04943e+01   5.19155e+01   5.18750e+01   1.00111e-01   4.19100e-04   2.41446e-05   3.01110e-17   2.00382e-02   2.00738e-02   -2.12238e-07  
4.8696753e+06  5.04938e+01   5.19212e+01   5.18804e+01   1.00121e-01   4.19153e-04   2.42524e-05   3.01102e-17   1.99355e-02   1.99716e-02   -2.12129e-07  
5.2329911e+06  5.04923e+01   5.19212e+01   5.18804e+01   1.00132e-01   4.19203e-04   2.43726e-05   3.01094e-17   1.99101e-02   1.99462e-02   -2.12095e-07  
5.6234133e+06  5.04920e+01   5.19206e+01   5.18799e+01   1.00143e-01   4.19271e-04   2.44880e-05   3.01084e-17   1.99151e-02   1.99512e-02   -2.12093e-07  
6.0429639e+06  5.04926e+01   5.19220e+01   5.18813e+01   1.00156e-01   4.19347e-04   2.45968e-05   3.01072e-17   1.99025e-02   1.99386e-02   -2.12075e-07  
6.4938163e+06  5.04933e+01   5.19248e+01   5.18840e+01   1.00169e-01   4.19419e-04   2.47060e-05   3.01061e-17   1.98683e-02   1.99045e-02   -2.12038e-07  
6.9783058e+06  5.04937e+01   5.19274e+01   5.18865e+01   1.00183e-01   4.19486e-04   2.48195e-05   3.01049e-17   1.98324e-02   1.98688e-02   -2.11999e-07  
7.4989421e+06  5.04940e+01   5.19295e+01   5.18885e+01   1.00199e-01   4.19553e-04   2.49354e-05   3.01038e-17   1.98028e-02   1.98393e-02   -2.11967e-07  
8.0584219e+06  5.04944e+01   5.19317e+01   5.18906e+01   1.00215e-01   4.19623e-04   2.50516e-05   3.01026e-17   1.97738e-02   1.98104e-02   -2.11936e-07  
8.6596432e+06  5.04948e+01   5.19340e+01   5.18928e+01   1.00233e-01   4.19695e-04   2.51682e-05   3.01014e-17   1.97428e-02   1.97796e-02   -2.11904e-07  
9.3057204e+06  5.04952e+01   5.19364e+01   5.18950e+01   1.00252e-01   4.19767e-04   2.52853e-05   3.01001e-17   1.97116e-02   1.97485e-02   -2.11871e-07  
1.0000000e+07  5.04956e+01   5.19387e+01   5.18972e+01   1.00272e-01   4.19840e-04   2.54025e-05   3.00989e-17   1.96806e-02   1.97177e-02   -2.11839e-07  
1.0746078e+07  5.04961e+01   5.19410e+01   5.18994e+01   1.00294e-01   4.19913e-04   2.55191e-05   3.00976e-17   1.96497e-02   1.96869e-02   -2.11808e-07  
1.1547820e+07  5.04965e+01   5.19433e+01   5.19016e+01   1.00318e-01   4.19986e-04   2.56347e-05   3.00964e-17   1.96190e-02   1.96564e-02   -2.11777e-07  
1.2409378e+07  5.04969e+01   5.19455e+01   5.19037e+01   1.00343e-01   4.20059e-04   2.57487e-05   3.00952e-17   1.95889e-02   1.96263e-02   -2.11746e-07  
1.3335214e+07  5.04973e+01   5.19478e+01   5.19058e+01   1.00370e-01   4.20130e-04   2.58606e-05   3.00940e-17   1.95593e-02   1.95970e-02   -2.11716e-07  
1.4330126e+07  5.04976e+01   5.19499e+01   5.19079e+01   1.00399e-01   4.20200e-04   2.59697e-05   3.00928e-17   1.95306e-02   1.95684e-02   -2.11686e-07  
1.5399265e+07  5.04980e+01   5.19520e+01   5.19098e+01   1.00431e-01   4.20268e-04   2.60754e-05   3.00916e-17   1.95029e-02   1.95408e-02   -2.11658e-07  
1.6548171e+07  5.04983e+01   5.19540e+01   5.19117e+01   1.00464e-01   4.20334e-04   2.61770e-05   3.00905e-17   1.94763e-02   1.95143e-02   -2.11631e-07  
1.7782794e+07  5.04987e+01   5.19559e+01   5.19135e+01   1.00501e-01   4.20397e-04   2.62739e-05   3.00895e-17   1.94510e-02   1.94892e-02   -2.11605e-07  
1.9109530e+07  5.04990e+01   5.19577e+01   5.19152e+01   1.00540e-01   4.20456e-04   2.63655e-05   3.00885e-17   1.94272e-02   1.94655e-02   -2.11580e-07  
2.0535250e+07  5.04993e+01   5.19594e+01   5.19168e+01   1.00582e-01   4.20512e-04   2.64514e-05   3.00876e-17   1.94050e-02   1.94434e-02   -2.11557e-07  
2.2067341e+07  5.04995e+01   5.19609e+01   5.19183e+01   1.00626e-01   4.20563e-04   2.65311e-05   3.00867e-17   1.93844e-02   1.94229e-02   -2.11536e-07  
2.3713737e+07  5.04998e+01   5.19623e+01   5.19196e+01   1.00675e-01   4.20611e-04   2.66043e-05   3.00859e-17   1.93656e-02   1.94042e-02   -2.11516e-07  
2.5482967e+07  5.05000e+01   5.19636e+01   5.19208e+01   1.00727e-01   4.20654e-04   2.66708e-05   3.00852e-17   1.93485e-02   1.93872e-02   -2.11498e-07  
2.7384196e+07  5.05002e+01   5.19648e+01   5.19219e+01   1.00782e-01   4.20693e-04   2.67304e-05   3.00846e-17   1.93333e-02   1.93720e-02   -2.11483e-07  
2.9427272e+07  5.05003e+01   5.19658e+01   5.19228e+01   1.00842e-01   4.20728e-04   2.67831e-05   3.00840e-17   1.93198e-02   1.93586e-02   -2.11468e-07  
3.1622777e+07  5.05004e+01   5.19667e+01   5.19237e+01   1.00907e-01   4.20758e-04   2.68292e-05   3.00835e-17   1.93081e-02   1.93469e-02   -2.11456e-07  
3.3982083e+07  5.05006e+01   5.19674e+01   5.19244e+01   1.00976e-01   4.20784e-04   2.68689e-05   3.00831e-17   1.92980e-02   1.93369e-02   -2.11446e-07  
3.6517413e+07  5.05006e+01   5.19680e+01   5.19250e+01   1.01050e-01   4.20806e-04   2.69025e-05   3.00828e-17   1.92895e-02   1.93285e-02   -2.11437e-07  
3.9241898e+07  5.05007e+01   5.19685e+01   5.19254e+01   1.01130e-01   4.20824e-04   2.69305e-05   3.00825e-17   1.92824e-02   1.93214e-02   -2.11429e-07  
4.2169650e+07  5.05007e+01   5.19689e+01   5.19258e+01   1.01216e-01   4.20839e-04   2.69535e-05   3.00823e-17   1.92767e-02   1.93157e-02   -2.11423e-07  
4.5315836e+07  5.05008e+01   5.19693e+01   5.19261e+01   1.01308e-01   4.20851e-04   2.69719e-05   3.00821e-17   1.92721e-02   1.93111e-02   -2.11418e-07  
4.8696753e+07  5.05008e+01   5.19695e+01   5.19263e+01   1.01407e-01   4.20861e-04   2.69864e-05   3.00819e-17   1.92685e-02   1.93075e-02   -2.11414e-07  
5.2329911e+07  5.05008e+01   5.19697e+01   5.19265e+01   1.01513e-01   4.20868e-04   2.69976e-05   3.00818e-17   1.92657e-02   1.93048e-02   -2.11411e-07  
5.6234133e+07  5.05008e+01   5.19698e+01   5.19266e+01   1.01627e-01   4.20874e-04   2.70061e-05   3.00817e-17   1.92637e-02   1.93027e-02   -2.11409e-07  
6.0429639e+07  5.05007e+01   5.19699e+01   5.19267e+01   1.01750e-01   4.20878e-04   2.70123e-05   3.00817e-17   1.92622e-02   1.93012e-02   -2.11408e-07  
6.4938163e+07  5.05007e+01   5.19699e+01   5.19267e+01   1.01882e-01   4.20881e-04   2.70168e-05   3.00816e-17   1.92611e-02   1.93002e-02   -2.11406e-07  
6.9783058e+07  5.05006e+01   5.19699e+01   5.19267e+01   1.02023e-01   4.20884e-04   2.70199e-05   3.00816e-17   1.92604e-02   1.92995e-02   -2.11406e-07  
7.4989421e+07  5.05006e+01   5.19699e+01   5.19267e+01   1.02175e-01   4.20885e-04   2.70221e-05   3.00816e-17   1.92599e-02   1.92990e-02   -2.11405e-07  
8.0584219e+07  5.05005e+01   5.19698e+01   5.19266e+01   1.02338e-01   4.20886e-04   2.70235e-05   3.00816e-17   1.92595e-02   1.92986e-02   -2.11405e-07  
8.6596432e+07  5.05005e+01   5.19698e+01   5.19266e+01   1.02513e-01   4.20887e-04   2.70245e-05   3.00816e-17   1.92593e-02   1.92984e-02   -2.11404e-07  
9.3057204e+07  5.05004e+01   5.19697e+01   5.19265e+01   1.02701e-01   4.20887e-04   2.70251e-05   3.00816e-17   1.92592e-02   1.92983e-02   -2.11404e-07  
1.0000000e+08  5.05003e+01   5.19696e+01   5.19264e+01   1.02903e-01   4.20888e-04   2.70254e-05   3.00816e-17   1.92591e-02   1.92982e-02   -2.11404e-07  
