! na - neutral gas cooling by atomic emission, cooling < 0., [erg cm-3 s-1]
! nh2 - neutral gas cooling by H2 emission
! nh2o - neutral gas cooling by H2O emission
! nco - neutral gas cooling by CO emission
! noh - neutral gas cooling by OH emission
! nnh3 - neutral gas cooling by p- and o-NH3 emission
! nch3oh - neutral gas cooling by CH3OH (A-,E-) emission
! ni - neutral gas heating by neutral-ion collisions
! ne - neutral gas heating by neutral-electron collisions
! nd - neutral gas heating by neutral-dust collisions
! nch - neutral gas heating by chemical reactions
! nh2-h - neutral gas cooling by H2-H dissociation (is included in previous parameter nch)
! ph - heating by photoeffect on dust grains
! cr - heating by cosmic rays
! rlh2 - radiative energy loss by H2 molecule (total and only within state v = 0)
! ih2 - ion fluid cooling via excitation of H2 via ion-H2 collisions
! in - ion gas component heating by neutral-ion collisions
! ie - ion gas component heating by ion-electron collisions
! ich - ion gas component heating by chemical reactions
! ea - electron component cooling by atomic emission
! eh2 - electron component cooling by H2 emission
! eh2o - electron component cooling by H2O emission
! en - electron component heating by neutral-electron collisions
! ei - electron component heating by ion-electron collisions
! ech - electron component heating by chemical reactions
!1           2           3           4           5           6           7           8           9           10          11          12          13          14          15          16          17          18          19          20          21          22          23          24          25          26          27          
!t(yr)/z(cm) na          nh2         nh2o        nco         noh         nnh3        nch3oh      ni          ne          nd          nch         nh2-h       ph          cr          rlh2        rlh2v0      ih2         in          ie          ich         ea          eh2         eh2o        en          ei          ech         
2.05353e+00  -3.934e-25  1.040e-25   -4.440e-29  -1.432e-26  0.000e+00   0.000e+00   0.000e+00   1.495e-23   6.566e-26   -3.045e-26  2.627e-22   -2.437e-120 1.034e-24   3.084e-23   1.019e-23   7.139e-26   0.000e+00   -1.495e-23  4.523e-26   1.430e-23   -1.662e-25  2.541e-26   -2.046e-29  -6.566e-26  -4.523e-26  -3.569e-25  
2.20673e+00  -4.050e-25  1.113e-25   -4.356e-29  -1.610e-26  0.000e+00   0.000e+00   0.000e+00   1.533e-23   6.733e-26   -3.086e-26  2.685e-22   -2.644e-120 1.034e-24   3.084e-23   1.020e-23   7.562e-26   0.000e+00   -1.533e-23  4.010e-26   1.468e-23   -1.695e-25  2.549e-26   -2.006e-29  -6.733e-26  -4.010e-26  -3.577e-25  
2.37137e+00  -4.170e-25  1.190e-25   -4.286e-29  -1.811e-26  0.000e+00   0.000e+00   0.000e+00   1.573e-23   6.907e-26   -3.131e-26  2.746e-22   -2.870e-120 1.034e-24   3.084e-23   1.020e-23   8.003e-26   0.000e+00   -1.573e-23  3.474e-26   1.508e-23   -1.729e-25  2.558e-26   -1.972e-29  -6.907e-26  -3.474e-26  -3.585e-25  
2.54830e+00  -4.283e-25  1.272e-25   -4.227e-29  -2.039e-26  0.000e+00   0.000e+00   0.000e+00   1.614e-23   7.088e-26   -3.181e-26  2.810e-22   -3.116e-120 1.034e-24   3.084e-23   1.021e-23   8.463e-26   0.000e+00   -1.614e-23  2.915e-26   1.550e-23   -1.765e-25  2.567e-26   -1.944e-29  -7.088e-26  -2.915e-26  -3.593e-25  
2.73842e+00  -4.399e-25  1.359e-25   -4.180e-29  -2.296e-26  0.000e+00   0.000e+00   0.000e+00   1.656e-23   7.276e-26   -3.236e-26  2.876e-22   -3.385e-120 1.034e-24   3.084e-23   1.022e-23   8.942e-26   0.000e+00   -1.656e-23  2.334e-26   1.593e-23   -1.802e-25  2.577e-26   -1.921e-29  -7.276e-26  -2.334e-26  -3.601e-25  
2.94273e+00  -4.509e-25  1.451e-25   -4.143e-29  -2.586e-26  0.000e+00   0.000e+00   0.000e+00   1.701e-23   7.471e-26   -3.295e-26  2.944e-22   -3.679e-120 1.034e-24   3.084e-23   1.023e-23   9.440e-26   0.000e+00   -1.701e-23  1.730e-26   1.638e-23   -1.841e-25  2.587e-26   -1.902e-29  -7.471e-26  -1.730e-26  -3.610e-25  
3.16228e+00  -4.622e-25  1.548e-25   -4.115e-29  -2.913e-26  0.000e+00   0.000e+00   0.000e+00   1.746e-23   7.672e-26   -3.361e-26  3.015e-22   -4.000e-120 1.034e-24   3.084e-23   1.023e-23   9.958e-26   0.000e+00   -1.746e-23  1.104e-26   1.684e-23   -1.881e-25  2.598e-26   -1.888e-29  -7.672e-26  -1.104e-26  -3.618e-25  
3.39821e+00  -4.728e-25  1.650e-25   -4.095e-29  -3.282e-26  0.000e+00   0.000e+00   0.000e+00   1.794e-23   7.880e-26   -3.433e-26  3.087e-22   -4.351e-120 1.034e-24   3.084e-23   1.024e-23   1.050e-25   0.000e+00   -1.794e-23  4.574e-27   1.732e-23   -1.922e-25  2.609e-26   -1.877e-29  -7.880e-26  -4.574e-27  -3.626e-25  
3.65174e+00  -4.838e-25  1.758e-25   -4.082e-29  -3.696e-26  0.000e+00   0.000e+00   0.000e+00   1.842e-23   8.093e-26   -3.513e-26  3.162e-22   -4.734e-120 1.034e-24   3.084e-23   1.025e-23   1.105e-25   0.000e+00   -1.842e-23  -2.095e-27  1.781e-23   -1.964e-25  2.621e-26   -1.869e-29  -8.093e-26  2.095e-27   -3.634e-25  
3.92419e+00  -4.941e-25  1.872e-25   -4.075e-29  -4.160e-26  0.000e+00   0.000e+00   0.000e+00   1.891e-23   8.310e-26   -3.600e-26  3.239e-22   -5.153e-120 1.034e-24   3.084e-23   1.026e-23   1.163e-25   0.000e+00   -1.891e-23  -8.954e-27  1.831e-23   -2.008e-25  2.633e-26   -1.864e-29  -8.310e-26  8.954e-27   -3.641e-25  
4.21697e+00  -5.048e-25  1.992e-25   -4.072e-29  -4.679e-26  0.000e+00   0.000e+00   0.000e+00   1.942e-23   8.532e-26   -3.696e-26  3.318e-22   -5.610e-120 1.034e-24   3.084e-23   1.027e-23   1.222e-25   0.000e+00   -1.942e-23  -1.599e-26  1.882e-23   -2.052e-25  2.646e-26   -1.861e-29  -8.532e-26  1.599e-26   -3.648e-25  
4.53158e+00  -5.149e-25  2.117e-25   -4.074e-29  -5.259e-26  0.000e+00   0.000e+00   0.000e+00   1.993e-23   8.758e-26   -3.801e-26  3.398e-22   -6.110e-120 1.034e-24   3.084e-23   1.028e-23   1.284e-25   0.000e+00   -1.993e-23  -2.319e-26  1.934e-23   -2.097e-25  2.660e-26   -1.859e-29  -8.758e-26  2.319e-26   -3.655e-25  
4.86968e+00  -5.253e-25  2.249e-25   -4.079e-29  -5.904e-26  0.000e+00   0.000e+00   0.000e+00   2.045e-23   8.986e-26   -3.916e-26  3.480e-22   -6.657e-120 1.034e-24   3.084e-23   1.029e-23   1.347e-25   0.000e+00   -2.045e-23  -3.053e-26  1.986e-23   -2.142e-25  2.673e-26   -1.858e-29  -8.986e-26  3.053e-26   -3.661e-25  
5.23299e+00  -5.354e-25  2.386e-25   -4.086e-29  -6.619e-26  0.000e+00   0.000e+00   0.000e+00   2.097e-23   9.216e-26   -4.043e-26  3.562e-22   -7.254e-120 1.034e-24   3.084e-23   1.031e-23   1.412e-25   0.000e+00   -2.097e-23  -3.800e-26  2.039e-23   -2.189e-25  2.688e-26   -1.859e-29  -9.216e-26  3.800e-26   -3.666e-25  
5.62341e+00  -5.457e-25  2.529e-25   -4.096e-29  -7.410e-26  0.000e+00   0.000e+00   0.000e+00   2.149e-23   9.447e-26   -4.183e-26  3.646e-22   -7.905e-120 1.034e-24   3.084e-23   1.032e-23   1.478e-25   0.000e+00   -2.149e-23  -4.557e-26  2.092e-23   -2.235e-25  2.702e-26   -1.860e-29  -9.447e-26  4.557e-26   -3.670e-25  
6.04296e+00  -5.557e-25  2.678e-25   -4.107e-29  -8.281e-26  0.000e+00   0.000e+00   0.000e+00   2.201e-23   9.678e-26   -4.336e-26  3.729e-22   -8.617e-120 1.034e-24   3.084e-23   1.033e-23   1.546e-25   0.000e+00   -2.201e-23  -5.322e-26  2.145e-23   -2.281e-25  2.717e-26   -1.862e-29  -9.678e-26  5.322e-26   -3.673e-25  
6.49382e+00  -5.661e-25  2.833e-25   -4.120e-29  -9.237e-26  0.000e+00   0.000e+00   0.000e+00   2.253e-23   9.908e-26   -4.504e-26  3.813e-22   -9.394e-120 1.034e-24   3.084e-23   1.034e-23   1.615e-25   0.000e+00   -2.253e-23  -6.094e-26  2.198e-23   -2.328e-25  2.733e-26   -1.865e-29  -9.908e-26  6.094e-26   -3.675e-25  
6.97831e+00  -5.761e-25  2.993e-25   -4.135e-29  -1.028e-25  0.000e+00   0.000e+00   0.000e+00   2.305e-23   1.013e-25   -4.688e-26  3.897e-22   -1.024e-119 1.034e-24   3.084e-23   1.036e-23   1.685e-25   0.000e+00   -2.305e-23  -6.869e-26  2.250e-23   -2.374e-25  2.748e-26   -1.867e-29  -1.013e-25  6.869e-26   -3.676e-25  
7.49894e+00  -5.867e-25  3.158e-25   -4.151e-29  -1.142e-25  0.000e+00   0.000e+00   0.000e+00   2.355e-23   1.036e-25   -4.890e-26  3.980e-22   -1.117e-119 1.034e-24   3.084e-23   1.037e-23   1.756e-25   0.000e+00   -2.355e-23  -7.646e-26  2.302e-23   -2.420e-25  2.764e-26   -1.870e-29  -1.036e-25  7.646e-26   -3.675e-25  
8.05842e+00  -5.968e-25  3.328e-25   -4.169e-29  -1.265e-25  0.000e+00   0.000e+00   0.000e+00   2.405e-23   1.058e-25   -5.112e-26  4.063e-22   -1.217e-119 1.034e-24   3.084e-23   1.039e-23   1.828e-25   0.000e+00   -2.405e-23  -8.421e-26  2.352e-23   -2.465e-25  2.780e-26   -1.874e-29  -1.058e-25  8.421e-26   -3.672e-25  
8.65964e+00  -6.075e-25  3.503e-25   -4.189e-29  -1.397e-25  0.000e+00   0.000e+00   0.000e+00   2.453e-23   1.079e-25   -5.355e-26  4.145e-22   -1.327e-119 1.034e-24   3.084e-23   1.041e-23   1.901e-25   0.000e+00   -2.453e-23  -9.194e-26  2.402e-23   -2.509e-25  2.796e-26   -1.878e-29  -1.079e-25  9.194e-26   -3.668e-25  
9.30572e+00  -6.178e-25  3.681e-25   -4.210e-29  -1.539e-25  0.000e+00   0.000e+00   0.000e+00   2.500e-23   1.100e-25   -5.620e-26  4.225e-22   -1.447e-119 1.034e-24   3.084e-23   1.042e-23   1.973e-25   0.000e+00   -2.500e-23  -9.962e-26  2.449e-23   -2.553e-25  2.812e-26   -1.882e-29  -1.100e-25  9.962e-26   -3.662e-25  
1.00000e+01  -6.287e-25  3.862e-25   -4.233e-29  -1.690e-25  0.000e+00   0.000e+00   0.000e+00   2.545e-23   1.120e-25   -5.911e-26  4.303e-22   -1.577e-119 1.034e-24   3.084e-23   1.044e-23   2.046e-25   0.000e+00   -2.545e-23  -1.072e-25  2.496e-23   -2.595e-25  2.827e-26   -1.886e-29  -1.120e-25  1.072e-25   -3.653e-25  
1.07461e+01  -6.390e-25  4.045e-25   -4.258e-29  -1.849e-25  0.000e+00   0.000e+00   0.000e+00   2.588e-23   1.140e-25   -6.229e-26  4.379e-22   -1.718e-119 1.034e-24   3.084e-23   1.046e-23   2.118e-25   0.000e+00   -2.588e-23  -1.148e-25  2.540e-23   -2.636e-25  2.843e-26   -1.891e-29  -1.140e-25  1.148e-25   -3.643e-25  
1.15478e+01  -6.501e-25  4.231e-25   -4.285e-29  -2.016e-25  0.000e+00   0.000e+00   0.000e+00   2.630e-23   1.158e-25   -6.576e-26  4.454e-22   -1.872e-119 1.034e-24   3.084e-23   1.048e-23   2.189e-25   0.000e+00   -2.630e-23  -1.222e-25  2.582e-23   -2.676e-25  2.857e-26   -1.897e-29  -1.158e-25  1.222e-25   -3.630e-25  
1.24094e+01  -6.604e-25  4.416e-25   -4.315e-29  -2.190e-25  0.000e+00   0.000e+00   0.000e+00   2.669e-23   1.176e-25   -6.955e-26  4.525e-22   -2.039e-119 1.034e-24   3.084e-23   1.050e-23   2.259e-25   0.000e+00   -2.669e-23  -1.295e-25  2.623e-23   -2.714e-25  2.871e-26   -1.902e-29  -1.176e-25  1.295e-25   -3.614e-25  
1.33352e+01  -6.715e-25  4.602e-25   -4.347e-29  -2.371e-25  0.000e+00   0.000e+00   0.000e+00   2.706e-23   1.192e-25   -7.368e-26  4.595e-22   -2.220e-119 1.034e-24   3.084e-23   1.052e-23   2.328e-25   0.000e+00   -2.706e-23  -1.368e-25  2.661e-23   -2.752e-25  2.885e-26   -1.909e-29  -1.192e-25  1.368e-25   -3.596e-25  
1.43301e+01  -6.817e-25  4.787e-25   -4.382e-29  -2.558e-25  0.000e+00   0.000e+00   0.000e+00   2.741e-23   1.208e-25   -7.819e-26  4.661e-22   -2.416e-119 1.034e-24   3.084e-23   1.054e-23   2.395e-25   0.000e+00   -2.741e-23  -1.439e-25  2.696e-23   -2.787e-25  2.897e-26   -1.915e-29  -1.208e-25  1.439e-25   -3.575e-25  
1.53993e+01  -6.928e-25  4.969e-25   -4.420e-29  -2.749e-25  0.000e+00   0.000e+00   0.000e+00   2.773e-23   1.223e-25   -8.310e-26  4.725e-22   -2.629e-119 1.034e-24   3.084e-23   1.056e-23   2.460e-25   0.000e+00   -2.773e-23  -1.510e-25  2.730e-23   -2.821e-25  2.908e-26   -1.923e-29  -1.223e-25  1.510e-25   -3.552e-25  
1.65482e+01  -7.030e-25  5.148e-25   -4.462e-29  -2.945e-25  0.000e+00   0.000e+00   0.000e+00   2.803e-23   1.236e-25   -8.844e-26  4.786e-22   -2.860e-119 1.034e-24   3.084e-23   1.058e-23   2.522e-25   0.000e+00   -2.803e-23  -1.579e-25  2.762e-23   -2.854e-25  2.918e-26   -1.931e-29  -1.236e-25  1.579e-25   -3.525e-25  
1.77828e+01  -7.140e-25  5.322e-25   -4.507e-29  -3.144e-25  0.000e+00   0.000e+00   0.000e+00   2.831e-23   1.249e-25   -9.425e-26  4.843e-22   -3.110e-119 1.034e-24   3.084e-23   1.061e-23   2.582e-25   0.000e+00   -2.831e-23  -1.648e-25  2.791e-23   -2.886e-25  2.927e-26   -1.940e-29  -1.249e-25  1.648e-25   -3.496e-25  
1.91095e+01  -7.238e-25  5.491e-25   -4.557e-29  -3.345e-25  0.000e+00   0.000e+00   0.000e+00   2.857e-23   1.261e-25   -1.006e-25  4.898e-22   -3.380e-119 1.034e-24   3.084e-23   1.063e-23   2.638e-25   0.000e+00   -2.857e-23  -1.716e-25  2.818e-23   -2.917e-25  2.933e-26   -1.949e-29  -1.261e-25  1.716e-25   -3.463e-25  
2.05353e+01  -7.344e-25  5.654e-25   -4.611e-29  -3.549e-25  0.000e+00   0.000e+00   0.000e+00   2.881e-23   1.272e-25   -1.074e-25  4.950e-22   -3.672e-119 1.034e-24   3.084e-23   1.066e-23   2.692e-25   0.000e+00   -2.881e-23  -1.784e-25  2.843e-23   -2.947e-25  2.938e-26   -1.960e-29  -1.272e-25  1.784e-25   -3.428e-25  
2.20673e+01  -7.444e-25  5.809e-25   -4.669e-29  -3.754e-25  0.000e+00   0.000e+00   0.000e+00   2.903e-23   1.283e-25   -1.149e-25  4.998e-22   -3.988e-119 1.034e-24   3.084e-23   1.069e-23   2.742e-25   0.000e+00   -2.903e-23  -1.852e-25  2.867e-23   -2.976e-25  2.941e-26   -1.971e-29  -1.283e-25  1.852e-25   -3.389e-25  
2.37137e+01  -7.551e-25  5.956e-25   -4.734e-29  -3.962e-25  0.000e+00   0.000e+00   0.000e+00   2.923e-23   1.292e-25   -1.230e-25  5.043e-22   -4.329e-119 1.034e-24   3.084e-23   1.072e-23   2.788e-25   0.000e+00   -2.923e-23  -1.920e-25  2.888e-23   -3.004e-25  2.942e-26   -1.983e-29  -1.292e-25  1.920e-25   -3.347e-25  
2.54830e+01  -7.646e-25  6.094e-25   -4.804e-29  -4.172e-25  0.000e+00   0.000e+00   0.000e+00   2.942e-23   1.301e-25   -1.317e-25  5.085e-22   -4.697e-119 1.034e-24   3.084e-23   1.075e-23   2.832e-25   0.000e+00   -2.942e-23  -1.988e-25  2.908e-23   -3.032e-25  2.941e-26   -1.997e-29  -1.301e-25  1.988e-25   -3.303e-25  
2.73842e+01  -7.744e-25  6.223e-25   -4.880e-29  -4.383e-25  0.000e+00   0.000e+00   0.000e+00   2.959e-23   1.310e-25   -1.412e-25  5.123e-22   -5.095e-119 1.034e-24   3.084e-23   1.078e-23   2.871e-25   0.000e+00   -2.959e-23  -2.056e-25  2.927e-23   -3.060e-25  2.937e-26   -2.012e-29  -1.310e-25  2.056e-25   -3.255e-25  
2.94273e+01  -7.840e-25  6.342e-25   -4.964e-29  -4.597e-25  0.000e+00   0.000e+00   0.000e+00   2.975e-23   1.318e-25   -1.515e-25  5.159e-22   -5.524e-119 1.034e-24   3.084e-23   1.081e-23   2.908e-25   0.000e+00   -2.975e-23  -2.126e-25  2.944e-23   -3.088e-25  2.931e-26   -2.028e-29  -1.318e-25  2.126e-25   -3.204e-25  
3.16228e+01  -7.939e-25  6.452e-25   -5.056e-29  -4.813e-25  0.000e+00   0.000e+00   0.000e+00   2.990e-23   1.325e-25   -1.627e-25  5.190e-22   -5.987e-119 1.034e-24   3.084e-23   1.084e-23   2.941e-25   0.000e+00   -2.990e-23  -2.196e-25  2.961e-23   -3.116e-25  2.922e-26   -2.045e-29  -1.325e-25  2.196e-25   -3.149e-25  
3.39821e+01  -8.036e-25  6.552e-25   -5.156e-29  -5.032e-25  0.000e+00   0.000e+00   0.000e+00   3.004e-23   1.333e-25   -1.747e-25  5.219e-22   -6.487e-119 1.034e-24   3.084e-23   1.088e-23   2.972e-25   0.000e+00   -3.004e-23  -2.268e-25  2.976e-23   -3.145e-25  2.911e-26   -2.065e-29  -1.333e-25  2.268e-25   -3.092e-25  
3.65174e+01  -8.135e-25  6.644e-25   -5.267e-29  -5.254e-25  0.000e+00   0.000e+00   0.000e+00   3.017e-23   1.339e-25   -1.877e-25  5.244e-22   -7.026e-119 1.034e-24   3.084e-23   1.092e-23   3.000e-25   0.000e+00   -3.017e-23  -2.342e-25  2.991e-23   -3.175e-25  2.898e-26   -2.086e-29  -1.339e-25  2.342e-25   -3.032e-25  
3.92419e+01  -8.237e-25  6.727e-25   -5.389e-29  -5.479e-25  0.000e+00   0.000e+00   0.000e+00   3.029e-23   1.346e-25   -2.018e-25  5.265e-22   -7.608e-119 1.034e-24   3.084e-23   1.096e-23   3.025e-25   0.000e+00   -3.029e-23  -2.418e-25  3.005e-23   -3.206e-25  2.882e-26   -2.109e-29  -1.346e-25  2.418e-25   -2.969e-25  
4.21697e+01  -8.341e-25  6.803e-25   -5.523e-29  -5.706e-25  0.000e+00   0.000e+00   0.000e+00   3.041e-23   1.353e-25   -2.170e-25  5.283e-22   -8.235e-119 1.034e-24   3.084e-23   1.100e-23   3.049e-25   0.000e+00   -3.041e-23  -2.497e-25  3.019e-23   -3.238e-25  2.864e-26   -2.134e-29  -1.353e-25  2.497e-25   -2.902e-25  
4.53158e+01  -8.451e-25  6.872e-25   -5.671e-29  -5.935e-25  0.000e+00   0.000e+00   0.000e+00   3.053e-23   1.359e-25   -2.334e-25  5.298e-22   -8.911e-119 1.034e-24   3.084e-23   1.105e-23   3.072e-25   0.000e+00   -3.053e-23  -2.577e-25  3.032e-23   -3.272e-25  2.843e-26   -2.163e-29  -1.359e-25  2.577e-25   -2.834e-25  
4.86968e+01  -8.561e-25  6.936e-25   -5.836e-29  -6.168e-25  0.000e+00   0.000e+00   0.000e+00   3.064e-23   1.366e-25   -2.511e-25  5.309e-22   -9.641e-119 1.034e-24   3.084e-23   1.110e-23   3.093e-25   0.000e+00   -3.064e-23  -2.661e-25  3.046e-23   -3.307e-25  2.821e-26   -2.194e-29  -1.366e-25  2.661e-25   -2.762e-25  
5.23299e+01  -8.679e-25  6.996e-25   -6.018e-29  -6.405e-25  0.000e+00   0.000e+00   0.000e+00   3.075e-23   1.373e-25   -2.702e-25  5.317e-22   -1.043e-118 1.034e-24   3.084e-23   1.115e-23   3.114e-25   0.000e+00   -3.075e-23  -2.747e-25  3.059e-23   -3.345e-25  2.796e-26   -2.228e-29  -1.373e-25  2.747e-25   -2.688e-25  
5.62341e+01  -8.800e-25  7.053e-25   -6.221e-29  -6.646e-25  0.000e+00   0.000e+00   0.000e+00   3.086e-23   1.380e-25   -2.909e-25  5.321e-22   -1.128e-118 1.034e-24   3.084e-23   1.120e-23   3.135e-25   0.000e+00   -3.086e-23  -2.836e-25  3.072e-23   -3.384e-25  2.768e-26   -2.266e-29  -1.380e-25  2.836e-25   -2.612e-25  
6.04296e+01  -8.932e-25  7.108e-25   -6.447e-29  -6.892e-25  0.000e+00   0.000e+00   0.000e+00   3.098e-23   1.386e-25   -3.131e-25  5.322e-22   -1.219e-118 1.034e-24   3.084e-23   1.126e-23   3.156e-25   0.000e+00   -3.098e-23  -2.928e-25  3.085e-23   -3.426e-25  2.739e-26   -2.309e-29  -1.386e-25  2.928e-25   -2.534e-25  
6.49382e+01  -9.071e-25  7.161e-25   -6.701e-29  -7.143e-25  0.000e+00   0.000e+00   0.000e+00   3.109e-23   1.394e-25   -3.370e-25  5.320e-22   -1.318e-118 1.034e-24   3.084e-23   1.132e-23   3.177e-25   0.000e+00   -3.109e-23  -3.024e-25  3.099e-23   -3.470e-25  2.708e-26   -2.356e-29  -1.394e-25  3.024e-25   -2.454e-25  
6.97831e+01  -9.219e-25  7.215e-25   -6.985e-29  -7.406e-25  0.000e+00   0.000e+00   0.000e+00   3.120e-23   1.401e-25   -3.627e-25  5.314e-22   -1.424e-118 1.034e-24   3.084e-23   1.138e-23   3.199e-25   0.000e+00   -3.120e-23  -3.123e-25  3.112e-23   -3.517e-25  2.675e-26   -2.408e-29  -1.401e-25  3.123e-25   -2.372e-25  
7.49894e+01  -9.378e-25  7.270e-25   -7.304e-29  -7.676e-25  0.000e+00   0.000e+00   0.000e+00   3.131e-23   1.408e-25   -3.905e-25  5.306e-22   -1.539e-118 1.034e-24   3.084e-23   1.145e-23   3.222e-25   0.000e+00   -3.131e-23  -3.225e-25  3.125e-23   -3.566e-25  2.640e-26   -2.467e-29  -1.408e-25  3.225e-25   -2.290e-25  
8.05842e+01  -9.549e-25  7.327e-25   -7.665e-29  -7.956e-25  0.000e+00   0.000e+00   0.000e+00   3.142e-23   1.416e-25   -4.203e-25  5.295e-22   -1.663e-118 1.034e-24   3.084e-23   1.155e-23   3.246e-25   0.000e+00   -3.142e-23  -3.330e-25  3.139e-23   -3.618e-25  2.607e-26   -2.533e-29  -1.416e-25  3.330e-25   -2.205e-25  
