!time         log(Av)       log(n)        log(Tg)       log(Td)       
!(yr)         log(mag)      log(cm-3)     log(K)        log(K)        
1.43301e+03   1.00000e+00   4.30103e+00   1.20363e+00   9.98455e-01   
1.53993e+03   1.00000e+00   4.30103e+00   1.21009e+00   9.98461e-01   
1.65482e+03   1.00000e+00   4.30103e+00   1.21690e+00   9.98467e-01   
1.77828e+03   1.00000e+00   4.30103e+00   1.22410e+00   9.98474e-01   
1.91095e+03   1.00000e+00   4.30103e+00   1.23174e+00   9.98482e-01   
2.05353e+03   1.00000e+00   4.30103e+00   1.23984e+00   9.98491e-01   
2.20673e+03   1.00000e+00   4.30103e+00   1.24844e+00   9.98500e-01   
2.37137e+03   1.00000e+00   4.30103e+00   1.25754e+00   9.98510e-01   
2.54830e+03   1.00000e+00   4.30103e+00   1.26716e+00   9.98522e-01   
2.73842e+03   1.00000e+00   4.30103e+00   1.27727e+00   9.98534e-01   
2.94273e+03   1.00000e+00   4.30103e+00   1.28787e+00   9.98547e-01   
3.16228e+03   1.00000e+00   4.30103e+00   1.29892e+00   9.98561e-01   
3.39821e+03   1.00000e+00   4.30103e+00   1.31040e+00   9.98577e-01   
3.65174e+03   1.00000e+00   4.30103e+00   1.32228e+00   9.98594e-01   
3.92419e+03   1.00000e+00   4.30103e+00   1.33453e+00   9.98612e-01   
4.21697e+03   1.00000e+00   4.30103e+00   1.34713e+00   9.98631e-01   
4.53158e+03   1.00000e+00   4.30103e+00   1.36005e+00   9.98652e-01   
4.86968e+03   1.00000e+00   4.30103e+00   1.37327e+00   9.98674e-01   
5.23299e+03   1.00000e+00   4.30103e+00   1.38677e+00   9.98698e-01   
5.62341e+03   1.00000e+00   4.30103e+00   1.40051e+00   9.98723e-01   
6.04296e+03   1.00000e+00   4.30103e+00   1.41444e+00   9.98750e-01   
6.49382e+03   1.00000e+00   4.30103e+00   1.42849e+00   9.98779e-01   
6.97831e+03   1.00000e+00   4.30103e+00   1.44248e+00   9.98808e-01   
7.49894e+03   1.00000e+00   4.30103e+00   1.45611e+00   9.98839e-01   
8.05842e+03   1.00000e+00   4.30103e+00   1.46884e+00   9.98869e-01   
8.65964e+03   1.00000e+00   4.30103e+00   1.47994e+00   9.98896e-01   
9.30572e+03   1.00000e+00   4.30103e+00   1.48868e+00   9.98918e-01   
1.00000e+04   1.00000e+00   4.30103e+00   1.49499e+00   9.98934e-01   
1.07461e+04   1.00000e+00   4.30103e+00   1.49973e+00   9.98946e-01   
1.15478e+04   1.00000e+00   4.30103e+00   1.50376e+00   9.98957e-01   
1.24094e+04   1.00000e+00   4.30103e+00   1.50746e+00   9.98967e-01   
1.33352e+04   1.00000e+00   4.30103e+00   1.51093e+00   9.98977e-01   
1.43301e+04   1.00000e+00   4.30103e+00   1.51418e+00   9.98986e-01   
1.53993e+04   1.00000e+00   4.30103e+00   1.51719e+00   9.98994e-01   
1.65482e+04   1.00000e+00   4.30103e+00   1.51998e+00   9.99002e-01   
1.77828e+04   1.00000e+00   4.30103e+00   1.52253e+00   9.99009e-01   
1.91095e+04   1.00000e+00   4.30103e+00   1.52485e+00   9.99016e-01   
2.05353e+04   1.00000e+00   4.30103e+00   1.52697e+00   9.99022e-01   
2.20673e+04   1.00000e+00   4.30103e+00   1.52890e+00   9.99028e-01   
2.37137e+04   1.00000e+00   4.30103e+00   1.53067e+00   9.99033e-01   
2.54830e+04   1.00000e+00   4.30103e+00   1.53229e+00   9.99038e-01   
2.73842e+04   1.00000e+00   4.30103e+00   1.53380e+00   9.99042e-01   
2.94273e+04   1.00000e+00   4.30103e+00   1.53521e+00   9.99046e-01   
3.16228e+04   1.00000e+00   4.30103e+00   1.53654e+00   9.99050e-01   
3.39821e+04   1.00000e+00   4.30103e+00   1.53782e+00   9.99054e-01   
3.65174e+04   1.00000e+00   4.30103e+00   1.53905e+00   9.99058e-01   
3.92419e+04   1.00000e+00   4.30103e+00   1.54025e+00   9.99062e-01   
4.21697e+04   1.00000e+00   4.30103e+00   1.54142e+00   9.99065e-01   
4.53158e+04   1.00000e+00   4.30103e+00   1.54257e+00   9.99069e-01   
4.86968e+04   1.00000e+00   4.30103e+00   1.54369e+00   9.99072e-01   
5.23299e+04   1.00000e+00   4.30103e+00   1.54480e+00   9.99076e-01   
5.62341e+04   1.00000e+00   4.30103e+00   1.54590e+00   9.99079e-01   
6.04296e+04   1.00000e+00   4.30103e+00   1.54699e+00   9.99082e-01   
6.49382e+04   1.00000e+00   4.30103e+00   1.54809e+00   9.99086e-01   
6.97831e+04   1.00000e+00   4.30103e+00   1.54919e+00   9.99089e-01   
7.49894e+04   1.00000e+00   4.30103e+00   1.55032e+00   9.99093e-01   
8.05842e+04   1.00000e+00   4.30103e+00   1.55147e+00   9.99096e-01   
8.65964e+04   1.00000e+00   4.30103e+00   1.55267e+00   9.99100e-01   
9.30572e+04   1.00000e+00   4.30103e+00   1.55392e+00   9.99104e-01   
1.00000e+05   1.00000e+00   4.30103e+00   1.55524e+00   9.99108e-01   
1.07461e+05   1.00000e+00   4.30103e+00   1.55664e+00   9.99113e-01   
1.15478e+05   1.00000e+00   4.30103e+00   1.55814e+00   9.99118e-01   
1.24094e+05   1.00000e+00   4.30103e+00   1.55975e+00   9.99123e-01   
1.33352e+05   1.00000e+00   4.30103e+00   1.56149e+00   9.99128e-01   
1.43301e+05   1.00000e+00   4.30103e+00   1.56335e+00   9.99135e-01   
1.53993e+05   1.00000e+00   4.30103e+00   1.56534e+00   9.99141e-01   
1.65482e+05   1.00000e+00   4.30103e+00   1.56744e+00   9.99148e-01   
1.77828e+05   1.00000e+00   4.30103e+00   1.56962e+00   9.99155e-01   
1.91095e+05   1.00000e+00   4.30103e+00   1.57187e+00   9.99163e-01   
2.05353e+05   1.00000e+00   4.30103e+00   1.57417e+00   9.99171e-01   
2.20673e+05   1.00000e+00   4.30103e+00   1.57649e+00   9.99178e-01   
2.37137e+05   1.00000e+00   4.30103e+00   1.57882e+00   9.99186e-01   
2.54830e+05   1.00000e+00   4.30103e+00   1.58115e+00   9.99195e-01   
2.73842e+05   1.00000e+00   4.30103e+00   1.58349e+00   9.99203e-01   
2.94273e+05   1.00000e+00   4.30103e+00   1.58592e+00   9.99211e-01   
3.16228e+05   1.00000e+00   4.30103e+00   1.58878e+00   9.99221e-01   
3.39821e+05   1.00000e+00   4.30103e+00   1.59251e+00   9.99235e-01   
3.65174e+05   1.00000e+00   4.30103e+00   1.59680e+00   9.99250e-01   
3.92419e+05   1.00000e+00   4.30103e+00   1.60148e+00   9.99268e-01   
4.21697e+05   1.00000e+00   4.30103e+00   1.60656e+00   9.99287e-01   
4.53158e+05   1.00000e+00   4.30103e+00   1.61209e+00   9.99308e-01   
4.86968e+05   1.00000e+00   4.30103e+00   1.61811e+00   9.99331e-01   
5.23299e+05   1.00000e+00   4.30103e+00   1.62465e+00   9.99357e-01   
5.62341e+05   1.00000e+00   4.30103e+00   1.63173e+00   9.99386e-01   
6.04296e+05   1.00000e+00   4.30103e+00   1.63931e+00   9.99418e-01   
6.49382e+05   1.00000e+00   4.30103e+00   1.64730e+00   9.99452e-01   
6.97831e+05   1.00000e+00   4.30103e+00   1.65555e+00   9.99488e-01   
7.49894e+05   1.00000e+00   4.30103e+00   1.66380e+00   9.99526e-01   
8.05842e+05   1.00000e+00   4.30103e+00   1.67176e+00   9.99563e-01   
8.65964e+05   1.00000e+00   4.30103e+00   1.67906e+00   9.99597e-01   
9.30572e+05   1.00000e+00   4.30103e+00   1.68535e+00   9.99628e-01   
1.00000e+06   1.00000e+00   4.30103e+00   1.69043e+00   9.99653e-01   
1.07461e+06   1.00000e+00   4.30103e+00   1.69427e+00   9.99672e-01   
1.15478e+06   1.00000e+00   4.30103e+00   1.69700e+00   9.99686e-01   
1.24094e+06   1.00000e+00   4.30103e+00   1.69886e+00   9.99696e-01   
1.33352e+06   1.00000e+00   4.30103e+00   1.70019e+00   9.99703e-01   
1.43301e+06   1.00000e+00   4.30103e+00   1.70126e+00   9.99708e-01   
1.53993e+06   1.00000e+00   4.30103e+00   1.70244e+00   9.99714e-01   
1.65482e+06   1.00000e+00   4.30103e+00   1.70345e+00   9.99719e-01   
1.77828e+06   1.00000e+00   4.30103e+00   1.70391e+00   9.99722e-01   
1.91095e+06   1.00000e+00   4.30103e+00   1.70395e+00   9.99722e-01   
2.05353e+06   1.00000e+00   4.30103e+00   1.70384e+00   9.99721e-01   
2.20673e+06   1.00000e+00   4.30103e+00   1.70375e+00   9.99721e-01   
2.37137e+06   1.00000e+00   4.30103e+00   1.70373e+00   9.99721e-01   
2.54830e+06   1.00000e+00   4.30103e+00   1.70369e+00   9.99721e-01   
2.73842e+06   1.00000e+00   4.30103e+00   1.70357e+00   9.99720e-01   
2.94273e+06   1.00000e+00   4.30103e+00   1.70339e+00   9.99719e-01   
3.16228e+06   1.00000e+00   4.30103e+00   1.70323e+00   9.99718e-01   
3.39821e+06   1.00000e+00   4.30103e+00   1.70314e+00   9.99718e-01   
3.65174e+06   1.00000e+00   4.30103e+00   1.70313e+00   9.99718e-01   
3.92419e+06   1.00000e+00   4.30103e+00   1.70317e+00   9.99718e-01   
4.21697e+06   1.00000e+00   4.30103e+00   1.70322e+00   9.99718e-01   
4.53158e+06   1.00000e+00   4.30103e+00   1.70324e+00   9.99718e-01   
4.86968e+06   1.00000e+00   4.30103e+00   1.70324e+00   9.99718e-01   
5.23299e+06   1.00000e+00   4.30103e+00   1.70323e+00   9.99718e-01   
5.62341e+06   1.00000e+00   4.30103e+00   1.70322e+00   9.99718e-01   
6.04296e+06   1.00000e+00   4.30103e+00   1.70323e+00   9.99718e-01   
6.49382e+06   1.00000e+00   4.30103e+00   1.70323e+00   9.99718e-01   
6.97831e+06   1.00000e+00   4.30103e+00   1.70324e+00   9.99718e-01   
7.49894e+06   1.00000e+00   4.30103e+00   1.70324e+00   9.99718e-01   
8.05842e+06   1.00000e+00   4.30103e+00   1.70324e+00   9.99718e-01   
8.65964e+06   1.00000e+00   4.30103e+00   1.70325e+00   9.99718e-01   
9.30572e+06   1.00000e+00   4.30103e+00   1.70325e+00   9.99718e-01   
1.00000e+07   1.00000e+00   4.30103e+00   1.70325e+00   9.99718e-01   
1.07461e+07   1.00000e+00   4.30103e+00   1.70326e+00   9.99718e-01   
1.15478e+07   1.00000e+00   4.30103e+00   1.70326e+00   9.99718e-01   
1.24094e+07   1.00000e+00   4.30103e+00   1.70326e+00   9.99718e-01   
1.33352e+07   1.00000e+00   4.30103e+00   1.70327e+00   9.99718e-01   
1.43301e+07   1.00000e+00   4.30103e+00   1.70327e+00   9.99718e-01   
1.53993e+07   1.00000e+00   4.30103e+00   1.70327e+00   9.99718e-01   
1.65482e+07   1.00000e+00   4.30103e+00   1.70328e+00   9.99719e-01   
1.77828e+07   1.00000e+00   4.30103e+00   1.70328e+00   9.99719e-01   
1.91095e+07   1.00000e+00   4.30103e+00   1.70328e+00   9.99719e-01   
2.05353e+07   1.00000e+00   4.30103e+00   1.70328e+00   9.99719e-01   
2.20673e+07   1.00000e+00   4.30103e+00   1.70329e+00   9.99719e-01   
2.37137e+07   1.00000e+00   4.30103e+00   1.70329e+00   9.99719e-01   
2.54830e+07   1.00000e+00   4.30103e+00   1.70329e+00   9.99719e-01   
2.73842e+07   1.00000e+00   4.30103e+00   1.70329e+00   9.99719e-01   
2.94273e+07   1.00000e+00   4.30103e+00   1.70329e+00   9.99719e-01   
3.16228e+07   1.00000e+00   4.30103e+00   1.70330e+00   9.99719e-01   
3.39821e+07   1.00000e+00   4.30103e+00   1.70330e+00   9.99719e-01   
3.65174e+07   1.00000e+00   4.30103e+00   1.70330e+00   9.99719e-01   
3.92419e+07   1.00000e+00   4.30103e+00   1.70330e+00   9.99719e-01   
4.21697e+07   1.00000e+00   4.30103e+00   1.70330e+00   9.99719e-01   
4.53158e+07   1.00000e+00   4.30103e+00   1.70330e+00   9.99719e-01   
4.86968e+07   1.00000e+00   4.30103e+00   1.70330e+00   9.99719e-01   
5.23299e+07   1.00000e+00   4.30103e+00   1.70330e+00   9.99719e-01   
5.62341e+07   1.00000e+00   4.30103e+00   1.70330e+00   9.99719e-01   
6.04296e+07   1.00000e+00   4.30103e+00   1.70330e+00   9.99719e-01   
6.49382e+07   1.00000e+00   4.30103e+00   1.70330e+00   9.99719e-01   
6.97831e+07   1.00000e+00   4.30103e+00   1.70330e+00   9.99719e-01   
7.49894e+07   1.00000e+00   4.30103e+00   1.70330e+00   9.99719e-01   
8.05842e+07   1.00000e+00   4.30103e+00   1.70330e+00   9.99719e-01   
8.65964e+07   1.00000e+00   4.30103e+00   1.70330e+00   9.99719e-01   
9.30572e+07   1.00000e+00   4.30103e+00   1.70329e+00   9.99719e-01   
1.00000e+08   1.00000e+00   4.30103e+00   1.70329e+00   9.99719e-01   
