! p1 - total abundance of grain mantle molecules, [molecules/H]
! p2 - abundance of hydrocarbon molecules in ice mantles, CnHm, n >=2,  [molecules/H]
! p3 - parameter of H2 formation on grains (reaction *H+*H), rate = a*n_H_tot*n_H, a [cm3 s-1]
! p4 - electron concentration, [cm-3]
! p5 - ion concentration (without PAHs and small grains), [cm-3]
! p6 - total electric charge of grains, [cm-3]
!1             2             3             4             5             6             7             8             9             10            
!time(yrs)     T_n           T_i           T_e           p1            p2            p3            p4            p5            p6            
1.0746078e+01  1.02941e+01   1.03321e+01   1.03321e+01   6.26064e-08   7.11274e-12   1.62244e-19   7.29052e+00   7.29052e+00   -6.62949e-07  
1.1547820e+01  1.03189e+01   1.03576e+01   1.03576e+01   6.71170e-08   8.13692e-12   1.86387e-19   7.21626e+00   7.21627e+00   -6.63023e-07  
1.2409378e+01  1.03457e+01   1.03851e+01   1.03851e+01   7.19460e-08   9.29966e-12   2.11211e-19   7.13791e+00   7.13792e+00   -6.63104e-07  
1.3335214e+01  1.03745e+01   1.04149e+01   1.04149e+01   7.71189e-08   1.06190e-11   2.36359e-19   7.05535e+00   7.05536e+00   -6.63192e-07  
1.4330126e+01  1.04057e+01   1.04469e+01   1.04469e+01   8.26625e-08   1.21154e-11   2.61647e-19   6.96846e+00   6.96847e+00   -6.63288e-07  
1.5399265e+01  1.04393e+01   1.04815e+01   1.04815e+01   8.86044e-08   1.38124e-11   2.87076e-19   6.87714e+00   6.87714e+00   -6.63391e-07  
1.6548171e+01  1.04755e+01   1.05187e+01   1.05187e+01   9.49729e-08   1.57372e-11   3.12784e-19   6.78129e+00   6.78129e+00   -6.63503e-07  
1.7782794e+01  1.05146e+01   1.05589e+01   1.05589e+01   1.01797e-07   1.79207e-11   3.38982e-19   6.68082e+00   6.68083e+00   -6.63563e-07  
1.9109530e+01  1.05567e+01   1.06022e+01   1.06022e+01   1.09108e-07   2.03990e-11   3.65894e-19   6.57567e+00   6.57568e+00   -6.63615e-07  
2.0535250e+01  1.06020e+01   1.06488e+01   1.06488e+01   1.16937e-07   2.32134e-11   3.93732e-19   6.46577e+00   6.46578e+00   -6.63672e-07  
2.2067341e+01  1.06508e+01   1.06990e+01   1.06990e+01   1.25318e-07   2.64119e-11   4.22690e-19   6.35108e+00   6.35109e+00   -6.63733e-07  
2.3713737e+01  1.07033e+01   1.07530e+01   1.07530e+01   1.34289e-07   3.00498e-11   4.52944e-19   6.23159e+00   6.23160e+00   -6.63800e-07  
2.5482967e+01  1.07598e+01   1.08111e+01   1.08111e+01   1.43888e-07   3.41911e-11   4.84665e-19   6.10730e+00   6.10731e+00   -6.63872e-07  
2.7384196e+01  1.08206e+01   1.08737e+01   1.08737e+01   1.54156e-07   3.89100e-11   5.18012e-19   5.97824e+00   5.97825e+00   -6.63951e-07  
2.9427272e+01  1.08861e+01   1.09410e+01   1.09410e+01   1.65137e-07   4.42921e-11   5.53146e-19   5.84443e+00   5.84444e+00   -6.64036e-07  
3.1622777e+01  1.09564e+01   1.10134e+01   1.10134e+01   1.76877e-07   5.04362e-11   5.90224e-19   5.70596e+00   5.70597e+00   -6.64128e-07  
3.3982083e+01  1.10321e+01   1.10913e+01   1.10913e+01   1.89426e-07   5.74564e-11   6.29410e-19   5.56290e+00   5.56291e+00   -6.64228e-07  
3.6517413e+01  1.11134e+01   1.11749e+01   1.11749e+01   2.02836e-07   6.54840e-11   6.70873e-19   5.41537e+00   5.41539e+00   -6.64337e-07  
3.9241898e+01  1.12007e+01   1.12648e+01   1.12648e+01   2.17163e-07   7.46702e-11   7.14796e-19   5.26351e+00   5.26353e+00   -6.64454e-07  
4.2169650e+01  1.12946e+01   1.13614e+01   1.13613e+01   2.32468e-07   8.51883e-11   7.61375e-19   5.10748e+00   5.10750e+00   -6.64582e-07  
4.5315836e+01  1.13954e+01   1.14650e+01   1.14650e+01   2.48813e-07   9.72365e-11   8.10832e-19   4.94746e+00   4.94748e+00   -6.64720e-07  
4.8696753e+01  1.15035e+01   1.15762e+01   1.15762e+01   2.66267e-07   1.11041e-10   8.63413e-19   4.78366e+00   4.78368e+00   -6.64870e-07  
5.2329911e+01  1.16195e+01   1.16955e+01   1.16954e+01   2.84901e-07   1.26858e-10   9.19407e-19   4.61632e+00   4.61634e+00   -6.65032e-07  
5.6234133e+01  1.17438e+01   1.18232e+01   1.18232e+01   3.04794e-07   1.44978e-10   9.79149e-19   4.44569e+00   4.44572e+00   -6.65207e-07  
6.0429639e+01  1.18770e+01   1.19601e+01   1.19601e+01   3.26028e-07   1.65726e-10   1.04304e-18   4.27206e+00   4.27209e+00   -6.65396e-07  
6.4938163e+01  1.20196e+01   1.21065e+01   1.21065e+01   3.48695e-07   1.89461e-10   1.11155e-18   4.09575e+00   4.09578e+00   -6.65599e-07  
6.9783058e+01  1.21720e+01   1.22630e+01   1.22629e+01   3.72892e-07   2.16582e-10   1.18525e-18   3.91710e+00   3.91714e+00   -6.65816e-07  
7.4989421e+01  1.23348e+01   1.24300e+01   1.24300e+01   3.98726e-07   2.47518e-10   1.26478e-18   3.73649e+00   3.73653e+00   -6.66048e-07  
8.0584219e+01  1.25084e+01   1.26081e+01   1.26081e+01   4.26320e-07   2.82731e-10   1.35072e-18   3.55434e+00   3.55439e+00   -6.66294e-07  
8.6596432e+01  1.26933e+01   1.27978e+01   1.27977e+01   4.55819e-07   3.22717e-10   1.44297e-18   3.37111e+00   3.37117e+00   -6.66555e-07  
9.3057204e+01  1.28900e+01   1.29995e+01   1.29994e+01   4.87428e-07   3.68069e-10   1.53701e-18   3.18731e+00   3.18738e+00   -6.66827e-07  
1.0000000e+02  1.30988e+01   1.32136e+01   1.32135e+01   5.21630e-07   4.20080e-10   1.58302e-18   3.00351e+00   3.00358e+00   -6.67110e-07  
1.0746078e+02  1.33200e+01   1.34404e+01   1.34404e+01   5.64586e-07   5.80986e-10   4.04139e-19   2.82027e+00   2.82035e+00   -6.67157e-07  
1.1547820e+02  1.35540e+01   1.36805e+01   1.36804e+01   6.31173e-07   1.65286e-09   4.53376e-19   2.63815e+00   2.63824e+00   -6.67138e-07  
1.2409378e+02  1.38009e+01   1.39340e+01   1.39339e+01   7.04914e-07   2.84751e-09   5.11800e-19   2.45792e+00   2.45802e+00   -6.67091e-07  
1.3335214e+02  1.40609e+01   1.42014e+01   1.42012e+01   7.86617e-07   4.13923e-09   5.78755e-19   2.28042e+00   2.28053e+00   -6.67007e-07  
1.4330126e+02  1.43341e+01   1.44827e+01   1.44826e+01   8.77160e-07   5.48988e-09   6.58865e-19   2.10659e+00   2.10671e+00   -6.66876e-07  
1.5399265e+02  1.46206e+01   1.47784e+01   1.47782e+01   9.77502e-07   6.84830e-09   7.59928e-19   1.93740e+00   1.93754e+00   -6.66684e-07  
1.6548171e+02  1.49205e+01   1.50886e+01   1.50884e+01   1.08869e-06   8.15057e-09   8.96008e-19   1.77388e+00   1.77404e+00   -6.66418e-07  
1.7782794e+02  1.52339e+01   1.54138e+01   1.54136e+01   1.21184e-06   9.32481e-09   1.09340e-18   1.61706e+00   1.61723e+00   -6.66062e-07  
1.9109530e+02  1.55610e+01   1.57545e+01   1.57542e+01   1.34808e-06   1.03085e-08   1.39737e-18   1.46791e+00   1.46809e+00   -6.65595e-07  
2.0535250e+02  1.59022e+01   1.61113e+01   1.61109e+01   1.49852e-06   1.10851e-08   1.85394e-18   1.32730e+00   1.32749e+00   -6.65000e-07  
2.2067341e+02  1.62582e+01   1.64853e+01   1.64848e+01   1.66420e-06   1.17074e-08   2.43655e-18   1.19594e+00   1.19614e+00   -6.64255e-07  
2.3713737e+02  1.66300e+01   1.68777e+01   1.68772e+01   1.84622e-06   1.22508e-08   3.05234e-18   1.07431e+00   1.07453e+00   -6.63195e-07  
2.5482967e+02  1.70188e+01   1.72904e+01   1.72897e+01   2.04585e-06   1.27607e-08   3.65807e-18   9.62520e-01   9.62752e-01   -6.61785e-07  
2.7384196e+02  1.74265e+01   1.77255e+01   1.77247e+01   2.26457e-06   1.32579e-08   4.26274e-18   8.60609e-01   8.60852e-01   -6.60145e-07  
2.9427272e+02  1.78552e+01   1.81857e+01   1.81847e+01   2.50397e-06   1.37533e-08   4.88285e-18   7.68405e-01   7.68658e-01   -6.58256e-07  
3.1622777e+02  1.83077e+01   1.86740e+01   1.86728e+01   2.76576e-06   1.42533e-08   5.53301e-18   6.85552e-01   6.85815e-01   -6.56102e-07  
3.3982083e+02  1.87871e+01   1.91941e+01   1.91926e+01   3.05171e-06   1.47618e-08   6.22554e-18   6.11552e-01   6.11824e-01   -6.53673e-07  
3.6517413e+02  1.92969e+01   1.97498e+01   1.97479e+01   3.36363e-06   1.52814e-08   6.96884e-18   5.45825e-01   5.46108e-01   -6.50963e-07  
3.9241898e+02  1.98411e+01   2.03452e+01   2.03429e+01   3.70341e-06   1.58138e-08   7.76578e-18   4.87758e-01   4.88052e-01   -6.47976e-07  
4.2169650e+02  2.04240e+01   2.09847e+01   2.09819e+01   4.07300e-06   1.63607e-08   8.61325e-18   4.36745e-01   4.37049e-01   -6.44729e-07  
4.5315836e+02  2.10502e+01   2.16726e+01   2.16692e+01   4.47445e-06   1.69239e-08   9.50337e-18   3.92114e-01   3.92429e-01   -6.41166e-07  
4.8696753e+02  2.17244e+01   2.24133e+01   2.24091e+01   4.90999e-06   1.75058e-08   1.04260e-17   3.53255e-01   3.53582e-01   -6.37421e-07  
5.2329911e+02  2.24515e+01   2.32108e+01   2.32056e+01   5.38195e-06   1.81091e-08   1.13707e-17   3.19696e-01   3.20035e-01   -6.33562e-07  
5.6234133e+02  2.32364e+01   2.40683e+01   2.40621e+01   5.89288e-06   1.87376e-08   1.23282e-17   2.90971e-01   2.91323e-01   -6.29678e-07  
6.0429639e+02  2.40838e+01   2.49889e+01   2.49814e+01   6.44547e-06   1.93961e-08   1.32905e-17   2.66611e-01   2.66976e-01   -6.25870e-07  
6.4938163e+02  2.49980e+01   2.59750e+01   2.59661e+01   7.04260e-06   2.00907e-08   1.42505e-17   2.46127e-01   2.46509e-01   -6.22237e-07  
6.9783058e+02  2.59833e+01   2.70289e+01   2.70183e+01   7.68727e-06   2.08289e-08   1.52022e-17   2.28984e-01   2.29383e-01   -6.19121e-07  
7.4989421e+02  2.70431e+01   2.81533e+01   2.81410e+01   8.38509e-06   2.16197e-08   1.61395e-17   2.14559e-01   2.14979e-01   -6.16564e-07  
8.0584219e+02  2.81803e+01   2.93501e+01   2.93358e+01   9.14343e-06   2.24736e-08   1.70553e-17   2.02436e-01   2.02880e-01   -6.14380e-07  
8.6596432e+02  2.93972e+01   3.06211e+01   3.06048e+01   9.96754e-06   2.34023e-08   1.79286e-17   1.92198e-01   1.92670e-01   -6.12572e-07  
9.3057204e+02  3.06951e+01   3.19677e+01   3.19493e+01   1.08704e-05   2.44192e-08   1.87521e-17   1.83438e-01   1.83944e-01   -6.11091e-07  
1.0000000e+03  3.20738e+01   3.33906e+01   3.33698e+01   1.18569e-05   2.55406e-08   1.95798e-17   1.75826e-01   1.76370e-01   -6.09954e-07  
1.0746078e+03  3.35335e+01   3.48946e+01   3.48712e+01   1.29268e-05   2.67856e-08   2.03691e-17   1.68661e-01   1.69254e-01   -6.10132e-07  
1.1547820e+03  3.50739e+01   3.64841e+01   3.64577e+01   1.40859e-05   2.81787e-08   2.11190e-17   1.61383e-01   1.62034e-01   -6.10074e-07  
1.2409378e+03  3.66937e+01   3.81628e+01   3.81327e+01   1.53400e-05   2.97523e-08   2.18287e-17   1.53528e-01   1.54254e-01   -6.09364e-07  
1.3335214e+03  3.83901e+01   3.99359e+01   3.99011e+01   1.66946e-05   3.15510e-08   2.24981e-17   1.44577e-01   1.45405e-01   -6.07362e-07  
1.4330126e+03  4.01595e+01   4.18120e+01   4.17706e+01   1.81552e-05   3.36399e-08   2.31289e-17   1.33956e-01   1.34927e-01   -6.03027e-07  
1.5399265e+03  4.19967e+01   4.38066e+01   4.37554e+01   1.97265e-05   3.61182e-08   2.37244e-17   1.21025e-01   1.22206e-01   -5.96482e-07  
1.6548171e+03  4.38958e+01   4.59462e+01   4.58791e+01   2.14116e-05   3.91432e-08   2.42912e-17   1.05450e-01   1.06947e-01   -5.83252e-07  
1.7782794e+03  4.58484e+01   4.82693e+01   4.81736e+01   2.32114e-05   4.29697e-08   2.48400e-17   8.77387e-02   8.97109e-02   -5.59121e-07  
1.9109530e+03  4.78405e+01   5.08014e+01   5.06518e+01   2.51224e-05   4.80047e-08   2.53855e-17   6.98377e-02   7.24702e-02   -5.20074e-07  
2.0535250e+03  4.98429e+01   5.34790e+01   5.32306e+01   2.71343e-05   5.48534e-08   2.59398e-17   5.47218e-02   5.80975e-02   -4.67461e-07  
2.2067341e+03  5.17952e+01   5.61000e+01   5.56960e+01   2.92308e-05   6.42724e-08   2.64964e-17   4.43168e-02   4.81864e-02   -4.14164e-07  
2.3713737e+03  5.36080e+01   5.84463e+01   5.78497e+01   3.13947e-05   7.69145e-08   2.70145e-17   3.84472e-02   4.21703e-02   -3.73064e-07  
2.5482967e+03  5.51983e+01   6.04186e+01   5.96356e+01   3.36201e-05   9.29239e-08   2.74374e-17   3.56927e-02   3.86976e-02   -3.50321e-07  
2.7384196e+03  5.65479e+01   6.20315e+01   6.10977e+01   3.59181e-05   1.11828e-07   2.77447e-17   3.45164e-02   3.67619e-02   -3.40333e-07  
2.9427272e+03  5.77058e+01   6.33658e+01   6.23149e+01   3.83080e-05   1.32967e-07   2.79642e-17   3.39699e-02   3.57145e-02   -3.35970e-07  
3.1622777e+03  5.87294e+01   6.45051e+01   6.33612e+01   4.08060e-05   1.55901e-07   2.81332e-17   3.36854e-02   3.51396e-02   -3.33980e-07  
3.3982083e+03  5.96492e+01   6.54990e+01   6.42797e+01   4.34233e-05   1.80425e-07   2.82738e-17   3.35446e-02   3.48146e-02   -3.33317e-07  
3.6517413e+03  6.04759e+01   6.63702e+01   6.50904e+01   4.61675e-05   2.06461e-07   2.83959e-17   3.35011e-02   3.46369e-02   -3.33576e-07  
3.9241898e+03  6.12127e+01   6.71299e+01   6.58025e+01   4.90452e-05   2.33987e-07   2.85037e-17   3.35296e-02   3.45582e-02   -3.34428e-07  
4.2169650e+03  6.18619e+01   6.77853e+01   6.64223e+01   5.20628e-05   2.63017e-07   2.85995e-17   3.36149e-02   3.45542e-02   -3.35855e-07  
4.5315836e+03  6.24281e+01   6.83443e+01   6.69562e+01   5.52270e-05   2.93584e-07   2.86847e-17   3.37478e-02   3.46108e-02   -3.38520e-07  
4.8696753e+03  6.29167e+01   6.88147e+01   6.74113e+01   5.85451e-05   3.25740e-07   2.87608e-17   3.39232e-02   3.47203e-02   -3.41494e-07  
5.2329911e+03  6.33348e+01   6.92050e+01   6.77951e+01   6.20249e-05   3.59547e-07   2.88289e-17   3.41384e-02   3.48783e-02   -3.44760e-07  
5.6234133e+03  6.36913e+01   6.95249e+01   6.81163e+01   6.56748e-05   3.95078e-07   2.88900e-17   3.43923e-02   3.50825e-02   -3.48312e-07  
6.0429639e+03  6.39945e+01   6.97835e+01   6.83833e+01   6.95035e-05   4.32420e-07   2.89452e-17   3.46843e-02   3.53310e-02   -3.52146e-07  
6.4938163e+03  6.42528e+01   6.99897e+01   6.86041e+01   7.35201e-05   4.71673e-07   2.89954e-17   3.50138e-02   3.56226e-02   -3.56256e-07  
6.9783058e+03  6.44742e+01   7.01522e+01   6.87866e+01   7.77337e-05   5.12962e-07   2.90413e-17   3.53799e-02   3.59557e-02   -3.60629e-07  
7.4989421e+03  6.46666e+01   7.02794e+01   6.89381e+01   8.21538e-05   5.56433e-07   2.90835e-17   3.57811e-02   3.63282e-02   -3.65245e-07  
8.0584219e+03  6.48364e+01   7.03785e+01   6.90653e+01   8.67897e-05   6.02272e-07   2.91225e-17   3.62148e-02   3.67373e-02   -3.70071e-07  
8.6596432e+03  6.49891e+01   7.04560e+01   6.91736e+01   9.16506e-05   6.50709e-07   2.91587e-17   3.66776e-02   3.71790e-02   -3.75064e-07  
9.3057204e+03  6.51294e+01   7.05176e+01   6.92680e+01   9.67459e-05   7.02032e-07   2.91925e-17   3.71644e-02   3.76485e-02   -3.80168e-07  
1.0000000e+04  6.52618e+01   7.05688e+01   6.93530e+01   1.02085e-04   7.56605e-07   2.92241e-17   3.76688e-02   3.81389e-02   -3.85316e-07  
1.0746078e+04  6.53899e+01   7.06147e+01   6.94330e+01   1.07676e-04   8.14884e-07   2.92537e-17   3.81825e-02   3.86419e-02   -3.90429e-07  
1.1547820e+04  6.55170e+01   7.06601e+01   6.95119e+01   1.13529e-04   8.77445e-07   2.92813e-17   3.86947e-02   3.91469e-02   -3.95410e-07  
1.2409378e+04  6.56447e+01   7.07080e+01   6.95919e+01   1.19652e-04   9.45004e-07   2.93073e-17   3.91923e-02   3.96408e-02   -4.00148e-07  
1.3335214e+04  6.57742e+01   7.07618e+01   6.96757e+01   1.26054e-04   1.01845e-06   2.93317e-17   3.96603e-02   4.01083e-02   -4.04523e-07  
1.4330126e+04  6.59073e+01   7.08248e+01   6.97659e+01   1.32741e-04   1.09890e-06   2.93546e-17   4.00823e-02   4.05332e-02   -4.08411e-07  
1.5399265e+04  6.60471e+01   7.09018e+01   6.98666e+01   1.39719e-04   1.18768e-06   2.93758e-17   4.04429e-02   4.09000e-02   -4.11709e-07  
1.6548171e+04  6.61951e+01   7.09955e+01   6.99800e+01   1.46993e-04   1.28643e-06   2.93951e-17   4.07296e-02   4.11959e-02   -4.14336e-07  
1.7782794e+04  6.63519e+01   7.11071e+01   7.01074e+01   1.54562e-04   1.39706e-06   2.94124e-17   4.09362e-02   4.14144e-02   -4.16263e-07  
1.9109530e+04  6.65204e+01   7.12390e+01   7.02514e+01   1.62422e-04   1.52182e-06   2.94272e-17   4.10655e-02   4.15578e-02   -4.17533e-07  
2.0535250e+04  6.67051e+01   7.13943e+01   7.04156e+01   1.70567e-04   1.66324e-06   2.94390e-17   4.11297e-02   4.16380e-02   -4.18270e-07  
2.2067341e+04  6.69061e+01   7.15708e+01   7.05990e+01   1.78982e-04   1.82415e-06   2.94475e-17   4.11488e-02   4.16741e-02   -4.18641e-07  
2.3713737e+04  6.71278e+01   7.17705e+01   7.08044e+01   1.87650e-04   2.00762e-06   2.94523e-17   4.11472e-02   4.16903e-02   -4.18865e-07  
2.5482967e+04  6.73732e+01   7.19935e+01   7.10332e+01   1.96547e-04   2.21694e-06   2.94532e-17   4.11493e-02   4.17105e-02   -4.19153e-07  
2.7384196e+04  6.76427e+01   7.22380e+01   7.12845e+01   2.05648e-04   2.45562e-06   2.94501e-17   4.11758e-02   4.17551e-02   -4.19680e-07  
2.9427272e+04  6.79390e+01   7.25054e+01   7.15602e+01   2.14919e-04   2.72734e-06   2.94431e-17   4.12429e-02   4.18399e-02   -4.20588e-07  
3.1622777e+04  6.82637e+01   7.27962e+01   7.18613e+01   2.24327e-04   3.03600e-06   2.94321e-17   4.13611e-02   4.19753e-02   -4.21969e-07  
3.3982083e+04  6.86255e+01   7.31184e+01   7.21957e+01   2.33832e-04   3.38576e-06   2.94168e-17   4.15381e-02   4.21687e-02   -4.23904e-07  
3.6517413e+04  6.90237e+01   7.34717e+01   7.25632e+01   2.43396e-04   3.78102e-06   2.93975e-17   4.17775e-02   4.24236e-02   -4.26413e-07  
3.9241898e+04  6.94616e+01   7.38594e+01   7.29669e+01   2.52973e-04   4.22644e-06   2.93743e-17   4.20824e-02   4.27428e-02   -4.29521e-07  
4.2169650e+04  6.99414e+01   7.42841e+01   7.34093e+01   2.62519e-04   4.72693e-06   2.93471e-17   4.24562e-02   4.31291e-02   -4.33244e-07  
4.5315836e+04  7.04677e+01   7.47508e+01   7.38952e+01   2.71986e-04   5.28755e-06   2.93160e-17   4.29033e-02   4.35869e-02   -4.37613e-07  
4.8696753e+04  7.10450e+01   7.52642e+01   7.44291e+01   2.81329e-04   5.91348e-06   2.92807e-17   4.34297e-02   4.41216e-02   -4.42665e-07  
5.2329911e+04  7.16762e+01   7.58275e+01   7.50141e+01   2.90500e-04   6.60980e-06   2.92411e-17   4.40427e-02   4.47401e-02   -4.48439e-07  
5.6234133e+04  7.23663e+01   7.64459e+01   7.56551e+01   2.99452e-04   7.38133e-06   2.91969e-17   4.47518e-02   4.54516e-02   -4.54987e-07  
6.0429639e+04  7.31204e+01   7.71244e+01   7.63572e+01   3.08140e-04   8.23234e-06   2.91478e-17   4.55684e-02   4.62671e-02   -4.62372e-07  
6.4938163e+04  7.39416e+01   7.78665e+01   7.71239e+01   3.16521e-04   9.16627e-06   2.90934e-17   4.65060e-02   4.72000e-02   -4.70656e-07  
6.9783058e+04  7.48352e+01   7.86775e+01   7.79600e+01   3.24556e-04   1.01852e-05   2.90333e-17   4.75810e-02   4.82663e-02   -4.79913e-07  
7.4989421e+04  7.58040e+01   7.95603e+01   7.88687e+01   3.32207e-04   1.12896e-05   2.89669e-17   4.88131e-02   4.94856e-02   -4.90220e-07  
8.0584219e+04  7.68488e+01   8.05159e+01   7.98506e+01   3.39444e-04   1.24773e-05   2.88938e-17   5.02258e-02   5.08816e-02   -5.01659e-07  
8.6596432e+04  7.79664e+01   8.15409e+01   8.09025e+01   3.46238e-04   1.37431e-05   2.88141e-17   5.18481e-02   5.24832e-02   -5.14306e-07  
9.3057204e+04  7.91532e+01   8.26319e+01   8.20210e+01   3.52569e-04   1.50782e-05   2.87277e-17   5.37161e-02   5.43271e-02   -5.28253e-07  
1.0000000e+05  8.03979e+01   8.37772e+01   8.31942e+01   3.58422e-04   1.64691e-05   2.86349e-17   5.58750e-02   5.64586e-02   -5.43531e-07  
1.0746078e+05  8.16822e+01   8.49581e+01   8.44036e+01   3.63789e-04   1.78972e-05   2.85371e-17   5.83803e-02   5.89338e-02   -5.60432e-07  
