! na - neutral gas cooling by atomic emission, cooling < 0., [erg cm-3 s-1]
! nh2 - neutral gas cooling by H2 emission
! nh2o - neutral gas cooling by H2O emission
! nco - neutral gas cooling by CO emission
! noh - neutral gas cooling by OH emission
! nnh3 - neutral gas cooling by p- and o-NH3 emission
! nch3oh - neutral gas cooling by CH3OH (A-,E-) emission
! ni - neutral gas heating by neutral-ion collisions
! ne - neutral gas heating by neutral-electron collisions
! nd - neutral gas heating by neutral-dust collisions
! nch - neutral gas heating by chemical reactions
! nh2-h - neutral gas cooling by H2-H dissociation (is included in previous parameter nch)
! ph - heating by photoeffect on dust grains
! cr - heating by cosmic rays
! rlh2 - radiative energy loss by H2 molecule (total and only within state v = 0)
! ih2 - ion fluid cooling via excitation of H2 via ion-H2 collisions
! in - ion gas component heating by neutral-ion collisions
! ie - ion gas component heating by ion-electron collisions
! ich - ion gas component heating by chemical reactions
! ea - electron component cooling by atomic emission
! eh2 - electron component cooling by H2 emission
! eh2o - electron component cooling by H2O emission
! en - electron component heating by neutral-electron collisions
! ei - electron component heating by ion-electron collisions
! ech - electron component heating by chemical reactions
!1           2           3           4           5           6           7           8           9           10          11          12          13          14          15          16          17          18          19          20          21          22          23          24          25          26          27          
!t(yr)/z(cm) na          nh2         nh2o        nco         noh         nnh3        nch3oh      ni          ne          nd          nch         nh2-h       ph          cr          rlh2        rlh2v0      ih2         in          ie          ich         ea          eh2         eh2o        en          ei          ech         
2.05353e+00  1.740e-23   5.620e-24   -3.007e-27  -1.014e-24  0.000e+00   0.000e+00   0.000e+00   2.225e-21   9.816e-24   -9.308e-24  4.498e-20   -2.985e-117 1.034e-23   3.084e-22   1.033e-22   6.160e-25   0.000e+00   -2.225e-21  -4.396e-24  2.172e-21   -1.952e-23  2.316e-24   -1.275e-27  -9.816e-24  4.396e-24   -3.523e-23  
2.20673e+00  1.750e-23   5.812e-24   -3.031e-27  -1.045e-24  0.000e+00   0.000e+00   0.000e+00   2.239e-21   9.884e-24   -9.942e-24  4.545e-20   -3.247e-117 1.034e-23   3.084e-22   1.036e-22   6.469e-25   0.000e+00   -2.239e-21  -4.930e-24  2.187e-21   -1.968e-23  2.309e-24   -1.276e-27  -9.884e-24  4.930e-24   -3.484e-23  
2.37137e+00  1.757e-23   6.001e-24   -3.056e-27  -1.076e-24  0.000e+00   0.000e+00   0.000e+00   2.252e-21   9.942e-24   -1.063e-23  4.588e-20   -3.530e-117 1.034e-23   3.084e-22   1.038e-22   6.786e-25   0.000e+00   -2.252e-21  -5.450e-24  2.201e-21   -1.983e-23  2.301e-24   -1.277e-27  -9.942e-24  5.450e-24   -3.442e-23  
2.54830e+00  1.763e-23   6.187e-24   -3.083e-27  -1.107e-24  0.000e+00   0.000e+00   0.000e+00   2.261e-21   9.990e-24   -1.138e-23  4.628e-20   -3.836e-117 1.034e-23   3.084e-22   1.041e-22   7.110e-25   0.000e+00   -2.261e-21  -5.960e-24  2.212e-21   -1.996e-23  2.292e-24   -1.278e-27  -9.990e-24  5.960e-24   -3.397e-23  
2.73842e+00  1.767e-23   6.370e-24   -3.113e-27  -1.139e-24  0.000e+00   0.000e+00   0.000e+00   2.269e-21   1.003e-23   -1.219e-23  4.664e-20   -4.167e-117 1.034e-23   3.084e-22   1.045e-22   7.443e-25   0.000e+00   -2.269e-21  -6.459e-24  2.221e-21   -2.008e-23  2.283e-24   -1.280e-27  -1.003e-23  6.459e-24   -3.349e-23  
2.94273e+00  1.769e-23   6.550e-24   -3.145e-27  -1.171e-24  0.000e+00   0.000e+00   0.000e+00   2.275e-21   1.006e-23   -1.307e-23  4.697e-20   -4.523e-117 1.034e-23   3.084e-22   1.048e-22   7.784e-25   0.000e+00   -2.275e-21  -6.950e-24  2.228e-21   -2.019e-23  2.273e-24   -1.281e-27  -1.006e-23  6.950e-24   -3.298e-23  
3.16228e+00  1.769e-23   6.726e-24   -3.181e-27  -1.203e-24  0.000e+00   0.000e+00   0.000e+00   2.279e-21   1.009e-23   -1.402e-23  4.727e-20   -4.908e-117 1.034e-23   3.084e-22   1.052e-22   8.134e-25   0.000e+00   -2.279e-21  -7.434e-24  2.233e-21   -2.028e-23  2.262e-24   -1.283e-27  -1.009e-23  7.434e-24   -3.244e-23  
3.39821e+00  1.768e-23   6.899e-24   -3.219e-27  -1.236e-24  0.000e+00   0.000e+00   0.000e+00   2.281e-21   1.010e-23   -1.505e-23  4.753e-20   -5.322e-117 1.034e-23   3.084e-22   1.056e-22   8.496e-25   0.000e+00   -2.281e-21  -7.913e-24  2.237e-21   -2.037e-23  2.250e-24   -1.285e-27  -1.010e-23  7.913e-24   -3.186e-23  
3.65174e+00  1.766e-23   7.069e-24   -3.261e-27  -1.269e-24  0.000e+00   0.000e+00   0.000e+00   2.282e-21   1.011e-23   -1.616e-23  4.775e-20   -5.770e-117 1.034e-23   3.084e-22   1.060e-22   8.873e-25   0.000e+00   -2.282e-21  -8.389e-24  2.239e-21   -2.045e-23  2.237e-24   -1.287e-27  -1.011e-23  8.389e-24   -3.126e-23  
3.92419e+00  1.762e-23   7.235e-24   -3.307e-27  -1.301e-24  0.000e+00   0.000e+00   0.000e+00   2.281e-21   1.012e-23   -1.736e-23  4.794e-20   -6.252e-117 1.034e-23   3.084e-22   1.065e-22   9.268e-25   0.000e+00   -2.281e-21  -8.862e-24  2.240e-21   -2.052e-23  2.223e-24   -1.290e-27  -1.012e-23  8.862e-24   -3.062e-23  
4.21697e+00  1.758e-23   7.397e-24   -3.356e-27  -1.334e-24  0.000e+00   0.000e+00   0.000e+00   2.279e-21   1.012e-23   -1.866e-23  4.809e-20   -6.772e-117 1.034e-23   3.084e-22   1.069e-22   9.686e-25   0.000e+00   -2.279e-21  -9.336e-24  2.240e-21   -2.058e-23  2.208e-24   -1.293e-27  -1.012e-23  9.336e-24   -2.996e-23  
4.53158e+00  1.753e-23   7.556e-24   -3.411e-27  -1.368e-24  0.000e+00   0.000e+00   0.000e+00   2.276e-21   1.011e-23   -2.006e-23  4.820e-20   -7.334e-117 1.034e-23   3.084e-22   1.075e-22   1.013e-24   0.000e+00   -2.276e-21  -9.810e-24  2.238e-21   -2.064e-23  2.192e-24   -1.296e-27  -1.011e-23  9.810e-24   -2.927e-23  
4.86968e+00  1.746e-23   7.713e-24   -3.471e-27  -1.404e-24  0.000e+00   0.000e+00   0.000e+00   2.272e-21   1.010e-23   -2.157e-23  4.828e-20   -7.939e-117 1.034e-23   3.084e-22   1.080e-22   1.062e-24   0.000e+00   -2.272e-21  -1.029e-23  2.235e-21   -2.070e-23  2.176e-24   -1.300e-27  -1.010e-23  1.029e-23   -2.855e-23  
5.23299e+00  1.739e-23   7.866e-24   -3.536e-27  -1.440e-24  0.000e+00   0.000e+00   0.000e+00   2.266e-21   1.009e-23   -2.320e-23  4.832e-20   -8.593e-117 1.034e-23   3.084e-22   1.086e-22   1.115e-24   0.000e+00   -2.266e-21  -1.076e-23  2.231e-21   -2.076e-23  2.158e-24   -1.304e-27  -1.009e-23  1.076e-23   -2.781e-23  
5.62341e+00  1.731e-23   8.016e-24   -3.608e-27  -1.479e-24  0.000e+00   0.000e+00   0.000e+00   2.259e-21   1.007e-23   -2.495e-23  4.832e-20   -9.299e-117 1.034e-23   3.084e-22   1.093e-22   1.173e-24   0.000e+00   -2.259e-21  -1.124e-23  2.226e-21   -2.081e-23  2.139e-24   -1.309e-27  -1.007e-23  1.124e-23   -2.704e-23  
6.04296e+00  1.723e-23   8.163e-24   -3.687e-27  -1.519e-24  0.000e+00   0.000e+00   0.000e+00   2.251e-21   1.005e-23   -2.684e-23  4.828e-20   -1.006e-116 1.034e-23   3.084e-22   1.100e-22   1.238e-24   0.000e+00   -2.251e-21  -1.172e-23  2.220e-21   -2.086e-23  2.120e-24   -1.314e-27  -1.005e-23  1.172e-23   -2.626e-23  
6.49382e+00  1.713e-23   8.308e-24   -3.774e-27  -1.561e-24  0.000e+00   0.000e+00   0.000e+00   2.243e-21   1.002e-23   -2.887e-23  4.822e-20   -1.089e-116 1.034e-23   3.084e-22   1.108e-22   1.309e-24   0.000e+00   -2.243e-21  -1.220e-23  2.213e-21   -2.090e-23  2.099e-24   -1.320e-27  -1.002e-23  1.220e-23   -2.545e-23  
6.97831e+00  1.703e-23   8.451e-24   -3.870e-27  -1.606e-24  0.000e+00   0.000e+00   0.000e+00   2.233e-21   9.990e-24   -3.105e-23  4.811e-20   -1.178e-116 1.034e-23   3.084e-22   1.116e-22   1.388e-24   0.000e+00   -2.233e-21  -1.268e-23  2.205e-21   -2.094e-23  2.077e-24   -1.328e-27  -9.990e-24  1.268e-23   -2.463e-23  
7.49894e+00  1.692e-23   8.592e-24   -3.977e-27  -1.654e-24  0.000e+00   0.000e+00   0.000e+00   2.222e-21   9.956e-24   -3.339e-23  4.798e-20   -1.274e-116 1.034e-23   3.084e-22   1.124e-22   1.474e-24   0.000e+00   -2.222e-21  -1.316e-23  2.196e-21   -2.098e-23  2.054e-24   -1.336e-27  -9.956e-24  1.316e-23   -2.379e-23  
8.05842e+00  1.680e-23   8.734e-24   -4.097e-27  -1.704e-24  0.000e+00   0.000e+00   0.000e+00   2.210e-21   9.917e-24   -3.591e-23  4.781e-20   -1.377e-116 1.034e-23   3.084e-22   1.137e-22   1.569e-24   0.000e+00   -2.210e-21  -1.363e-23  2.185e-21   -2.101e-23  2.036e-24   -1.346e-27  -9.917e-24  1.363e-23   -2.294e-23  
8.65964e+00  1.668e-23   8.899e-24   -4.230e-27  -1.757e-24  0.000e+00   0.000e+00   0.000e+00   2.197e-21   9.875e-24   -3.861e-23  4.761e-20   -1.488e-116 1.034e-23   3.084e-22   1.157e-22   1.674e-24   0.000e+00   -2.197e-21  -1.408e-23  2.174e-21   -2.104e-23  2.029e-24   -1.357e-27  -9.875e-24  1.408e-23   -2.209e-23  
9.30572e+00  1.654e-23   9.088e-24   -4.380e-27  -1.813e-24  0.000e+00   0.000e+00   0.000e+00   2.182e-21   9.827e-24   -4.150e-23  4.737e-20   -1.607e-116 1.034e-23   3.084e-22   1.178e-22   1.790e-24   0.000e+00   -2.182e-21  -1.453e-23  2.161e-21   -2.106e-23  2.021e-24   -1.370e-27  -9.827e-24  1.453e-23   -2.123e-23  
1.00000e+01  1.639e-23   9.296e-24   -4.549e-27  -1.872e-24  0.000e+00   0.000e+00   0.000e+00   2.166e-21   9.774e-24   -4.461e-23  4.710e-20   -1.736e-116 1.034e-23   3.084e-22   1.201e-22   1.919e-24   0.000e+00   -2.166e-21  -1.496e-23  2.147e-21   -2.107e-23  2.013e-24   -1.386e-27  -9.774e-24  1.496e-23   -2.036e-23  
1.07461e+01  1.622e-23   9.522e-24   -4.741e-27  -1.934e-24  0.000e+00   0.000e+00   0.000e+00   2.149e-21   9.715e-24   -4.794e-23  4.680e-20   -1.876e-116 1.034e-23   3.084e-22   1.225e-22   2.061e-24   0.000e+00   -2.149e-21  -1.537e-23  2.131e-21   -2.107e-23  2.003e-24   -1.404e-27  -9.715e-24  1.537e-23   -1.950e-23  
1.15478e+01  1.604e-23   9.763e-24   -4.959e-27  -2.000e-24  0.000e+00   0.000e+00   0.000e+00   2.130e-21   9.649e-24   -5.150e-23  4.647e-20   -2.026e-116 1.034e-23   3.084e-22   1.251e-22   2.218e-24   0.000e+00   -2.130e-21  -1.577e-23  2.114e-21   -2.105e-23  1.992e-24   -1.425e-27  -9.649e-24  1.577e-23   -1.864e-23  
1.24094e+01  1.583e-23   1.002e-23   -5.209e-27  -2.069e-24  0.000e+00   0.000e+00   0.000e+00   2.109e-21   9.575e-24   -5.531e-23  4.610e-20   -2.189e-116 1.034e-23   3.084e-22   1.279e-22   2.392e-24   0.000e+00   -2.109e-21  -1.614e-23  2.095e-21   -2.101e-23  1.979e-24   -1.450e-27  -9.575e-24  1.614e-23   -1.779e-23  
1.33352e+01  1.561e-23   1.029e-23   -5.495e-27  -2.141e-24  0.000e+00   0.000e+00   0.000e+00   2.086e-21   9.493e-24   -5.939e-23  4.569e-20   -2.365e-116 1.034e-23   3.084e-22   1.308e-22   2.585e-24   0.000e+00   -2.086e-21  -1.647e-23  2.073e-21   -2.095e-23  1.965e-24   -1.479e-27  -9.493e-24  1.647e-23   -1.694e-23  
1.43301e+01  1.535e-23   1.058e-23   -5.824e-27  -2.217e-24  0.000e+00   0.000e+00   0.000e+00   2.060e-21   9.401e-24   -6.376e-23  4.523e-20   -2.556e-116 1.034e-23   3.084e-22   1.340e-22   2.798e-24   0.000e+00   -2.060e-21  -1.677e-23  2.049e-21   -2.086e-23  1.950e-24   -1.513e-27  -9.401e-24  1.677e-23   -1.611e-23  
1.53993e+01  1.506e-23   1.089e-23   -6.206e-27  -2.295e-24  0.000e+00   0.000e+00   0.000e+00   2.032e-21   9.297e-24   -6.841e-23  4.474e-20   -2.762e-116 1.034e-23   3.084e-22   1.373e-22   3.034e-24   0.000e+00   -2.032e-21  -1.702e-23  2.023e-21   -2.073e-23  1.933e-24   -1.552e-27  -9.297e-24  1.702e-23   -1.530e-23  
1.65482e+01  1.474e-23   1.122e-23   -6.650e-27  -2.378e-24  0.000e+00   0.000e+00   0.000e+00   2.001e-21   9.181e-24   -7.338e-23  4.419e-20   -2.986e-116 1.034e-23   3.084e-22   1.409e-22   3.296e-24   0.000e+00   -2.001e-21  -1.721e-23  1.993e-21   -2.057e-23  1.913e-24   -1.598e-27  -9.181e-24  1.721e-23   -1.450e-23  
1.77828e+01  1.437e-23   1.156e-23   -7.168e-27  -2.465e-24  0.000e+00   0.000e+00   0.000e+00   1.967e-21   9.051e-24   -7.867e-23  4.359e-20   -3.228e-116 1.034e-23   3.084e-22   1.447e-22   3.586e-24   0.000e+00   -1.967e-21  -1.734e-23  1.960e-21   -2.035e-23  1.892e-24   -1.651e-27  -9.051e-24  1.734e-23   -1.373e-23  
1.91095e+01  1.395e-23   1.193e-23   -7.777e-27  -2.556e-24  0.000e+00   0.000e+00   0.000e+00   1.929e-21   8.905e-24   -8.431e-23  4.293e-20   -3.491e-116 1.034e-23   3.084e-22   1.488e-22   3.908e-24   0.000e+00   -1.929e-21  -1.739e-23  1.924e-21   -2.009e-23  1.869e-24   -1.712e-27  -8.905e-24  1.739e-23   -1.298e-23  
2.05353e+01  1.347e-23   1.233e-23   -8.496e-27  -2.653e-24  0.000e+00   0.000e+00   0.000e+00   1.887e-21   8.741e-24   -9.029e-23  4.219e-20   -3.776e-116 1.034e-23   3.084e-22   1.532e-22   4.264e-24   0.000e+00   -1.887e-21  -1.735e-23  1.883e-21   -1.975e-23  1.843e-24   -1.783e-27  -8.741e-24  1.735e-23   -1.225e-23  
2.20673e+01  1.293e-23   1.274e-23   -9.347e-27  -2.755e-24  0.000e+00   0.000e+00   0.000e+00   1.842e-21   8.558e-24   -9.665e-23  4.139e-20   -4.085e-116 1.034e-23   3.084e-22   1.578e-22   4.658e-24   0.000e+00   -1.842e-21  -1.722e-23  1.838e-21   -1.935e-23  1.815e-24   -1.864e-27  -8.558e-24  1.722e-23   -1.154e-23  
2.37137e+01  1.232e-23   1.319e-23   -1.036e-26  -2.864e-24  0.000e+00   0.000e+00   0.000e+00   1.791e-21   8.352e-24   -1.034e-22  4.050e-20   -4.420e-116 1.034e-23   3.084e-22   1.629e-22   5.094e-24   0.000e+00   -1.791e-21  -1.698e-23  1.789e-21   -1.886e-23  1.784e-24   -1.958e-27  -8.352e-24  1.698e-23   -1.086e-23  
2.54830e+01  1.164e-23   1.367e-23   -1.157e-26  -2.980e-24  0.000e+00   0.000e+00   0.000e+00   1.736e-21   8.124e-24   -1.105e-22  3.951e-20   -4.783e-116 1.034e-23   3.084e-22   1.682e-22   5.576e-24   0.000e+00   -1.736e-21  -1.662e-23  1.734e-21   -1.828e-23  1.750e-24   -2.065e-27  -8.124e-24  1.662e-23   -1.020e-23  
2.73842e+01  1.087e-23   1.417e-23   -1.302e-26  -3.104e-24  0.000e+00   0.000e+00   0.000e+00   1.675e-21   7.870e-24   -1.179e-22  3.843e-20   -5.175e-116 1.034e-23   3.084e-22   1.739e-22   6.107e-24   0.000e+00   -1.675e-21  -1.613e-23  1.674e-21   -1.761e-23  1.713e-24   -2.187e-27  -7.870e-24  1.613e-23   -9.561e-24  
2.94273e+01  1.002e-23   1.472e-23   -1.477e-26  -3.235e-24  0.000e+00   0.000e+00   0.000e+00   1.609e-21   7.591e-24   -1.258e-22  3.724e-20   -5.600e-116 1.034e-23   3.084e-22   1.801e-22   6.691e-24   0.000e+00   -1.609e-21  -1.552e-23  1.609e-21   -1.684e-23  1.673e-24   -2.325e-27  -7.591e-24  1.552e-23   -8.944e-24  
3.16228e+01  9.092e-24   1.530e-23   -1.688e-26  -3.374e-24  0.000e+00   0.000e+00   0.000e+00   1.538e-21   7.283e-24   -1.340e-22  3.594e-20   -6.058e-116 1.034e-23   3.084e-22   1.867e-22   7.333e-24   0.000e+00   -1.538e-21  -1.478e-23  1.538e-21   -1.596e-23  1.629e-24   -2.480e-27  -7.283e-24  1.478e-23   -8.343e-24  
3.39821e+01  8.087e-24   1.592e-23   -1.942e-26  -3.521e-24  0.000e+00   0.000e+00   0.000e+00   1.461e-21   6.948e-24   -1.425e-22  3.452e-20   -6.551e-116 1.034e-23   3.084e-22   1.937e-22   8.034e-24   0.000e+00   -1.461e-21  -1.391e-23  1.461e-21   -1.499e-23  1.582e-24   -2.653e-27  -6.948e-24  1.391e-23   -7.757e-24  
3.65174e+01  7.019e-24   1.658e-23   -2.251e-26  -3.676e-24  0.000e+00   0.000e+00   0.000e+00   1.379e-21   6.586e-24   -1.514e-22  3.298e-20   -7.079e-116 1.034e-23   3.084e-22   2.012e-22   8.798e-24   0.000e+00   -1.379e-21  -1.293e-23  1.379e-21   -1.393e-23  1.530e-24   -2.844e-27  -6.586e-24  1.293e-23   -7.183e-24  
3.92419e+01  5.893e-24   1.729e-23   -2.624e-26  -3.838e-24  0.000e+00   0.000e+00   0.000e+00   1.293e-21   6.198e-24   -1.605e-22  3.132e-20   -7.643e-116 1.034e-23   3.084e-22   2.093e-22   9.624e-24   0.000e+00   -1.293e-21  -1.185e-23  1.292e-21   -1.279e-23  1.475e-24   -3.052e-27  -6.198e-24  1.185e-23   -6.615e-24  
4.21697e+01  4.727e-24   1.804e-23   -3.075e-26  -4.004e-24  0.000e+00   0.000e+00   0.000e+00   1.202e-21   5.787e-24   -1.698e-22  2.954e-20   -8.241e-116 1.034e-23   3.084e-22   2.178e-22   1.051e-23   0.000e+00   -1.202e-21  -1.068e-23  1.201e-21   -1.159e-23  1.416e-24   -3.276e-27  -5.787e-24  1.068e-23   -6.053e-24  
4.53158e+01  3.544e-24   1.885e-23   -3.620e-26  -4.175e-24  0.000e+00   0.000e+00   0.000e+00   1.108e-21   5.357e-24   -1.793e-22  2.766e-20   -8.864e-116 1.034e-23   3.084e-22   2.269e-22   1.142e-23   0.000e+00   -1.108e-21  -9.447e-24  1.107e-21   -1.034e-23  1.352e-24   -3.513e-27  -5.357e-24  9.447e-24   -5.493e-24  
4.86968e+01  2.373e-24   1.969e-23   -4.279e-26  -4.346e-24  0.000e+00   0.000e+00   0.000e+00   1.012e-21   4.913e-24   -1.888e-22  2.569e-20   -9.490e-116 1.034e-23   3.084e-22   2.361e-22   1.227e-23   0.000e+00   -1.012e-21  -8.194e-24  1.011e-21   -9.086e-24  1.282e-24   -3.761e-27  -4.913e-24  8.194e-24   -4.935e-24  
5.23299e+01  1.242e-24   2.056e-23   -5.091e-26  -4.517e-24  0.000e+00   0.000e+00   0.000e+00   9.157e-22   4.464e-24   -1.984e-22  2.366e-20   -9.998e-116 1.034e-23   3.084e-22   2.445e-22   1.264e-23   0.000e+00   -9.157e-22  -6.962e-24  9.141e-22   -7.850e-24  1.200e-24   -4.028e-27  -4.464e-24  6.962e-24   -4.380e-24  
5.62341e+01  1.800e-25   2.128e-23   -6.315e-26  -4.685e-24  0.000e+00   0.000e+00   0.000e+00   8.206e-22   4.017e-24   -2.078e-22  2.160e-20   -9.043e-116 1.034e-23   3.084e-22   2.394e-22   7.905e-24   0.000e+00   -8.206e-22  -5.863e-24  8.189e-22   -6.667e-24  1.028e-24   -4.472e-27  -4.017e-24  5.863e-24   -3.830e-24  
6.04296e+01  -7.865e-25  2.138e-23   -7.328e-26  -4.849e-24  0.000e+00   0.000e+00   0.000e+00   7.288e-22   3.581e-24   -2.171e-22  1.954e-20   -8.895e-116 1.034e-23   3.084e-22   2.409e-22   4.262e-24   0.000e+00   -7.288e-22  -4.792e-24  7.268e-22   -5.568e-24  9.090e-25   -4.620e-27  -3.581e-24  4.792e-24   -3.290e-24  
6.49382e+01  -1.637e-24  2.190e-23   -8.665e-26  -5.008e-24  0.000e+00   0.000e+00   0.000e+00   6.423e-22   3.168e-24   -2.262e-22  1.753e-20   -9.299e-116 1.034e-23   3.084e-22   2.503e-22   4.315e-24   0.000e+00   -6.423e-22  -3.787e-24  6.402e-22   -4.579e-24  8.383e-25   -4.835e-27  -3.168e-24  3.787e-24   -2.766e-24  
6.97831e+01  -2.365e-24  2.275e-23   -1.027e-25  -5.161e-24  0.000e+00   0.000e+00   0.000e+00   5.625e-22   2.784e-24   -2.349e-22  1.560e-20   -9.690e-116 1.034e-23   3.084e-22   2.602e-22   4.560e-24   0.000e+00   -5.625e-22  -2.908e-24  5.603e-22   -3.714e-24  7.709e-25   -5.045e-27  -2.784e-24  2.908e-24   -2.266e-24  
7.49894e+01  -2.968e-24  2.371e-23   -1.220e-25  -5.305e-24  0.000e+00   0.000e+00   0.000e+00   4.906e-22   2.436e-24   -2.433e-22  1.378e-20   -1.007e-115 1.034e-23   3.084e-22   2.706e-22   4.848e-24   0.000e+00   -4.906e-22  -2.164e-24  4.884e-22   -2.978e-24  7.058e-25   -5.250e-27  -2.436e-24  2.164e-24   -1.796e-24  
8.05842e+01  -3.454e-24  2.472e-23   -1.453e-25  -5.444e-24  0.000e+00   0.000e+00   0.000e+00   4.274e-22   2.129e-24   -2.512e-22  1.209e-20   -1.042e-115 1.034e-23   3.084e-22   2.813e-22   5.149e-24   0.000e+00   -4.274e-22  -1.551e-24  4.253e-22   -2.369e-24  6.431e-25   -5.453e-27  -2.129e-24  1.551e-24   -1.360e-24  
