! na - neutral gas cooling by atomic emission, cooling < 0., [erg cm-3 s-1]
! nh2 - neutral gas cooling by H2 emission
! nh2o - neutral gas cooling by H2O emission
! nco - neutral gas cooling by CO emission
! noh - neutral gas cooling by OH emission
! nnh3 - neutral gas cooling by p- and o-NH3 emission
! nch3oh - neutral gas cooling by CH3OH (A-,E-) emission
! ni - neutral gas heating by neutral-ion collisions
! ne - neutral gas heating by neutral-electron collisions
! nd - neutral gas heating by neutral-dust collisions
! nch - neutral gas heating by chemical reactions
! nh2-h - neutral gas cooling by H2-H dissociation (is included in previous parameter nch)
! ph - heating by photoeffect on dust grains
! cr - heating by cosmic rays
! rlh2 - radiative energy loss by H2 molecule (total and only within state v = 0)
! ih2 - ion fluid cooling via excitation of H2 via ion-H2 collisions
! in - ion gas component heating by neutral-ion collisions
! ie - ion gas component heating by ion-electron collisions
! ich - ion gas component heating by chemical reactions
! ea - electron component cooling by atomic emission
! eh2 - electron component cooling by H2 emission
! eh2o - electron component cooling by H2O emission
! en - electron component heating by neutral-electron collisions
! ei - electron component heating by ion-electron collisions
! ech - electron component heating by chemical reactions
!1           2           3           4           5           6           7           8           9           10          11          12          13          14          15          16          17          18          19          20          21          22          23          24          25          26          27          
!t(yr)/z(cm) na          nh2         nh2o        nco         noh         nnh3        nch3oh      ni          ne          nd          nch         nh2-h       ph          cr          rlh2        rlh2v0      ih2         in          ie          ich         ea          eh2         eh2o        en          ei          ech         
8.65964e+01  -3.838e-24  2.576e-23   -1.736e-25  -5.577e-24  0.000e+00   0.000e+00   0.000e+00   3.731e-22   1.864e-24   -2.587e-22  1.057e-20   -1.076e-115 1.034e-23   3.084e-22   2.923e-22   5.457e-24   0.000e+00   -3.731e-22  -1.060e-24  3.711e-22   -1.877e-24  5.833e-25   -5.655e-27  -1.864e-24  1.060e-24   -9.636e-25  
9.30572e+01  -4.134e-24  2.684e-23   -2.079e-25  -5.701e-24  0.000e+00   0.000e+00   0.000e+00   3.274e-22   1.640e-24   -2.658e-22  9.215e-21   -1.108e-115 1.034e-23   3.084e-22   3.036e-22   5.771e-24   0.000e+00   -3.274e-22  -6.724e-25  3.256e-22   -1.487e-24  5.267e-25   -5.858e-27  -1.640e-24  6.724e-25   -6.064e-25  
1.00000e+02  -4.362e-24  2.794e-23   -2.497e-25  -5.821e-24  0.000e+00   0.000e+00   0.000e+00   2.899e-22   1.456e-24   -2.725e-22  8.028e-21   -1.138e-115 1.034e-23   3.084e-22   3.152e-22   6.091e-24   0.000e+00   -2.899e-22  -3.683e-25  2.882e-22   -1.181e-24  4.736e-25   -6.059e-27  -1.456e-24  3.683e-25   -2.868e-25  
1.07461e+02  -4.538e-24  2.906e-23   -3.005e-25  -5.936e-24  0.000e+00   0.000e+00   0.000e+00   2.596e-22   1.307e-24   -2.787e-22  7.002e-21   -1.167e-115 1.034e-23   3.084e-22   3.271e-22   6.417e-24   0.000e+00   -2.596e-22  -1.274e-25  2.580e-22   -9.448e-25  4.242e-25   -6.256e-27  -1.307e-24  1.274e-25   -4.019e-28  
1.15478e+02  -4.676e-24  3.021e-23   -3.620e-25  -6.047e-24  0.000e+00   0.000e+00   0.000e+00   2.355e-22   1.189e-24   -2.847e-22  6.126e-21   -1.194e-115 1.034e-23   3.084e-22   3.392e-22   6.750e-24   0.000e+00   -2.355e-22  6.941e-26   2.341e-22   -7.617e-25  3.783e-25   -6.439e-27  -1.189e-24  -6.941e-26  2.588e-25   
1.24094e+02  -4.786e-24  3.139e-23   -4.362e-25  -6.154e-24  0.000e+00   0.000e+00   0.000e+00   2.167e-22   1.096e-24   -2.903e-22  5.386e-21   -1.220e-115 1.034e-23   3.084e-22   3.517e-22   7.091e-24   0.000e+00   -2.167e-22  2.389e-25   2.153e-22   -6.195e-25  3.359e-25   -6.598e-27  -1.096e-24  -2.389e-25  4.982e-25   
1.33352e+02  -4.878e-24  3.259e-23   -5.251e-25  -6.259e-24  0.000e+00   0.000e+00   0.000e+00   2.021e-22   1.025e-24   -2.956e-22  4.766e-21   -1.245e-115 1.034e-23   3.084e-22   3.645e-22   7.442e-24   0.000e+00   -2.021e-22  3.947e-25   2.008e-22   -5.083e-25  2.968e-25   -6.722e-27  -1.025e-24  -3.947e-25  7.252e-25   
1.43301e+02  -4.957e-24  3.384e-23   -6.311e-25  -6.361e-24  0.000e+00   0.000e+00   0.000e+00   1.910e-22   9.711e-25   -3.007e-22  4.249e-21   -1.269e-115 1.034e-23   3.084e-22   3.777e-22   7.804e-24   0.000e+00   -1.910e-22  5.476e-25   1.898e-22   -4.205e-25  2.609e-25   -6.797e-27  -9.711e-25  -5.476e-25  9.473e-25   
1.53993e+02  -5.026e-24  3.512e-23   -7.571e-25  -6.463e-24  0.000e+00   0.000e+00   0.000e+00   1.827e-22   9.314e-25   -3.057e-22  3.823e-21   -1.293e-115 1.034e-23   3.084e-22   3.913e-22   8.179e-24   0.000e+00   -1.827e-22  7.058e-25   1.814e-22   -3.502e-25  2.279e-25   -6.814e-27  -9.314e-25  -7.058e-25  1.171e-24   
1.65482e+02  -5.090e-24  3.645e-23   -9.062e-25  -6.565e-24  0.000e+00   0.000e+00   0.000e+00   1.766e-22   9.029e-25   -3.105e-22  3.474e-21   -1.317e-115 1.034e-23   3.084e-22   4.055e-22   8.569e-24   0.000e+00   -1.766e-22  8.745e-25   1.753e-22   -2.931e-25  1.978e-25   -6.766e-27  -9.029e-25  -8.745e-25  1.400e-24   
1.77828e+02  -5.150e-24  3.784e-23   -1.082e-24  -6.666e-24  0.000e+00   0.000e+00   0.000e+00   1.722e-22   8.835e-25   -3.153e-22  3.192e-21   -1.340e-115 1.034e-23   3.084e-22   4.203e-22   8.976e-24   0.000e+00   -1.722e-22  1.056e-24   1.708e-22   -2.461e-25  1.704e-25   -6.653e-27  -8.835e-25  -1.056e-24  1.637e-24   
1.91095e+02  -5.207e-24  3.929e-23   -1.291e-24  -6.770e-24  0.000e+00   0.000e+00   0.000e+00   1.692e-22   8.714e-25   -3.201e-22  2.966e-21   -1.364e-115 1.034e-23   3.084e-22   4.358e-22   9.403e-24   0.000e+00   -1.692e-22  1.248e-24   1.676e-22   -2.072e-25  1.455e-25   -6.476e-27  -8.714e-25  -1.248e-24  1.881e-24   
2.05353e+02  -5.261e-24  4.081e-23   -1.536e-24  -6.876e-24  0.000e+00   0.000e+00   0.000e+00   1.672e-22   8.654e-25   -3.249e-22  2.788e-21   -1.388e-115 1.034e-23   3.084e-22   4.521e-22   9.852e-24   0.000e+00   -1.672e-22  1.446e-24   1.655e-22   -1.747e-25  1.232e-25   -6.246e-27  -8.654e-25  -1.446e-24  2.127e-24   
2.20673e+02  -5.312e-24  4.240e-23   -1.824e-24  -6.987e-24  0.000e+00   0.000e+00   0.000e+00   1.660e-22   8.644e-25   -3.298e-22  2.651e-21   -1.412e-115 1.034e-23   3.084e-22   4.691e-22   1.032e-23   0.000e+00   -1.660e-22  1.640e-24   1.641e-22   -1.476e-25  1.034e-25   -5.977e-27  -8.644e-25  -1.640e-24  2.366e-24   
2.37137e+02  -5.357e-24  4.340e-23   -2.160e-24  -7.104e-24  0.000e+00   0.000e+00   0.000e+00   1.654e-22   8.678e-25   -3.349e-22  2.549e-21   -1.438e-115 1.034e-23   3.084e-22   4.777e-22   1.074e-23   0.000e+00   -1.654e-22  1.816e-24   1.634e-22   -1.252e-25  8.440e-26   -5.689e-27  -8.678e-25  -1.816e-24  2.587e-24   
2.54830e+02  -5.393e-24  4.346e-23   -2.546e-24  -7.228e-24  0.000e+00   0.000e+00   0.000e+00   1.652e-22   8.752e-25   -3.401e-22  2.475e-21   -1.464e-115 1.034e-23   3.084e-22   4.784e-22   1.104e-23   0.000e+00   -1.652e-22  1.962e-24   1.631e-22   -1.069e-25  6.728e-26   -5.409e-27  -8.752e-25  -1.962e-24  2.776e-24   
2.73842e+02  -5.415e-24  4.351e-23   -2.983e-24  -7.359e-24  0.000e+00   0.000e+00   0.000e+00   1.654e-22   8.862e-25   -3.457e-22  2.424e-21   -1.492e-115 1.034e-23   3.084e-22   4.792e-22   1.136e-23   0.000e+00   -1.654e-22  2.069e-24   1.632e-22   -9.223e-26  5.350e-26   -5.171e-27  -8.862e-25  -2.069e-24  2.924e-24   
2.94273e+02  -5.420e-24  4.356e-23   -3.467e-24  -7.501e-24  0.000e+00   0.000e+00   0.000e+00   1.658e-22   9.007e-25   -3.515e-22  2.392e-21   -1.521e-115 1.034e-23   3.084e-22   4.800e-22   1.169e-23   0.000e+00   -1.658e-22  2.134e-24   1.636e-22   -8.081e-26  4.267e-26   -5.010e-27  -9.007e-25  -2.134e-24  3.027e-24   
3.16228e+02  -5.412e-24  4.361e-23   -3.990e-24  -7.653e-24  0.000e+00   0.000e+00   0.000e+00   1.665e-22   9.185e-25   -3.578e-22  2.375e-21   -1.552e-115 1.034e-23   3.084e-22   4.808e-22   1.205e-23   0.000e+00   -1.665e-22  2.162e-24   1.643e-22   -7.224e-26  3.441e-26   -4.962e-27  -9.185e-25  -2.162e-24  3.093e-24   
3.39821e+02  -5.395e-24  4.366e-23   -4.539e-24  -7.821e-24  0.000e+00   0.000e+00   0.000e+00   1.673e-22   9.389e-25   -3.645e-22  2.368e-21   -1.586e-115 1.034e-23   3.084e-22   4.817e-22   1.243e-23   0.000e+00   -1.673e-22  2.168e-24   1.651e-22   -6.608e-26  2.827e-26   -5.049e-27  -9.389e-25  -2.168e-24  3.134e-24   
3.65174e+02  -5.384e-24  4.372e-23   -5.104e-24  -8.004e-24  0.000e+00   0.000e+00   0.000e+00   1.683e-22   9.612e-25   -3.717e-22  2.370e-21   -1.623e-115 1.034e-23   3.084e-22   4.827e-22   1.285e-23   0.000e+00   -1.683e-22  2.166e-24   1.661e-22   -6.187e-26  2.384e-26   -5.282e-27  -9.612e-25  -2.166e-24  3.164e-24   
3.92419e+02  -5.387e-24  4.379e-23   -5.673e-24  -8.205e-24  0.000e+00   0.000e+00   0.000e+00   1.693e-22   9.843e-25   -3.794e-22  2.377e-21   -1.663e-115 1.033e-23   3.084e-22   4.837e-22   1.330e-23   0.000e+00   -1.693e-22  2.164e-24   1.672e-22   -5.913e-26  2.067e-26   -5.650e-27  -9.843e-25  -2.164e-24  3.194e-24   
4.21697e+02  -5.410e-24  4.386e-23   -6.238e-24  -8.423e-24  0.000e+00   0.000e+00   0.000e+00   1.703e-22   1.007e-24   -3.878e-22  2.388e-21   -1.707e-115 1.033e-23   3.084e-22   4.849e-22   1.378e-23   0.000e+00   -1.703e-22  2.167e-24   1.682e-22   -5.742e-26  1.843e-26   -6.130e-27  -1.007e-24  -2.167e-24  3.224e-24   
4.53158e+02  -5.455e-24  4.393e-23   -6.800e-24  -8.664e-24  0.000e+00   0.000e+00   0.000e+00   1.713e-22   1.029e-24   -3.968e-22  2.400e-21   -1.754e-115 1.033e-23   3.084e-22   4.861e-22   1.430e-23   0.000e+00   -1.713e-22  2.171e-24   1.691e-22   -5.639e-26  1.681e-26   -6.694e-27  -1.029e-24  -2.171e-24  3.254e-24   
4.86968e+02  -5.522e-24  4.401e-23   -7.361e-24  -8.929e-24  0.000e+00   0.000e+00   0.000e+00   1.721e-22   1.049e-24   -4.065e-22  2.412e-21   -1.807e-115 1.033e-23   3.084e-22   4.874e-22   1.486e-23   0.000e+00   -1.721e-22  2.174e-24   1.699e-22   -5.578e-26  1.562e-26   -7.314e-27  -1.049e-24  -2.174e-24  3.280e-24   
5.23299e+02  -5.611e-24  4.410e-23   -7.928e-24  -9.217e-24  0.000e+00   0.000e+00   0.000e+00   1.728e-22   1.069e-24   -4.171e-22  2.422e-21   -1.864e-115 1.033e-23   3.084e-22   4.889e-22   1.548e-23   0.000e+00   -1.728e-22  2.175e-24   1.706e-22   -5.544e-26  1.471e-26   -7.971e-27  -1.069e-24  -2.175e-24  3.302e-24   
5.62341e+02  -5.715e-24  4.420e-23   -8.505e-24  -9.535e-24  0.000e+00   0.000e+00   0.000e+00   1.734e-22   1.087e-24   -4.284e-22  2.431e-21   -1.927e-115 1.033e-23   3.084e-22   4.904e-22   1.615e-23   0.000e+00   -1.734e-22  2.172e-24   1.712e-22   -5.523e-26  1.399e-26   -8.652e-27  -1.087e-24  -2.172e-24  3.319e-24   
6.04296e+02  -5.838e-24  4.431e-23   -9.107e-24  -9.883e-24  0.000e+00   0.000e+00   0.000e+00   1.739e-22   1.105e-24   -4.407e-22  2.438e-21   -1.997e-115 1.033e-23   3.084e-22   4.922e-22   1.688e-23   0.000e+00   -1.739e-22  2.166e-24   1.717e-22   -5.510e-26  1.340e-26   -9.356e-27  -1.105e-24  -2.166e-24  3.332e-24   
6.49382e+02  -5.979e-24  4.442e-23   -9.743e-24  -1.026e-23  0.000e+00   0.000e+00   0.000e+00   1.742e-22   1.122e-24   -4.539e-22  2.444e-21   -2.073e-115 1.033e-23   3.084e-22   4.941e-22   1.769e-23   0.000e+00   -1.742e-22  2.158e-24   1.721e-22   -5.499e-26  1.292e-26   -1.008e-26  -1.122e-24  -2.158e-24  3.342e-24   
6.97831e+02  -6.135e-24  4.455e-23   -1.042e-23  -1.068e-23  0.000e+00   0.000e+00   0.000e+00   1.745e-22   1.138e-24   -4.681e-22  2.449e-21   -2.158e-115 1.033e-23   3.084e-22   4.961e-22   1.858e-23   0.000e+00   -1.745e-22  2.147e-24   1.724e-22   -5.488e-26  1.250e-26   -1.083e-26  -1.138e-24  -2.147e-24  3.349e-24   
7.49894e+02  -6.312e-24  4.470e-23   -1.115e-23  -1.113e-23  0.000e+00   0.000e+00   0.000e+00   1.748e-22   1.155e-24   -4.834e-22  2.451e-21   -2.253e-115 1.033e-23   3.084e-22   4.985e-22   1.958e-23   0.000e+00   -1.748e-22  2.134e-24   1.726e-22   -5.476e-26  1.214e-26   -1.162e-26  -1.155e-24  -2.134e-24  3.354e-24   
8.05842e+02  -6.509e-24  4.486e-23   -1.194e-23  -1.162e-23  0.000e+00   0.000e+00   0.000e+00   1.749e-22   1.173e-24   -4.999e-22  2.453e-21   -2.359e-115 1.033e-23   3.084e-22   5.011e-22   2.069e-23   0.000e+00   -1.749e-22  2.119e-24   1.728e-22   -5.461e-26  1.182e-26   -1.244e-26  -1.173e-24  -2.119e-24  3.357e-24   
8.65964e+02  -6.725e-24  4.505e-23   -1.281e-23  -1.216e-23  0.000e+00   0.000e+00   0.000e+00   1.750e-22   1.190e-24   -5.176e-22  2.453e-21   -2.478e-115 1.033e-23   3.084e-22   5.041e-22   2.195e-23   0.000e+00   -1.750e-22  2.102e-24   1.729e-22   -5.442e-26  1.154e-26   -1.331e-26  -1.190e-24  -2.102e-24  3.359e-24   
9.30572e+02  -6.967e-24  4.526e-23   -1.376e-23  -1.275e-23  0.000e+00   0.000e+00   0.000e+00   1.751e-22   1.209e-24   -5.366e-22  2.452e-21   -2.613e-115 1.032e-23   3.084e-22   5.075e-22   2.339e-23   0.000e+00   -1.751e-22  2.084e-24   1.730e-22   -5.418e-26  1.129e-26   -1.424e-26  -1.209e-24  -2.084e-24  3.360e-24   
1.00000e+03  -7.237e-24  4.551e-23   -1.482e-23  -1.340e-23  0.000e+00   0.000e+00   0.000e+00   1.751e-22   1.228e-24   -5.569e-22  2.450e-21   -2.767e-115 1.032e-23   3.084e-22   5.114e-22   2.506e-23   0.000e+00   -1.751e-22  2.064e-24   1.730e-22   -5.386e-26  1.107e-26   -1.524e-26  -1.228e-24  -2.064e-24  3.360e-24   
1.07461e+03  -7.530e-24  4.580e-23   -1.598e-23  -1.411e-23  0.000e+00   0.000e+00   0.000e+00   1.750e-22   1.248e-24   -5.787e-22  2.447e-21   -2.945e-115 1.032e-23   3.084e-22   5.161e-22   2.702e-23   0.000e+00   -1.750e-22  2.043e-24   1.730e-22   -5.347e-26  1.088e-26   -1.632e-26  -1.248e-24  -2.043e-24  3.359e-24   
1.15478e+03  -7.857e-24  4.615e-23   -1.728e-23  -1.490e-23  0.000e+00   0.000e+00   0.000e+00   1.749e-22   1.269e-24   -6.021e-22  2.442e-21   -3.153e-115 1.032e-23   3.084e-22   5.216e-22   2.937e-23   0.000e+00   -1.749e-22  2.019e-24   1.729e-22   -5.303e-26  1.072e-26   -1.749e-26  -1.269e-24  -2.019e-24  3.358e-24   
1.24094e+03  -8.222e-24  4.658e-23   -1.873e-23  -1.577e-23  0.000e+00   0.000e+00   0.000e+00   1.748e-22   1.292e-24   -6.270e-22  2.436e-21   -3.401e-115 1.032e-23   3.084e-22   5.283e-22   3.221e-23   0.000e+00   -1.748e-22  1.994e-24   1.728e-22   -5.248e-26  1.059e-26   -1.878e-26  -1.292e-24  -1.994e-24  3.356e-24   
1.33352e+03  -8.623e-24  4.710e-23   -2.036e-23  -1.674e-23  0.000e+00   0.000e+00   0.000e+00   1.746e-22   1.316e-24   -6.537e-22  2.429e-21   -3.697e-115 1.032e-23   3.084e-22   5.365e-22   3.567e-23   0.000e+00   -1.746e-22  1.966e-24   1.726e-22   -5.180e-26  1.049e-26   -2.019e-26  -1.316e-24  -1.966e-24  3.353e-24   
1.43301e+03  -9.070e-24  4.774e-23   -2.219e-23  -1.782e-23  0.000e+00   0.000e+00   0.000e+00   1.744e-22   1.342e-24   -6.821e-22  2.420e-21   -4.053e-115 1.032e-23   3.084e-22   5.466e-22   3.989e-23   0.000e+00   -1.744e-22  1.937e-24   1.724e-22   -5.098e-26  1.044e-26   -2.176e-26  -1.342e-24  -1.937e-24  3.350e-24   
1.53993e+03  -9.572e-24  4.851e-23   -2.423e-23  -1.902e-23  0.000e+00   0.000e+00   0.000e+00   1.740e-22   1.369e-24   -7.124e-22  2.409e-21   -4.481e-115 1.032e-23   3.084e-22   5.586e-22   4.496e-23   0.000e+00   -1.740e-22  1.907e-24   1.722e-22   -5.001e-26  1.042e-26   -2.350e-26  -1.369e-24  -1.907e-24  3.348e-24   
1.65482e+03  -1.013e-23  4.941e-23   -2.653e-23  -2.035e-23  0.000e+00   0.000e+00   0.000e+00   1.737e-22   1.399e-24   -7.445e-22  2.397e-21   -4.986e-115 1.032e-23   3.084e-22   5.727e-22   5.091e-23   0.000e+00   -1.737e-22  1.874e-24   1.718e-22   -4.886e-26  1.044e-26   -2.543e-26  -1.399e-24  -1.874e-24  3.345e-24   
1.77828e+03  -1.075e-23  5.044e-23   -2.911e-23  -2.180e-23  0.000e+00   0.000e+00   0.000e+00   1.732e-22   1.431e-24   -7.786e-22  2.382e-21   -5.568e-115 1.032e-23   3.084e-22   5.887e-22   5.762e-23   0.000e+00   -1.732e-22  1.840e-24   1.714e-22   -4.752e-26  1.049e-26   -2.758e-26  -1.431e-24  -1.840e-24  3.344e-24   
1.91095e+03  -1.146e-23  5.156e-23   -3.199e-23  -2.339e-23  0.000e+00   0.000e+00   0.000e+00   1.727e-22   1.465e-24   -8.146e-22  2.365e-21   -6.220e-115 1.032e-23   3.084e-22   6.061e-22   6.493e-23   0.000e+00   -1.727e-22  1.805e-24   1.709e-22   -4.598e-26  1.054e-26   -2.998e-26  -1.465e-24  -1.805e-24  3.344e-24   
2.05353e+03  -1.225e-23  5.273e-23   -3.523e-23  -2.512e-23  0.000e+00   0.000e+00   0.000e+00   1.720e-22   1.502e-24   -8.525e-22  2.346e-21   -6.930e-115 1.032e-23   3.084e-22   6.243e-22   7.257e-23   0.000e+00   -1.720e-22  1.769e-24   1.702e-22   -4.426e-26  1.059e-26   -3.267e-26  -1.502e-24  -1.769e-24  3.345e-24   
2.20673e+03  -1.315e-23  5.391e-23   -3.881e-23  -2.700e-23  0.000e+00   0.000e+00   0.000e+00   1.712e-22   1.541e-24   -8.924e-22  2.324e-21   -7.679e-115 1.032e-23   3.084e-22   6.426e-22   8.027e-23   0.000e+00   -1.712e-22  1.732e-24   1.695e-22   -4.231e-26  1.061e-26   -3.569e-26  -1.541e-24  -1.732e-24  3.348e-24   
2.37137e+03  -1.417e-23  5.507e-23   -4.269e-23  -2.902e-23  0.000e+00   0.000e+00   0.000e+00   1.702e-22   1.584e-24   -9.341e-22  2.298e-21   -8.447e-115 1.032e-23   3.084e-22   6.604e-22   8.777e-23   0.000e+00   -1.702e-22  1.694e-24   1.686e-22   -4.012e-26  1.060e-26   -3.912e-26  -1.584e-24  -1.694e-24  3.354e-24   
2.54830e+03  -1.533e-23  5.617e-23   -4.702e-23  -3.121e-23  0.000e+00   0.000e+00   0.000e+00   1.691e-22   1.629e-24   -9.775e-22  2.269e-21   -9.218e-115 1.031e-23   3.084e-22   6.774e-22   9.490e-23   0.000e+00   -1.691e-22  1.656e-24   1.675e-22   -3.767e-26  1.055e-26   -4.291e-26  -1.629e-24  -1.656e-24  3.363e-24   
2.73842e+03  -1.664e-23  5.723e-23   -5.181e-23  -3.359e-23  0.000e+00   0.000e+00   0.000e+00   1.678e-22   1.677e-24   -1.022e-21  2.236e-21   -9.991e-115 1.031e-23   3.084e-22   6.937e-22   1.018e-22   0.000e+00   -1.678e-22  1.617e-24   1.661e-22   -3.496e-26  1.046e-26   -4.708e-26  -1.677e-24  -1.617e-24  3.373e-24   
2.94273e+03  -1.812e-23  5.832e-23   -5.709e-23  -3.615e-23  0.000e+00   0.000e+00   0.000e+00   1.661e-22   1.726e-24   -1.069e-21  2.198e-21   -1.080e-114 1.031e-23   3.084e-22   7.106e-22   1.089e-22   0.000e+00   -1.661e-22  1.577e-24   1.646e-22   -3.196e-26  1.036e-26   -5.157e-26  -1.726e-24  -1.577e-24  3.383e-24   
3.16228e+03  -1.978e-23  5.957e-23   -6.285e-23  -3.889e-23  0.000e+00   0.000e+00   0.000e+00   1.642e-22   1.771e-24   -1.116e-21  2.152e-21   -1.169e-114 1.031e-23   3.084e-22   7.299e-22   1.170e-22   0.000e+00   -1.642e-22  1.533e-24   1.627e-22   -2.868e-26  1.029e-26   -5.624e-26  -1.771e-24  -1.533e-24  3.386e-24   
3.39821e+03  -2.161e-23  6.105e-23   -6.905e-23  -4.178e-23  0.000e+00   0.000e+00   0.000e+00   1.619e-22   1.806e-24   -1.163e-21  2.096e-21   -1.269e-114 1.031e-23   3.084e-22   7.527e-22   1.265e-22   0.000e+00   -1.619e-22  1.477e-24   1.604e-22   -2.509e-26  1.027e-26   -6.068e-26  -1.806e-24  -1.477e-24  3.365e-24   
3.65174e+03  -2.361e-23  6.269e-23   -7.549e-23  -4.474e-23  0.000e+00   0.000e+00   0.000e+00   1.591e-22   1.811e-24   -1.210e-21  2.020e-21   -1.376e-114 1.031e-23   3.084e-22   7.779e-22   1.371e-22   0.000e+00   -1.591e-22  1.397e-24   1.577e-22   -2.117e-26  1.032e-26   -6.398e-26  -1.811e-24  -1.397e-24  3.289e-24   
3.92419e+03  -2.570e-23  6.432e-23   -8.175e-23  -4.766e-23  0.000e+00   0.000e+00   0.000e+00   1.558e-22   1.754e-24   -1.255e-21  1.910e-21   -1.477e-114 1.031e-23   3.084e-22   8.029e-22   1.476e-22   0.000e+00   -1.558e-22  1.266e-24   1.545e-22   -1.701e-26  1.047e-26   -6.441e-26  -1.754e-24  -1.266e-24  3.098e-24   
4.21697e+03  -2.775e-23  6.572e-23   -8.701e-23  -5.034e-23  0.000e+00   0.000e+00   0.000e+00   1.521e-22   1.595e-24   -1.295e-21  1.747e-21   -1.558e-114 1.031e-23   3.083e-22   8.243e-22   1.566e-22   0.000e+00   -1.521e-22  1.047e-24   1.511e-22   -1.291e-26  1.078e-26   -5.983e-26  -1.595e-24  -1.047e-24  2.711e-24   
4.53158e+03  -2.955e-23  6.684e-23   -9.015e-23  -5.250e-23  0.000e+00   0.000e+00   0.000e+00   1.487e-22   1.339e-24   -1.328e-21  1.538e-21   -1.614e-114 1.031e-23   3.083e-22   8.413e-22   1.638e-22   0.000e+00   -1.487e-22  7.216e-25   1.480e-22   -9.516e-27  1.134e-26   -5.032e-26  -1.339e-24  -7.216e-25  2.115e-24   
4.86968e+03  -3.082e-23  6.761e-23   -9.062e-23  -5.398e-23  0.000e+00   0.000e+00   0.000e+00   1.463e-22   1.095e-24   -1.351e-21  1.343e-21   -1.642e-114 1.031e-23   3.083e-22   8.531e-22   1.687e-22   0.000e+00   -1.463e-22  3.729e-25   1.459e-22   -7.414e-27  1.203e-26   -4.053e-26  -1.095e-24  -3.729e-25  1.510e-24   
5.23299e+03  -3.110e-23  6.805e-23   -8.920e-23  -5.487e-23  0.000e+00   0.000e+00   0.000e+00   1.453e-22   9.560e-25   -1.366e-21  1.221e-21   -1.645e-114 1.031e-23   3.083e-22   8.597e-22   1.715e-22   0.000e+00   -1.453e-22  1.336e-25   1.452e-22   -6.489e-27  1.255e-26   -3.418e-26  -9.560e-25  -1.336e-25  1.124e-24   
5.62341e+03  -3.042e-23  6.832e-23   -8.735e-23  -5.540e-23  0.000e+00   0.000e+00   0.000e+00   1.454e-22   8.942e-25   -1.376e-21  1.162e-21   -1.636e-114 1.031e-23   3.083e-22   8.638e-22   1.732e-22   0.000e+00   -1.454e-22  8.068e-27   1.454e-22   -6.140e-27  1.288e-26   -3.058e-26  -8.942e-25  -8.068e-27  9.326e-25   
6.04296e+03  -2.975e-23  6.854e-23   -8.570e-23  -5.575e-23  0.000e+00   0.000e+00   0.000e+00   1.461e-22   8.626e-25   -1.384e-21  1.133e-21   -1.624e-114 1.031e-23   3.083e-22   8.671e-22   1.746e-22   0.000e+00   -1.461e-22  -6.533e-26  1.461e-22   -5.964e-27  1.310e-26   -2.829e-26  -8.626e-25  6.533e-26   8.250e-25   
6.49382e+03  -2.926e-23  6.875e-23   -8.426e-23  -5.599e-23  0.000e+00   0.000e+00   0.000e+00   1.469e-22   8.410e-25   -1.391e-21  1.113e-21   -1.611e-114 1.031e-23   3.083e-22   8.703e-22   1.759e-22   0.000e+00   -1.469e-22  -1.209e-25  1.470e-22   -5.832e-27  1.327e-26   -2.661e-26  -8.410e-25  1.209e-25   7.458e-25   
6.97831e+03  -2.885e-23  6.896e-23   -8.289e-23  -5.613e-23  0.000e+00   0.000e+00   0.000e+00   1.478e-22   8.238e-25   -1.397e-21  1.098e-21   -1.599e-114 1.031e-23   3.083e-22   8.736e-22   1.773e-22   0.000e+00   -1.478e-22  -1.687e-25  1.479e-22   -5.718e-27  1.344e-26   -2.524e-26  -8.238e-25  1.687e-25   6.792e-25   
7.49894e+03  -2.845e-23  6.919e-23   -8.154e-23  -5.619e-23  0.000e+00   0.000e+00   0.000e+00   1.486e-22   8.100e-25   -1.401e-21  1.084e-21   -1.588e-114 1.031e-23   3.083e-22   8.771e-22   1.788e-22   0.000e+00   -1.486e-22  -2.108e-25  1.488e-22   -5.622e-27  1.360e-26   -2.407e-26  -8.100e-25  2.108e-25   6.220e-25   
8.05842e+03  -2.801e-23  6.942e-23   -8.013e-23  -5.616e-23  0.000e+00   0.000e+00   0.000e+00   1.494e-22   7.991e-25   -1.405e-21  1.071e-21   -1.578e-114 1.031e-23   3.083e-22   8.807e-22   1.803e-22   0.000e+00   -1.494e-22  -2.475e-25  1.496e-22   -5.542e-27  1.376e-26   -2.303e-26  -7.991e-25  2.475e-25   5.732e-25   
8.65964e+03  -2.753e-23  6.965e-23   -7.864e-23  -5.604e-23  0.000e+00   0.000e+00   0.000e+00   1.501e-22   7.909e-25   -1.408e-21  1.059e-21   -1.568e-114 1.031e-23   3.083e-22   8.842e-22   1.818e-22   0.000e+00   -1.501e-22  -2.790e-25  1.504e-22   -5.479e-27  1.393e-26   -2.208e-26  -7.909e-25  2.790e-25   5.324e-25   
