! p1 - total abundance of grain mantle molecules, [molecules/H]
! p2 - abundance of hydrocarbon molecules in ice mantles, CnHm, n >=2,  [molecules/H]
! p3 - parameter of H2 formation on grains (reaction *H+*H), rate = a*n_H_tot*n_H, a [cm3 s-1]
! p4 - electron concentration, [cm-3]
! p5 - ion concentration (without PAHs and small grains), [cm-3]
! p6 - total electric charge of grains, [cm-3]
!1             2             3             4             5             6             7             8             9             10            
!time(yrs)     T_n           T_i           T_e           p1            p2            p3            p4            p5            p6            
6.9783058e+01  1.31267e+01   1.31607e+01   1.31607e+01   1.26806e-06   8.04277e-09   2.78828e-19   3.06335e+00   3.06398e+00   -2.24360e-06  
7.4989421e+01  1.32294e+01   1.32631e+01   1.32630e+01   1.40374e-06   1.09728e-08   3.02356e-19   2.69093e+00   2.69157e+00   -2.24434e-06  
8.0584219e+01  1.33265e+01   1.33600e+01   1.33600e+01   1.55101e-06   1.42772e-08   3.25696e-19   2.35322e+00   2.35385e+00   -2.24462e-06  
8.6596432e+01  1.34179e+01   1.34515e+01   1.34515e+01   1.71070e-06   1.79718e-08   3.49016e-19   2.04943e+00   2.05005e+00   -2.24480e-06  
9.3057204e+01  1.35037e+01   1.35376e+01   1.35376e+01   1.88367e-06   2.20732e-08   3.72474e-19   1.77811e+00   1.77871e+00   -2.24488e-06  
1.0000000e+02  1.35840e+01   1.36188e+01   1.36188e+01   2.07083e-06   2.65990e-08   3.96216e-19   1.53721e+00   1.53779e+00   -2.24486e-06  
1.0746078e+02  1.36594e+01   1.36955e+01   1.36955e+01   2.27316e-06   3.15684e-08   4.20387e-19   1.32432e+00   1.32486e+00   -2.24470e-06  
1.1547820e+02  1.37302e+01   1.37684e+01   1.37684e+01   2.49170e-06   3.70027e-08   4.45125e-19   1.13681e+00   1.13732e+00   -2.24439e-06  
1.2409378e+02  1.37971e+01   1.38381e+01   1.38381e+01   2.72758e-06   4.29250e-08   4.70567e-19   9.72038e-01   9.72523e-01   -2.24392e-06  
1.3335214e+02  1.38606e+01   1.39055e+01   1.39056e+01   2.98200e-06   4.93609e-08   4.96849e-19   8.27498e-01   8.27960e-01   -2.24324e-06  
1.4330126e+02  1.39214e+01   1.39715e+01   1.39715e+01   3.25627e-06   5.63385e-08   5.24108e-19   7.00887e-01   7.01332e-01   -2.24231e-06  
1.5399265e+02  1.39801e+01   1.40369e+01   1.40370e+01   3.55180e-06   6.38884e-08   5.52478e-19   5.90162e-01   5.90600e-01   -2.24107e-06  
1.6548171e+02  1.40372e+01   1.41029e+01   1.41031e+01   3.87010e-06   7.20439e-08   5.82101e-19   4.93561e-01   4.94000e-01   -2.23943e-06  
1.7782794e+02  1.40935e+01   1.41706e+01   1.41709e+01   4.21280e-06   8.08409e-08   6.13117e-19   4.09587e-01   4.10035e-01   -2.23728e-06  
1.9109530e+02  1.41495e+01   1.42414e+01   1.42421e+01   4.58169e-06   9.03181e-08   6.45673e-19   3.36983e-01   3.37450e-01   -2.23446e-06  
2.0535250e+02  1.42058e+01   1.43172e+01   1.43183e+01   4.97867e-06   1.00517e-07   6.79919e-19   2.74696e-01   2.75191e-01   -2.23076e-06  
2.2067341e+02  1.42632e+01   1.44000e+01   1.44019e+01   5.40580e-06   1.11480e-07   7.16011e-19   2.21828e-01   2.22356e-01   -2.22589e-06  
2.3713737e+02  1.43222e+01   1.44923e+01   1.44956e+01   5.86533e-06   1.23255e-07   7.54108e-19   1.77585e-01   1.78152e-01   -2.21949e-06  
2.5482967e+02  1.43836e+01   1.45968e+01   1.46026e+01   6.35966e-06   1.35889e-07   7.94375e-19   1.41221e-01   1.41830e-01   -2.21118e-06  
2.7384196e+02  1.44478e+01   1.47165e+01   1.47262e+01   6.89143e-06   1.49433e-07   8.36982e-19   1.11984e-01   1.12635e-01   -2.20055e-06  
2.9427272e+02  1.45156e+01   1.48534e+01   1.48696e+01   7.46347e-06   1.63940e-07   8.82105e-19   8.90688e-02   8.97619e-02   -2.18737e-06  
3.1622777e+02  1.45876e+01   1.50082e+01   1.50340e+01   8.07891e-06   1.79461e-07   9.29934e-19   7.16011e-02   7.23353e-02   -2.17177e-06  
3.3982083e+02  1.46644e+01   1.51787e+01   1.52180e+01   8.74128e-06   1.96052e-07   9.80684e-19   5.86491e-02   5.94247e-02   -2.15440e-06  
3.6517413e+02  1.47466e+01   1.53600e+01   1.54167e+01   9.45431e-06   2.13768e-07   1.03458e-18   4.92695e-02   5.00878e-02   -2.13639e-06  
3.9241898e+02  1.48349e+01   1.55460e+01   1.56234e+01   1.02220e-05   2.32661e-07   1.09187e-18   4.25754e-02   4.34379e-02   -2.11899e-06  
4.2169650e+02  1.49299e+01   1.57320e+01   1.58322e+01   1.10488e-05   2.52782e-07   1.15283e-18   3.78002e-02   3.87074e-02   -2.10313e-06  
4.5315836e+02  1.50321e+01   1.59159e+01   1.60399e+01   1.19395e-05   2.74178e-07   1.21781e-18   3.43393e-02   3.52902e-02   -2.08918e-06  
4.8696753e+02  1.51420e+01   1.60982e+01   1.62460e+01   1.28992e-05   2.96888e-07   1.28717e-18   3.17561e-02   3.27486e-02   -2.07708e-06  
5.2329911e+02  1.52601e+01   1.62805e+01   1.64521e+01   1.39337e-05   3.20941e-07   1.36141e-18   2.97559e-02   3.07877e-02   -2.06653e-06  
5.6234133e+02  1.53870e+01   1.64647e+01   1.66600e+01   1.50491e-05   3.46353e-07   1.44109e-18   2.81497e-02   2.92188e-02   -2.05723e-06  
6.0429639e+02  1.55232e+01   1.66528e+01   1.68718e+01   1.62520e-05   3.73120e-07   1.52696e-18   2.68176e-02   2.79230e-02   -2.04959e-06  
6.4938163e+02  1.56691e+01   1.68465e+01   1.70897e+01   1.75498e-05   4.01215e-07   1.61994e-18   2.56773e-02   2.68189e-02   -2.04204e-06  
6.9783058e+02  1.58253e+01   1.70472e+01   1.73154e+01   1.89504e-05   4.30580e-07   1.72123e-18   2.46761e-02   2.58542e-02   -2.03490e-06  
7.4989421e+02  1.59923e+01   1.72562e+01   1.75505e+01   2.04624e-05   4.61119e-07   1.83241e-18   2.37812e-02   2.49972e-02   -2.02819e-06  
8.0584219e+02  1.61708e+01   1.74745e+01   1.77962e+01   2.20951e-05   4.92690e-07   1.95556e-18   2.29665e-02   2.42224e-02   -2.02177e-06  
8.6596432e+02  1.63612e+01   1.77032e+01   1.80542e+01   2.38585e-05   5.25096e-07   2.09347e-18   2.22124e-02   2.35106e-02   -2.01552e-06  
9.3057204e+02  1.65642e+01   1.79434e+01   1.83258e+01   2.57634e-05   5.58080e-07   2.24993e-18   2.15039e-02   2.28475e-02   -2.00934e-06  
1.0000000e+03  1.67803e+01   1.81960e+01   1.86125e+01   2.78213e-05   5.91319e-07   2.43006e-18   2.08296e-02   2.22222e-02   -2.00313e-06  
1.0746078e+03  1.70101e+01   1.84618e+01   1.89156e+01   3.00445e-05   6.24430e-07   2.64082e-18   2.01809e-02   2.16269e-02   -1.99681e-06  
1.1547820e+03  1.72540e+01   1.87417e+01   1.92364e+01   3.24456e-05   6.56986e-07   2.89144e-18   1.95514e-02   2.10558e-02   -1.99029e-06  
1.2409378e+03  1.75126e+01   1.90361e+01   1.95764e+01   3.50377e-05   6.88557e-07   3.19331e-18   1.89364e-02   2.05052e-02   -1.98349e-06  
1.3335214e+03  1.77864e+01   1.93457e+01   1.99367e+01   3.78335e-05   7.18771e-07   3.56013e-18   1.83327e-02   1.99727e-02   -1.97633e-06  
1.4330126e+03  1.80756e+01   1.96706e+01   2.03185e+01   4.08454e-05   7.47409e-07   4.00503e-18   1.77378e-02   1.94574e-02   -1.96874e-06  
1.5399265e+03  1.83806e+01   2.00110e+01   2.07230e+01   4.40844e-05   7.74477e-07   4.53587e-18   1.71504e-02   1.89592e-02   -1.96064e-06  
1.6548171e+03  1.87015e+01   2.03669e+01   2.11514e+01   4.75602e-05   8.00242e-07   5.15066e-18   1.65697e-02   1.84792e-02   -1.95255e-06  
1.7782794e+03  1.90384e+01   2.07377e+01   2.16045e+01   5.12817e-05   8.25174e-07   5.83598e-18   1.59952e-02   1.80189e-02   -1.94506e-06  
1.9109530e+03  1.93909e+01   2.11227e+01   2.20835e+01   5.52574e-05   8.49842e-07   6.56952e-18   1.54266e-02   1.75807e-02   -1.93661e-06  
2.0535250e+03  1.97587e+01   2.15210e+01   2.25893e+01   5.94957e-05   8.74818e-07   7.32432e-18   1.48618e-02   1.71654e-02   -1.92659e-06  
2.2067341e+03  2.01410e+01   2.19307e+01   2.31220e+01   6.40061e-05   9.00609e-07   8.07242e-18   1.43046e-02   1.67806e-02   -1.91577e-06  
2.3713737e+03  2.05368e+01   2.23495e+01   2.36815e+01   6.87985e-05   9.27633e-07   8.78935e-18   1.37555e-02   1.64316e-02   -1.90405e-06  
2.5482967e+03  2.09445e+01   2.27745e+01   2.42675e+01   7.38837e-05   9.56205e-07   9.46340e-18   1.32146e-02   1.61233e-02   -1.89130e-06  
2.7384196e+03  2.13623e+01   2.32025e+01   2.48784e+01   7.92707e-05   9.86533e-07   1.01123e-17   1.26824e-02   1.58609e-02   -1.87738e-06  
2.9427272e+03  2.17873e+01   2.36294e+01   2.55099e+01   8.49629e-05   1.01871e-06   1.07979e-17   1.21603e-02   1.56481e-02   -1.86218e-06  
3.1622777e+03  2.22161e+01   2.40509e+01   2.61506e+01   9.09519e-05   1.05271e-06   1.16093e-17   1.16541e-02   1.54844e-02   -1.84579e-06  
3.3982083e+03  2.26437e+01   2.44625e+01   2.67726e+01   9.72139e-05   1.08835e-06   1.26012e-17   1.11787e-02   1.53573e-02   -1.83038e-06  
3.6517413e+03  2.30624e+01   2.48603e+01   2.73142e+01   1.03714e-04   1.12533e-06   1.37429e-17   1.07681e-02   1.52262e-02   -1.81732e-06  
3.9241898e+03  2.34594e+01   2.52422e+01   2.76579e+01   1.10414e-04   1.16316e-06   1.49332e-17   1.04894e-02   1.49988e-02   -1.80888e-06  
4.2169650e+03  2.38137e+01   2.56060e+01   2.76484e+01   1.17280e-04   1.20123e-06   1.60470e-17   1.04455e-02   1.45404e-02   -1.81069e-06  
4.5315836e+03  2.40982e+01   2.59363e+01   2.72626e+01   1.24291e-04   1.23887e-06   1.70458e-17   1.07084e-02   1.38349e-02   -1.82579e-06  
4.8696753e+03  2.42975e+01   2.61929e+01   2.68052e+01   1.31450e-04   1.27545e-06   1.78660e-17   1.11553e-02   1.31827e-02   -1.84674e-06  
5.2329911e+03  2.44266e+01   2.63561e+01   2.65550e+01   1.38777e-04   1.31050e-06   1.84899e-17   1.15341e-02   1.28538e-02   -1.86245e-06  
5.6234133e+03  2.45157e+01   2.64596e+01   2.64709e+01   1.46282e-04   1.34381e-06   1.90101e-17   1.17658e-02   1.27609e-02   -1.87115e-06  
6.0429639e+03  2.45853e+01   2.65384e+01   2.64500e+01   1.53960e-04   1.37534e-06   1.94995e-17   1.19067e-02   1.27498e-02   -1.87593e-06  
6.4938163e+03  2.46437e+01   2.66057e+01   2.64462e+01   1.61795e-04   1.40512e-06   1.99873e-17   1.20101e-02   1.27596e-02   -1.87918e-06  
6.9783058e+03  2.46934e+01   2.66637e+01   2.64462e+01   1.69763e-04   1.43324e-06   2.04806e-17   1.21001e-02   1.27778e-02   -1.88182e-06  
7.4989421e+03  2.47352e+01   2.67124e+01   2.64466e+01   1.77838e-04   1.45979e-06   2.09785e-17   1.21854e-02   1.28029e-02   -1.88416e-06  
8.0584219e+03  2.47692e+01   2.67515e+01   2.64462e+01   1.85993e-04   1.48492e-06   2.14776e-17   1.22693e-02   1.28345e-02   -1.88628e-06  
8.6596432e+03  2.47956e+01   2.67810e+01   2.64443e+01   1.94196e-04   1.50877e-06   2.19734e-17   1.23537e-02   1.28729e-02   -1.88823e-06  
9.3057204e+03  2.48144e+01   2.68004e+01   2.64399e+01   2.02414e-04   1.53146e-06   2.24607e-17   1.24407e-02   1.29192e-02   -1.89006e-06  
1.0000000e+04  2.48259e+01   2.68097e+01   2.64323e+01   2.10612e-04   1.55314e-06   2.29341e-17   1.25327e-02   1.29754e-02   -1.89184e-06  
1.0746078e+04  2.48303e+01   2.68086e+01   2.64206e+01   2.18758e-04   1.57394e-06   2.33879e-17   1.26330e-02   1.30441e-02   -1.89363e-06  
1.1547820e+04  2.48279e+01   2.67970e+01   2.64041e+01   2.26815e-04   1.59401e-06   2.38172e-17   1.27455e-02   1.31289e-02   -1.89551e-06  
1.2409378e+04  2.48192e+01   2.67748e+01   2.63822e+01   2.34751e-04   1.61348e-06   2.42177e-17   1.28747e-02   1.32342e-02   -1.89757e-06  
1.3335214e+04  2.48049e+01   2.67420e+01   2.63547e+01   2.42534e-04   1.63248e-06   2.45863e-17   1.30261e-02   1.33649e-02   -1.89992e-06  
1.4330126e+04  2.47857e+01   2.66990e+01   2.63211e+01   2.50131e-04   1.65115e-06   2.49212e-17   1.32059e-02   1.35271e-02   -1.90266e-06  
1.5399265e+04  2.47625e+01   2.66461e+01   2.62816e+01   2.57516e-04   1.66962e-06   2.52224e-17   1.34210e-02   1.37276e-02   -1.90591e-06  
1.6548171e+04  2.47361e+01   2.65836e+01   2.62362e+01   2.64659e-04   1.68802e-06   2.54911e-17   1.36789e-02   1.39736e-02   -1.90977e-06  
1.7782794e+04  2.47073e+01   2.65121e+01   2.61848e+01   2.71536e-04   1.70650e-06   2.57298e-17   1.39874e-02   1.42728e-02   -1.91433e-06  
1.9109530e+04  2.46764e+01   2.64323e+01   2.61275e+01   2.78121e-04   1.72518e-06   2.59414e-17   1.43537e-02   1.46323e-02   -1.91962e-06  
2.0535250e+04  2.46436e+01   2.63447e+01   2.60643e+01   2.84391e-04   1.74423e-06   2.61288e-17   1.47839e-02   1.50581e-02   -1.92542e-06  
2.2067341e+04  2.46083e+01   2.62501e+01   2.59949e+01   2.90321e-04   1.76382e-06   2.62943e-17   1.52821e-02   1.55547e-02   -1.93182e-06  
2.3713737e+04  2.45700e+01   2.61494e+01   2.59193e+01   2.95891e-04   1.78418e-06   2.64396e-17   1.58486e-02   1.61228e-02   -1.93865e-06  
2.5482967e+04  2.45273e+01   2.60434e+01   2.58376e+01   3.01081e-04   1.80564e-06   2.65658e-17   1.64770e-02   1.67568e-02   -1.94561e-06  
2.7384196e+04  2.44791e+01   2.59336e+01   2.57501e+01   3.05877e-04   1.82865e-06   2.66736e-17   1.71510e-02   1.74420e-02   -1.95231e-06  
2.9427272e+04  2.44240e+01   2.58215e+01   2.56577e+01   3.10269e-04   1.85389e-06   2.67636e-17   1.78396e-02   1.81497e-02   -1.95822e-06  
3.1622777e+04  2.43608e+01   2.57094e+01   2.55621e+01   3.14253e-04   1.88232e-06   2.68370e-17   1.84948e-02   1.88345e-02   -1.96271e-06  
3.3982083e+04  2.42888e+01   2.55994e+01   2.54651e+01   3.17831e-04   1.91536e-06   2.68953e-17   1.90559e-02   1.94385e-02   -1.96518e-06  
3.6517413e+04  2.42081e+01   2.54934e+01   2.53686e+01   3.21013e-04   1.95487e-06   2.69406e-17   1.94707e-02   1.99101e-02   -1.96526e-06  
3.9241898e+04  2.41197e+01   2.53913e+01   2.52732e+01   3.23814e-04   2.00311e-06   2.69750e-17   1.97258e-02   2.02332e-02   -1.96316e-06  
4.2169650e+04  2.40255e+01   2.52915e+01   2.51781e+01   3.26259e-04   2.06246e-06   2.69995e-17   1.98608e-02   2.04396e-02   -1.95968e-06  
4.5315836e+04  2.39284e+01   2.51922e+01   2.50826e+01   3.28379e-04   2.13503e-06   2.70147e-17   1.99407e-02   2.05861e-02   -1.95587e-06  
4.8696753e+04  2.38319e+01   2.50937e+01   2.49877e+01   3.30216e-04   2.22239e-06   2.70212e-17   2.00153e-02   2.07172e-02   -1.95250e-06  
5.2329911e+04  2.37395e+01   2.49986e+01   2.48959e+01   3.31815e-04   2.32558e-06   2.70205e-17   2.01021e-02   2.08492e-02   -1.94986e-06  
5.6234133e+04  2.36546e+01   2.49103e+01   2.48106e+01   3.33225e-04   2.44529e-06   2.70143e-17   2.01957e-02   2.09779e-02   -1.94788e-06  
6.0429639e+04  2.35795e+01   2.48319e+01   2.47347e+01   3.34496e-04   2.58199e-06   2.70047e-17   2.02836e-02   2.10928e-02   -1.94641e-06  
6.4938163e+04  2.35157e+01   2.47653e+01   2.46701e+01   3.35675e-04   2.73611e-06   2.69931e-17   2.03562e-02   2.11863e-02   -1.94527e-06  
6.9783058e+04  2.34637e+01   2.47112e+01   2.46176e+01   3.36805e-04   2.90800e-06   2.69806e-17   2.04104e-02   2.12564e-02   -1.94435e-06  
7.4989421e+04  2.34229e+01   2.46689e+01   2.45765e+01   3.37928e-04   3.09810e-06   2.69680e-17   2.04477e-02   2.13057e-02   -1.94361e-06  
8.0584219e+04  2.33920e+01   2.46373e+01   2.45458e+01   3.39079e-04   3.30687e-06   2.69554e-17   2.04723e-02   2.13389e-02   -1.94300e-06  
8.6596432e+04  2.33694e+01   2.46143e+01   2.45234e+01   3.40290e-04   3.53492e-06   2.69430e-17   2.04888e-02   2.13613e-02   -1.94251e-06  
9.3057204e+04  2.33532e+01   2.45979e+01   2.45075e+01   3.41588e-04   3.78306e-06   2.69306e-17   2.05010e-02   2.13773e-02   -1.94213e-06  
1.0000000e+05  2.33416e+01   2.45863e+01   2.44964e+01   3.42998e-04   4.05224e-06   2.69179e-17   2.05119e-02   2.13902e-02   -1.94182e-06  
1.0746078e+05  2.33331e+01   2.45779e+01   2.44883e+01   3.44540e-04   4.34369e-06   2.69048e-17   2.05231e-02   2.14021e-02   -1.94158e-06  
