!time         log(Av)       log(n)        log(Tg)       log(Td)       
!(yr)         log(mag)      log(cm-3)     log(K)        log(K)        
1.33352e+01   1.00000e+00   5.30103e+00   1.03442e+00   9.98485e-01   
1.43301e+01   1.00000e+00   5.30103e+00   1.03688e+00   9.98497e-01   
1.53993e+01   1.00000e+00   5.30103e+00   1.03947e+00   9.98510e-01   
1.65482e+01   1.00000e+00   5.30103e+00   1.04221e+00   9.98523e-01   
1.77828e+01   1.00000e+00   5.30103e+00   1.04509e+00   9.98538e-01   
1.91095e+01   1.00000e+00   5.30103e+00   1.04813e+00   9.98553e-01   
2.05353e+01   1.00000e+00   5.30103e+00   1.05131e+00   9.98570e-01   
2.20673e+01   1.00000e+00   5.30103e+00   1.05464e+00   9.98587e-01   
2.37137e+01   1.00000e+00   5.30103e+00   1.05813e+00   9.98606e-01   
2.54830e+01   1.00000e+00   5.30103e+00   1.06175e+00   9.98625e-01   
2.73842e+01   1.00000e+00   5.30103e+00   1.06551e+00   9.98646e-01   
2.94273e+01   1.00000e+00   5.30103e+00   1.06940e+00   9.98668e-01   
3.16228e+01   1.00000e+00   5.30103e+00   1.07340e+00   9.98690e-01   
3.39821e+01   1.00000e+00   5.30103e+00   1.07751e+00   9.98714e-01   
3.65174e+01   1.00000e+00   5.30103e+00   1.08169e+00   9.98738e-01   
3.92419e+01   1.00000e+00   5.30103e+00   1.08592e+00   9.98763e-01   
4.21697e+01   1.00000e+00   5.30103e+00   1.09019e+00   9.98789e-01   
4.53158e+01   1.00000e+00   5.30103e+00   1.09445e+00   9.98815e-01   
4.86968e+01   1.00000e+00   5.30103e+00   1.09867e+00   9.98841e-01   
5.23299e+01   1.00000e+00   5.30103e+00   1.10283e+00   9.98868e-01   
5.62341e+01   1.00000e+00   5.30103e+00   1.10689e+00   9.98894e-01   
6.04296e+01   1.00000e+00   5.30103e+00   1.11081e+00   9.98919e-01   
6.49382e+01   1.00000e+00   5.30103e+00   1.11458e+00   9.98944e-01   
6.97831e+01   1.00000e+00   5.30103e+00   1.11816e+00   9.98968e-01   
7.49894e+01   1.00000e+00   5.30103e+00   1.12154e+00   9.98991e-01   
8.05842e+01   1.00000e+00   5.30103e+00   1.12472e+00   9.99013e-01   
8.65964e+01   1.00000e+00   5.30103e+00   1.12768e+00   9.99034e-01   
9.30572e+01   1.00000e+00   5.30103e+00   1.13045e+00   9.99054e-01   
1.00000e+02   1.00000e+00   5.30103e+00   1.13303e+00   9.99072e-01   
1.07461e+02   1.00000e+00   5.30103e+00   1.13543e+00   9.99089e-01   
1.15478e+02   1.00000e+00   5.30103e+00   1.13768e+00   9.99105e-01   
1.24094e+02   1.00000e+00   5.30103e+00   1.13979e+00   9.99121e-01   
1.33352e+02   1.00000e+00   5.30103e+00   1.14178e+00   9.99136e-01   
1.43301e+02   1.00000e+00   5.30103e+00   1.14368e+00   9.99150e-01   
1.53993e+02   1.00000e+00   5.30103e+00   1.14551e+00   9.99163e-01   
1.65482e+02   1.00000e+00   5.30103e+00   1.14728e+00   9.99177e-01   
1.77828e+02   1.00000e+00   5.30103e+00   1.14902e+00   9.99190e-01   
1.91095e+02   1.00000e+00   5.30103e+00   1.15074e+00   9.99203e-01   
2.05353e+02   1.00000e+00   5.30103e+00   1.15247e+00   9.99216e-01   
2.20673e+02   1.00000e+00   5.30103e+00   1.15422e+00   9.99230e-01   
2.37137e+02   1.00000e+00   5.30103e+00   1.15601e+00   9.99244e-01   
2.54830e+02   1.00000e+00   5.30103e+00   1.15787e+00   9.99258e-01   
2.73842e+02   1.00000e+00   5.30103e+00   1.15980e+00   9.99273e-01   
2.94273e+02   1.00000e+00   5.30103e+00   1.16183e+00   9.99290e-01   
3.16228e+02   1.00000e+00   5.30103e+00   1.16398e+00   9.99307e-01   
3.39821e+02   1.00000e+00   5.30103e+00   1.16626e+00   9.99325e-01   
3.65174e+02   1.00000e+00   5.30103e+00   1.16869e+00   9.99345e-01   
3.92419e+02   1.00000e+00   5.30103e+00   1.17129e+00   9.99366e-01   
4.21697e+02   1.00000e+00   5.30103e+00   1.17406e+00   9.99389e-01   
4.53158e+02   1.00000e+00   5.30103e+00   1.17702e+00   9.99414e-01   
4.86968e+02   1.00000e+00   5.30103e+00   1.18018e+00   9.99441e-01   
5.23299e+02   1.00000e+00   5.30103e+00   1.18356e+00   9.99470e-01   
5.62341e+02   1.00000e+00   5.30103e+00   1.18715e+00   9.99501e-01   
6.04296e+02   1.00000e+00   5.30103e+00   1.19098e+00   9.99535e-01   
6.49382e+02   1.00000e+00   5.30103e+00   1.19504e+00   9.99571e-01   
6.97831e+02   1.00000e+00   5.30103e+00   1.19935e+00   9.99610e-01   
7.49894e+02   1.00000e+00   5.30103e+00   1.20391e+00   9.99653e-01   
8.05842e+02   1.00000e+00   5.30103e+00   1.20873e+00   9.99698e-01   
8.65964e+02   1.00000e+00   5.30103e+00   1.21382e+00   9.99746e-01   
9.30572e+02   1.00000e+00   5.30103e+00   1.21917e+00   9.99799e-01   
1.00000e+03   1.00000e+00   5.30103e+00   1.22480e+00   9.99855e-01   
1.07461e+03   1.00000e+00   5.30103e+00   1.23071e+00   9.99915e-01   
1.15478e+03   1.00000e+00   5.30103e+00   1.23689e+00   9.99979e-01   
1.24094e+03   1.00000e+00   5.30103e+00   1.24335e+00   1.00004e+00   
1.33352e+03   1.00000e+00   5.30103e+00   1.25009e+00   1.00011e+00   
1.43301e+03   1.00000e+00   5.30103e+00   1.25709e+00   1.00018e+00   
1.53993e+03   1.00000e+00   5.30103e+00   1.26436e+00   1.00025e+00   
1.65482e+03   1.00000e+00   5.30103e+00   1.27188e+00   1.00033e+00   
1.77828e+03   1.00000e+00   5.30103e+00   1.27963e+00   1.00041e+00   
1.91095e+03   1.00000e+00   5.30103e+00   1.28760e+00   1.00050e+00   
2.05353e+03   1.00000e+00   5.30103e+00   1.29576e+00   1.00059e+00   
2.20673e+03   1.00000e+00   5.30103e+00   1.30408e+00   1.00069e+00   
2.37137e+03   1.00000e+00   5.30103e+00   1.31253e+00   1.00079e+00   
2.54830e+03   1.00000e+00   5.30103e+00   1.32107e+00   1.00090e+00   
2.73842e+03   1.00000e+00   5.30103e+00   1.32965e+00   1.00101e+00   
2.94273e+03   1.00000e+00   5.30103e+00   1.33820e+00   1.00112e+00   
3.16228e+03   1.00000e+00   5.30103e+00   1.34667e+00   1.00124e+00   
3.39821e+03   1.00000e+00   5.30103e+00   1.35495e+00   1.00135e+00   
3.65174e+03   1.00000e+00   5.30103e+00   1.36290e+00   1.00147e+00   
3.92419e+03   1.00000e+00   5.30103e+00   1.37032e+00   1.00158e+00   
4.21697e+03   1.00000e+00   5.30103e+00   1.37683e+00   1.00167e+00   
4.53158e+03   1.00000e+00   5.30103e+00   1.38198e+00   1.00175e+00   
4.86968e+03   1.00000e+00   5.30103e+00   1.38556e+00   1.00181e+00   
5.23299e+03   1.00000e+00   5.30103e+00   1.38786e+00   1.00185e+00   
5.62341e+03   1.00000e+00   5.30103e+00   1.38944e+00   1.00187e+00   
6.04296e+03   1.00000e+00   5.30103e+00   1.39067e+00   1.00189e+00   
6.49382e+03   1.00000e+00   5.30103e+00   1.39171e+00   1.00191e+00   
6.97831e+03   1.00000e+00   5.30103e+00   1.39258e+00   1.00192e+00   
7.49894e+03   1.00000e+00   5.30103e+00   1.39332e+00   1.00193e+00   
8.05842e+03   1.00000e+00   5.30103e+00   1.39391e+00   1.00194e+00   
8.65964e+03   1.00000e+00   5.30103e+00   1.39437e+00   1.00195e+00   
9.30572e+03   1.00000e+00   5.30103e+00   1.39470e+00   1.00195e+00   
1.00000e+04   1.00000e+00   5.30103e+00   1.39491e+00   1.00196e+00   
1.07461e+04   1.00000e+00   5.30103e+00   1.39498e+00   1.00196e+00   
1.15478e+04   1.00000e+00   5.30103e+00   1.39494e+00   1.00196e+00   
1.24094e+04   1.00000e+00   5.30103e+00   1.39479e+00   1.00196e+00   
1.33352e+04   1.00000e+00   5.30103e+00   1.39454e+00   1.00195e+00   
1.43301e+04   1.00000e+00   5.30103e+00   1.39420e+00   1.00195e+00   
1.53993e+04   1.00000e+00   5.30103e+00   1.39379e+00   1.00194e+00   
1.65482e+04   1.00000e+00   5.30103e+00   1.39333e+00   1.00193e+00   
1.77828e+04   1.00000e+00   5.30103e+00   1.39282e+00   1.00192e+00   
1.91095e+04   1.00000e+00   5.30103e+00   1.39228e+00   1.00191e+00   
2.05353e+04   1.00000e+00   5.30103e+00   1.39170e+00   1.00190e+00   
2.20673e+04   1.00000e+00   5.30103e+00   1.39108e+00   1.00189e+00   
2.37137e+04   1.00000e+00   5.30103e+00   1.39040e+00   1.00188e+00   
2.54830e+04   1.00000e+00   5.30103e+00   1.38965e+00   1.00187e+00   
2.73842e+04   1.00000e+00   5.30103e+00   1.38880e+00   1.00186e+00   
2.94273e+04   1.00000e+00   5.30103e+00   1.38782e+00   1.00184e+00   
3.16228e+04   1.00000e+00   5.30103e+00   1.38669e+00   1.00182e+00   
3.39821e+04   1.00000e+00   5.30103e+00   1.38541e+00   1.00180e+00   
3.65174e+04   1.00000e+00   5.30103e+00   1.38396e+00   1.00178e+00   
3.92419e+04   1.00000e+00   5.30103e+00   1.38237e+00   1.00176e+00   
4.21697e+04   1.00000e+00   5.30103e+00   1.38067e+00   1.00173e+00   
4.53158e+04   1.00000e+00   5.30103e+00   1.37891e+00   1.00170e+00   
4.86968e+04   1.00000e+00   5.30103e+00   1.37716e+00   1.00168e+00   
5.23299e+04   1.00000e+00   5.30103e+00   1.37547e+00   1.00165e+00   
5.62341e+04   1.00000e+00   5.30103e+00   1.37391e+00   1.00163e+00   
6.04296e+04   1.00000e+00   5.30103e+00   1.37253e+00   1.00161e+00   
6.49382e+04   1.00000e+00   5.30103e+00   1.37136e+00   1.00159e+00   
6.97831e+04   1.00000e+00   5.30103e+00   1.37040e+00   1.00157e+00   
7.49894e+04   1.00000e+00   5.30103e+00   1.36964e+00   1.00156e+00   
8.05842e+04   1.00000e+00   5.30103e+00   1.36907e+00   1.00155e+00   
8.65964e+04   1.00000e+00   5.30103e+00   1.36865e+00   1.00155e+00   
9.30572e+04   1.00000e+00   5.30103e+00   1.36835e+00   1.00154e+00   
1.00000e+05   1.00000e+00   5.30103e+00   1.36813e+00   1.00154e+00   
1.07461e+05   1.00000e+00   5.30103e+00   1.36797e+00   1.00154e+00   
1.15478e+05   1.00000e+00   5.30103e+00   1.36785e+00   1.00154e+00   
1.24094e+05   1.00000e+00   5.30103e+00   1.36775e+00   1.00153e+00   
1.33352e+05   1.00000e+00   5.30103e+00   1.36766e+00   1.00153e+00   
1.43301e+05   1.00000e+00   5.30103e+00   1.36758e+00   1.00153e+00   
1.53993e+05   1.00000e+00   5.30103e+00   1.36749e+00   1.00153e+00   
1.65482e+05   1.00000e+00   5.30103e+00   1.36740e+00   1.00153e+00   
1.77828e+05   1.00000e+00   5.30103e+00   1.36730e+00   1.00153e+00   
1.91095e+05   1.00000e+00   5.30103e+00   1.36720e+00   1.00153e+00   
2.05353e+05   1.00000e+00   5.30103e+00   1.36709e+00   1.00152e+00   
2.20673e+05   1.00000e+00   5.30103e+00   1.36697e+00   1.00152e+00   
2.37137e+05   1.00000e+00   5.30103e+00   1.36683e+00   1.00152e+00   
2.54830e+05   1.00000e+00   5.30103e+00   1.36666e+00   1.00152e+00   
2.73842e+05   1.00000e+00   5.30103e+00   1.36635e+00   1.00151e+00   
2.94273e+05   1.00000e+00   5.30103e+00   1.36534e+00   1.00150e+00   
3.16228e+05   1.00000e+00   5.30103e+00   1.36398e+00   1.00148e+00   
3.39821e+05   1.00000e+00   5.30103e+00   1.36327e+00   1.00147e+00   
3.65174e+05   1.00000e+00   5.30103e+00   1.36284e+00   1.00146e+00   
3.92419e+05   1.00000e+00   5.30103e+00   1.36248e+00   1.00146e+00   
4.21697e+05   1.00000e+00   5.30103e+00   1.36215e+00   1.00145e+00   
4.53158e+05   1.00000e+00   5.30103e+00   1.36185e+00   1.00145e+00   
4.86968e+05   1.00000e+00   5.30103e+00   1.36158e+00   1.00144e+00   
5.23299e+05   1.00000e+00   5.30103e+00   1.36134e+00   1.00144e+00   
5.62341e+05   1.00000e+00   5.30103e+00   1.36113e+00   1.00144e+00   
6.04296e+05   1.00000e+00   5.30103e+00   1.36094e+00   1.00143e+00   
6.49382e+05   1.00000e+00   5.30103e+00   1.36078e+00   1.00143e+00   
6.97831e+05   1.00000e+00   5.30103e+00   1.36063e+00   1.00143e+00   
7.49894e+05   1.00000e+00   5.30103e+00   1.36050e+00   1.00143e+00   
8.05842e+05   1.00000e+00   5.30103e+00   1.36038e+00   1.00143e+00   
8.65964e+05   1.00000e+00   5.30103e+00   1.36026e+00   1.00142e+00   
9.30572e+05   1.00000e+00   5.30103e+00   1.36016e+00   1.00142e+00   
1.00000e+06   1.00000e+00   5.30103e+00   1.36006e+00   1.00142e+00   
1.07461e+06   1.00000e+00   5.30103e+00   1.35996e+00   1.00142e+00   
1.15478e+06   1.00000e+00   5.30103e+00   1.35987e+00   1.00142e+00   
1.24094e+06   1.00000e+00   5.30103e+00   1.35977e+00   1.00142e+00   
1.33352e+06   1.00000e+00   5.30103e+00   1.35968e+00   1.00142e+00   
1.43301e+06   1.00000e+00   5.30103e+00   1.35959e+00   1.00141e+00   
1.53993e+06   1.00000e+00   5.30103e+00   1.35950e+00   1.00141e+00   
1.65482e+06   1.00000e+00   5.30103e+00   1.35940e+00   1.00141e+00   
1.77828e+06   1.00000e+00   5.30103e+00   1.35931e+00   1.00141e+00   
1.91095e+06   1.00000e+00   5.30103e+00   1.35922e+00   1.00141e+00   
2.05353e+06   1.00000e+00   5.30103e+00   1.35914e+00   1.00141e+00   
2.20673e+06   1.00000e+00   5.30103e+00   1.35905e+00   1.00141e+00   
2.37137e+06   1.00000e+00   5.30103e+00   1.35896e+00   1.00141e+00   
2.54830e+06   1.00000e+00   5.30103e+00   1.35888e+00   1.00140e+00   
2.73842e+06   1.00000e+00   5.30103e+00   1.35880e+00   1.00140e+00   
2.94273e+06   1.00000e+00   5.30103e+00   1.35872e+00   1.00140e+00   
3.16228e+06   1.00000e+00   5.30103e+00   1.35864e+00   1.00140e+00   
3.39821e+06   1.00000e+00   5.30103e+00   1.35857e+00   1.00140e+00   
3.65174e+06   1.00000e+00   5.30103e+00   1.35850e+00   1.00140e+00   
3.92419e+06   1.00000e+00   5.30103e+00   1.35843e+00   1.00140e+00   
4.21697e+06   1.00000e+00   5.30103e+00   1.35837e+00   1.00140e+00   
4.53158e+06   1.00000e+00   5.30103e+00   1.35830e+00   1.00140e+00   
4.86968e+06   1.00000e+00   5.30103e+00   1.35824e+00   1.00139e+00   
5.23299e+06   1.00000e+00   5.30103e+00   1.35818e+00   1.00139e+00   
5.62341e+06   1.00000e+00   5.30103e+00   1.35813e+00   1.00139e+00   
6.04296e+06   1.00000e+00   5.30103e+00   1.35807e+00   1.00139e+00   
6.49382e+06   1.00000e+00   5.30103e+00   1.35802e+00   1.00139e+00   
6.97831e+06   1.00000e+00   5.30103e+00   1.35797e+00   1.00139e+00   
7.49894e+06   1.00000e+00   5.30103e+00   1.35791e+00   1.00139e+00   
8.05842e+06   1.00000e+00   5.30103e+00   1.35786e+00   1.00139e+00   
8.65964e+06   1.00000e+00   5.30103e+00   1.35781e+00   1.00139e+00   
9.30572e+06   1.00000e+00   5.30103e+00   1.35776e+00   1.00139e+00   
1.00000e+07   1.00000e+00   5.30103e+00   1.35771e+00   1.00139e+00   
1.07461e+07   1.00000e+00   5.30103e+00   1.35766e+00   1.00139e+00   
1.15478e+07   1.00000e+00   5.30103e+00   1.35761e+00   1.00139e+00   
1.24094e+07   1.00000e+00   5.30103e+00   1.35756e+00   1.00139e+00   
1.33352e+07   1.00000e+00   5.30103e+00   1.35751e+00   1.00138e+00   
1.43301e+07   1.00000e+00   5.30103e+00   1.35747e+00   1.00138e+00   
1.53993e+07   1.00000e+00   5.30103e+00   1.35742e+00   1.00138e+00   
1.65482e+07   1.00000e+00   5.30103e+00   1.35737e+00   1.00138e+00   
1.77828e+07   1.00000e+00   5.30103e+00   1.35733e+00   1.00138e+00   
1.91095e+07   1.00000e+00   5.30103e+00   1.35729e+00   1.00138e+00   
2.05353e+07   1.00000e+00   5.30103e+00   1.35725e+00   1.00138e+00   
2.20673e+07   1.00000e+00   5.30103e+00   1.35721e+00   1.00138e+00   
2.37137e+07   1.00000e+00   5.30103e+00   1.35717e+00   1.00138e+00   
2.54830e+07   1.00000e+00   5.30103e+00   1.35714e+00   1.00138e+00   
2.73842e+07   1.00000e+00   5.30103e+00   1.35711e+00   1.00138e+00   
2.94273e+07   1.00000e+00   5.30103e+00   1.35708e+00   1.00138e+00   
3.16228e+07   1.00000e+00   5.30103e+00   1.35705e+00   1.00138e+00   
3.39821e+07   1.00000e+00   5.30103e+00   1.35703e+00   1.00138e+00   
3.65174e+07   1.00000e+00   5.30103e+00   1.35701e+00   1.00138e+00   
3.92419e+07   1.00000e+00   5.30103e+00   1.35699e+00   1.00138e+00   
4.21697e+07   1.00000e+00   5.30103e+00   1.35697e+00   1.00138e+00   
4.53158e+07   1.00000e+00   5.30103e+00   1.35696e+00   1.00138e+00   
4.86968e+07   1.00000e+00   5.30103e+00   1.35695e+00   1.00138e+00   
5.23299e+07   1.00000e+00   5.30103e+00   1.35694e+00   1.00138e+00   
5.62341e+07   1.00000e+00   5.30103e+00   1.35693e+00   1.00138e+00   
6.04296e+07   1.00000e+00   5.30103e+00   1.35692e+00   1.00138e+00   
6.49382e+07   1.00000e+00   5.30103e+00   1.35692e+00   1.00138e+00   
6.97831e+07   1.00000e+00   5.30103e+00   1.35692e+00   1.00138e+00   
7.49894e+07   1.00000e+00   5.30103e+00   1.35691e+00   1.00138e+00   
8.05842e+07   1.00000e+00   5.30103e+00   1.35691e+00   1.00138e+00   
8.65964e+07   1.00000e+00   5.30103e+00   1.35691e+00   1.00138e+00   
9.30572e+07   1.00000e+00   5.30103e+00   1.35691e+00   1.00138e+00   
1.00000e+08   1.00000e+00   5.30103e+00   1.35691e+00   1.00138e+00   
