! na - neutral gas cooling by atomic emission, cooling < 0., [erg cm-3 s-1]
! nh2 - neutral gas cooling by H2 emission
! nh2o - neutral gas cooling by H2O emission
! nco - neutral gas cooling by CO emission
! noh - neutral gas cooling by OH emission
! nnh3 - neutral gas cooling by p- and o-NH3 emission
! nch3oh - neutral gas cooling by CH3OH (A-,E-) emission
! ni - neutral gas heating by neutral-ion collisions
! ne - neutral gas heating by neutral-electron collisions
! nd - neutral gas heating by neutral-dust collisions
! nch - neutral gas heating by chemical reactions
! nh2-h - neutral gas cooling by H2-H dissociation (is included in previous parameter nch)
! ph - heating by photoeffect on dust grains
! cr - heating by cosmic rays
! rlh2 - radiative energy loss by H2 molecule (total and only within state v = 0)
! ih2 - ion fluid cooling via excitation of H2 via ion-H2 collisions
! in - ion gas component heating by neutral-ion collisions
! ie - ion gas component heating by ion-electron collisions
! ich - ion gas component heating by chemical reactions
! ea - electron component cooling by atomic emission
! eh2 - electron component cooling by H2 emission
! eh2o - electron component cooling by H2O emission
! en - electron component heating by neutral-electron collisions
! ei - electron component heating by ion-electron collisions
! ech - electron component heating by chemical reactions
!1           2           3           4           5           6           7           8           9           10          11          12          13          14          15          16          17          18          19          20          21          22          23          24          25          26          27          
!t(yr)/z(cm) na          nh2         nh2o        nco         noh         nnh3        nch3oh      ni          ne          nd          nch         nh2-h       ph          cr          rlh2        rlh2v0      ih2         in          ie          ich         ea          eh2         eh2o        en          ei          ech         
4.69759e+00  -5.912e-25  2.030e-26   -2.310e-29  -5.288e-26  0.000e+00   0.000e+00   0.000e+00   1.735e-23   7.625e-26   -8.040e-26  3.587e-22   -5.796e-121 1.034e-25   3.084e-24   9.661e-25   1.231e-26   8.198e-27   -1.735e-23  4.465e-26   1.640e-23   -2.097e-25  3.012e-27   -1.272e-29  -7.625e-26  -4.465e-26  -5.753e-25  
4.86968e+00  -5.954e-25  2.092e-26   -2.311e-29  -5.602e-26  0.000e+00   0.000e+00   0.000e+00   1.762e-23   7.744e-26   -8.096e-26  3.629e-22   -6.059e-121 1.034e-25   3.084e-24   9.667e-25   1.260e-26   8.494e-27   -1.762e-23  4.027e-26   1.667e-23   -2.124e-25  3.019e-27   -1.272e-29  -7.744e-26  -4.027e-26  -5.753e-25  
5.04807e+00  -5.998e-25  2.155e-26   -2.312e-29  -5.935e-26  0.000e+00   0.000e+00   0.000e+00   1.789e-23   7.862e-26   -8.156e-26  3.672e-22   -6.334e-121 1.034e-25   3.084e-24   9.673e-25   1.290e-26   8.802e-27   -1.789e-23  3.589e-26   1.695e-23   -2.150e-25  3.027e-27   -1.271e-29  -7.862e-26  -3.589e-26  -5.752e-25  
5.23299e+00  -6.045e-25  2.220e-26   -2.313e-29  -6.283e-26  0.000e+00   0.000e+00   0.000e+00   1.816e-23   7.979e-26   -8.218e-26  3.714e-22   -6.622e-121 1.034e-25   3.084e-24   9.679e-25   1.321e-26   9.120e-27   -1.816e-23  3.150e-26   1.722e-23   -2.176e-25  3.035e-27   -1.271e-29  -7.979e-26  -3.150e-26  -5.750e-25  
5.42469e+00  -6.093e-25  2.286e-26   -2.315e-29  -6.652e-26  0.000e+00   0.000e+00   0.000e+00   1.842e-23   8.096e-26   -8.284e-26  3.757e-22   -6.923e-121 1.034e-25   3.084e-24   9.685e-25   1.352e-26   9.450e-27   -1.842e-23  2.711e-26   1.749e-23   -2.202e-25  3.043e-27   -1.271e-29  -8.096e-26  -2.711e-26  -5.748e-25  
5.62341e+00  -6.135e-25  2.354e-26   -2.317e-29  -7.037e-26  0.000e+00   0.000e+00   0.000e+00   1.868e-23   8.211e-26   -8.352e-26  3.799e-22   -7.238e-121 1.034e-25   3.084e-24   9.692e-25   1.383e-26   9.792e-27   -1.868e-23  2.273e-26   1.775e-23   -2.228e-25  3.051e-27   -1.270e-29  -8.211e-26  -2.273e-26  -5.746e-25  
5.82942e+00  -6.180e-25  2.422e-26   -2.319e-29  -7.444e-26  0.000e+00   0.000e+00   0.000e+00   1.894e-23   8.325e-26   -8.424e-26  3.840e-22   -7.567e-121 1.034e-25   3.084e-24   9.698e-25   1.414e-26   1.015e-26   -1.894e-23  1.835e-26   1.802e-23   -2.253e-25  3.059e-27   -1.270e-29  -8.325e-26  -1.835e-26  -5.743e-25  
6.04296e+00  -6.227e-25  2.492e-26   -2.321e-29  -7.868e-26  0.000e+00   0.000e+00   0.000e+00   1.920e-23   8.438e-26   -8.500e-26  3.882e-22   -7.911e-121 1.034e-25   3.084e-24   9.705e-25   1.446e-26   1.051e-26   -1.920e-23  1.398e-26   1.828e-23   -2.278e-25  3.068e-27   -1.270e-29  -8.438e-26  -1.398e-26  -5.739e-25  
6.26434e+00  -6.275e-25  2.564e-26   -2.323e-29  -8.315e-26  0.000e+00   0.000e+00   0.000e+00   1.945e-23   8.550e-26   -8.579e-26  3.923e-22   -8.270e-121 1.034e-25   3.084e-24   9.712e-25   1.479e-26   1.089e-26   -1.945e-23  9.625e-27   1.853e-23   -2.303e-25  3.076e-27   -1.270e-29  -8.550e-26  -9.625e-27  -5.735e-25  
6.49382e+00  -6.318e-25  2.637e-26   -2.325e-29  -8.783e-26  0.000e+00   0.000e+00   0.000e+00   1.970e-23   8.659e-26   -8.661e-26  3.964e-22   -8.645e-121 1.034e-25   3.084e-24   9.719e-25   1.511e-26   1.128e-26   -1.970e-23  5.288e-27   1.879e-23   -2.328e-25  3.084e-27   -1.270e-29  -8.659e-26  -5.288e-27  -5.731e-25  
6.73170e+00  -6.364e-25  2.711e-26   -2.328e-29  -9.271e-26  0.000e+00   0.000e+00   0.000e+00   1.994e-23   8.767e-26   -8.748e-26  4.005e-22   -9.037e-121 1.034e-25   3.084e-24   9.727e-25   1.544e-26   1.169e-26   -1.994e-23  9.710e-28   1.904e-23   -2.352e-25  3.093e-27   -1.269e-29  -8.767e-26  -9.710e-28  -5.725e-25  
6.97831e+00  -6.412e-25  2.786e-26   -2.330e-29  -9.783e-26  0.000e+00   0.000e+00   0.000e+00   2.018e-23   8.873e-26   -8.839e-26  4.045e-22   -9.447e-121 1.034e-25   3.084e-24   9.734e-25   1.577e-26   1.211e-26   -2.018e-23  -3.322e-27  1.928e-23   -2.376e-25  3.101e-27   -1.269e-29  -8.873e-26  3.322e-27   -5.720e-25  
7.23394e+00  -6.460e-25  2.862e-26   -2.333e-29  -1.031e-25  0.000e+00   0.000e+00   0.000e+00   2.042e-23   8.977e-26   -8.934e-26  4.085e-22   -9.874e-121 1.034e-25   3.084e-24   9.742e-25   1.610e-26   1.255e-26   -2.042e-23  -7.588e-27  1.952e-23   -2.400e-25  3.110e-27   -1.269e-29  -8.977e-26  7.588e-27   -5.713e-25  
7.49894e+00  -6.503e-25  2.940e-26   -2.336e-29  -1.087e-25  0.000e+00   0.000e+00   0.000e+00   2.065e-23   9.079e-26   -9.034e-26  4.124e-22   -1.032e-120 1.034e-25   3.084e-24   9.750e-25   1.644e-26   1.300e-26   -2.065e-23  -1.182e-26  1.976e-23   -2.423e-25  3.119e-27   -1.269e-29  -9.079e-26  1.182e-26   -5.706e-25  
7.77365e+00  -6.549e-25  3.019e-26   -2.339e-29  -1.145e-25  0.000e+00   0.000e+00   0.000e+00   2.087e-23   9.179e-26   -9.138e-26  4.162e-22   -1.079e-120 1.034e-25   3.084e-24   9.758e-25   1.677e-26   1.347e-26   -2.087e-23  -1.603e-26  1.999e-23   -2.445e-25  3.127e-27   -1.269e-29  -9.179e-26  1.603e-26   -5.698e-25  
8.05842e+00  -6.598e-25  3.098e-26   -2.342e-29  -1.205e-25  0.000e+00   0.000e+00   0.000e+00   2.109e-23   9.276e-26   -9.247e-26  4.200e-22   -1.127e-120 1.034e-25   3.084e-24   9.766e-25   1.711e-26   1.395e-26   -2.109e-23  -2.019e-26  2.021e-23   -2.467e-25  3.136e-27   -1.269e-29  -9.276e-26  2.019e-26   -5.689e-25  
8.35363e+00  -6.647e-25  3.179e-26   -2.345e-29  -1.268e-25  0.000e+00   0.000e+00   0.000e+00   2.131e-23   9.371e-26   -9.361e-26  4.238e-22   -1.178e-120 1.034e-25   3.084e-24   9.774e-25   1.745e-26   1.445e-26   -2.131e-23  -2.433e-26  2.043e-23   -2.489e-25  3.145e-27   -1.268e-29  -9.371e-26  2.433e-26   -5.680e-25  
8.65964e+00  -6.690e-25  3.261e-26   -2.349e-29  -1.332e-25  0.000e+00   0.000e+00   0.000e+00   2.151e-23   9.463e-26   -9.480e-26  4.275e-22   -1.231e-120 1.034e-25   3.084e-24   9.783e-25   1.779e-26   1.497e-26   -2.151e-23  -2.842e-26  2.065e-23   -2.510e-25  3.153e-27   -1.268e-29  -9.463e-26  2.842e-26   -5.670e-25  
8.97687e+00  -6.736e-25  3.344e-26   -2.352e-29  -1.400e-25  0.000e+00   0.000e+00   0.000e+00   2.172e-23   9.552e-26   -9.605e-26  4.311e-22   -1.286e-120 1.034e-25   3.084e-24   9.792e-25   1.813e-26   1.550e-26   -2.172e-23  -3.247e-26  2.085e-23   -2.531e-25  3.162e-27   -1.268e-29  -9.552e-26  3.247e-26   -5.659e-25  
9.30572e+00  -6.785e-25  3.427e-26   -2.356e-29  -1.469e-25  0.000e+00   0.000e+00   0.000e+00   2.191e-23   9.639e-26   -9.735e-26  4.347e-22   -1.343e-120 1.034e-25   3.084e-24   9.801e-25   1.847e-26   1.606e-26   -2.191e-23  -3.648e-26  2.105e-23   -2.551e-25  3.170e-27   -1.268e-29  -9.639e-26  3.648e-26   -5.647e-25  
9.64662e+00  -6.833e-25  3.512e-26   -2.359e-29  -1.541e-25  0.000e+00   0.000e+00   0.000e+00   2.210e-23   9.723e-26   -9.871e-26  4.381e-22   -1.403e-120 1.034e-25   3.084e-24   9.810e-25   1.881e-26   1.663e-26   -2.210e-23  -4.044e-26  2.125e-23   -2.570e-25  3.179e-27   -1.268e-29  -9.723e-26  4.044e-26   -5.635e-25  
1.00000e+01  -6.876e-25  3.596e-26   -2.363e-29  -1.614e-25  0.000e+00   0.000e+00   0.000e+00   2.228e-23   9.804e-26   -1.001e-25  4.416e-22   -1.466e-120 1.034e-25   3.084e-24   9.819e-25   1.915e-26   1.723e-26   -2.228e-23  -4.436e-26  2.144e-23   -2.589e-25  3.187e-27   -1.268e-29  -9.804e-26  4.436e-26   -5.621e-25  
1.03663e+01  -6.921e-25  3.682e-26   -2.368e-29  -1.691e-25  0.000e+00   0.000e+00   0.000e+00   2.246e-23   9.882e-26   -1.016e-25  4.449e-22   -1.531e-120 1.034e-25   3.084e-24   9.829e-25   1.949e-26   1.784e-26   -2.246e-23  -4.823e-26  2.162e-23   -2.608e-25  3.195e-27   -1.267e-29  -9.882e-26  4.823e-26   -5.607e-25  
1.07461e+01  -6.970e-25  3.768e-26   -2.372e-29  -1.768e-25  0.000e+00   0.000e+00   0.000e+00   2.262e-23   9.958e-26   -1.032e-25  4.482e-22   -1.599e-120 1.034e-25   3.084e-24   9.839e-25   1.983e-26   1.848e-26   -2.262e-23  -5.206e-26  2.179e-23   -2.625e-25  3.203e-27   -1.267e-29  -9.958e-26  5.206e-26   -5.592e-25  
1.11397e+01  -7.018e-25  3.854e-26   -2.376e-29  -1.849e-25  0.000e+00   0.000e+00   0.000e+00   2.279e-23   1.003e-25   -1.048e-25  4.514e-22   -1.669e-120 1.034e-25   3.084e-24   9.849e-25   2.017e-26   1.914e-26   -2.279e-23  -5.584e-26  2.196e-23   -2.643e-25  3.211e-27   -1.267e-29  -1.003e-25  5.584e-26   -5.576e-25  
1.15478e+01  -7.061e-25  3.941e-26   -2.381e-29  -1.931e-25  0.000e+00   0.000e+00   0.000e+00   2.294e-23   1.010e-25   -1.065e-25  4.545e-22   -1.743e-120 1.034e-25   3.084e-24   9.859e-25   2.050e-26   1.982e-26   -2.294e-23  -5.958e-26  2.212e-23   -2.659e-25  3.219e-27   -1.267e-29  -1.010e-25  5.958e-26   -5.559e-25  
1.19709e+01  -7.106e-25  4.028e-26   -2.386e-29  -2.015e-25  0.000e+00   0.000e+00   0.000e+00   2.309e-23   1.017e-25   -1.083e-25  4.576e-22   -1.819e-120 1.034e-25   3.084e-24   9.870e-25   2.084e-26   2.052e-26   -2.309e-23  -6.327e-26  2.228e-23   -2.675e-25  3.227e-27   -1.267e-29  -1.017e-25  6.327e-26   -5.541e-25  
1.24094e+01  -7.154e-25  4.115e-26   -2.391e-29  -2.101e-25  0.000e+00   0.000e+00   0.000e+00   2.323e-23   1.023e-25   -1.101e-25  4.605e-22   -1.899e-120 1.034e-25   3.084e-24   9.881e-25   2.117e-26   2.125e-26   -2.323e-23  -6.691e-26  2.242e-23   -2.691e-25  3.234e-27   -1.266e-29  -1.023e-25  6.691e-26   -5.522e-25  
1.28640e+01  -7.201e-25  4.202e-26   -2.396e-29  -2.189e-25  0.000e+00   0.000e+00   0.000e+00   2.337e-23   1.029e-25   -1.120e-25  4.634e-22   -1.982e-120 1.034e-25   3.084e-24   9.892e-25   2.149e-26   2.200e-26   -2.337e-23  -7.051e-26  2.256e-23   -2.706e-25  3.241e-27   -1.266e-29  -1.029e-25  7.051e-26   -5.502e-25  
1.33352e+01  -7.242e-25  4.289e-26   -2.401e-29  -2.278e-25  0.000e+00   0.000e+00   0.000e+00   2.349e-23   1.035e-25   -1.141e-25  4.663e-22   -2.068e-120 1.034e-25   3.084e-24   9.903e-25   2.182e-26   2.278e-26   -2.349e-23  -7.407e-26  2.270e-23   -2.720e-25  3.248e-27   -1.266e-29  -1.035e-25  7.407e-26   -5.481e-25  
1.38237e+01  -7.285e-25  4.376e-26   -2.407e-29  -2.368e-25  0.000e+00   0.000e+00   0.000e+00   2.361e-23   1.040e-25   -1.161e-25  4.690e-22   -2.158e-120 1.034e-25   3.084e-24   9.914e-25   2.214e-26   2.359e-26   -2.361e-23  -7.759e-26  2.282e-23   -2.734e-25  3.255e-27   -1.266e-29  -1.040e-25  7.759e-26   -5.460e-25  
1.43301e+01  -7.331e-25  4.462e-26   -2.413e-29  -2.461e-25  0.000e+00   0.000e+00   0.000e+00   2.373e-23   1.045e-25   -1.183e-25  4.717e-22   -2.252e-120 1.034e-25   3.084e-24   9.926e-25   2.246e-26   2.442e-26   -2.373e-23  -8.107e-26  2.295e-23   -2.747e-25  3.261e-27   -1.266e-29  -1.045e-25  8.107e-26   -5.437e-25  
1.48551e+01  -7.379e-25  4.548e-26   -2.419e-29  -2.554e-25  0.000e+00   0.000e+00   0.000e+00   2.384e-23   1.050e-25   -1.206e-25  4.743e-22   -2.349e-120 1.034e-25   3.084e-24   9.938e-25   2.277e-26   2.529e-26   -2.384e-23  -8.451e-26  2.306e-23   -2.760e-25  3.267e-27   -1.265e-29  -1.050e-25  8.451e-26   -5.413e-25  
1.53993e+01  -7.421e-25  4.633e-26   -2.425e-29  -2.649e-25  0.000e+00   0.000e+00   0.000e+00   2.394e-23   1.055e-25   -1.230e-25  4.768e-22   -2.450e-120 1.034e-25   3.084e-24   9.950e-25   2.308e-26   2.618e-26   -2.394e-23  -8.791e-26  2.317e-23   -2.772e-25  3.273e-27   -1.265e-29  -1.055e-25  8.791e-26   -5.388e-25  
1.59634e+01  -7.464e-25  4.718e-26   -2.432e-29  -2.744e-25  0.000e+00   0.000e+00   0.000e+00   2.403e-23   1.059e-25   -1.255e-25  4.792e-22   -2.555e-120 1.034e-25   3.084e-24   9.963e-25   2.339e-26   2.710e-26   -2.403e-23  -9.128e-26  2.327e-23   -2.784e-25  3.278e-27   -1.265e-29  -1.059e-25  9.128e-26   -5.362e-25  
1.65482e+01  -7.511e-25  4.801e-26   -2.439e-29  -2.841e-25  0.000e+00   0.000e+00   0.000e+00   2.412e-23   1.063e-25   -1.280e-25  4.816e-22   -2.664e-120 1.034e-25   3.084e-24   9.976e-25   2.369e-26   2.805e-26   -2.412e-23  -9.462e-26  2.336e-23   -2.795e-25  3.283e-27   -1.265e-29  -1.063e-25  9.462e-26   -5.336e-25  
1.71544e+01  -7.557e-25  4.884e-26   -2.446e-29  -2.938e-25  0.000e+00   0.000e+00   0.000e+00   2.420e-23   1.067e-25   -1.307e-25  4.839e-22   -2.778e-120 1.034e-25   3.084e-24   9.989e-25   2.399e-26   2.903e-26   -2.420e-23  -9.793e-26  2.345e-23   -2.806e-25  3.287e-27   -1.264e-29  -1.067e-25  9.793e-26   -5.308e-25  
1.77828e+01  -7.594e-25  4.966e-26   -2.454e-29  -3.037e-25  0.000e+00   0.000e+00   0.000e+00   2.428e-23   1.071e-25   -1.335e-25  4.862e-22   -2.896e-120 1.034e-25   3.084e-24   1.000e-24   2.428e-26   3.005e-26   -2.428e-23  -1.012e-25  2.354e-23   -2.816e-25  3.291e-27   -1.264e-29  -1.071e-25  1.012e-25   -5.279e-25  
1.84342e+01  -7.634e-25  5.046e-26   -2.462e-29  -3.136e-25  0.000e+00   0.000e+00   0.000e+00   2.435e-23   1.074e-25   -1.364e-25  4.883e-22   -3.019e-120 1.034e-25   3.084e-24   1.002e-24   2.457e-26   3.110e-26   -2.435e-23  -1.045e-25  2.361e-23   -2.826e-25  3.295e-27   -1.264e-29  -1.074e-25  1.045e-25   -5.249e-25  
1.91095e+01  -7.676e-25  5.125e-26   -2.470e-29  -3.236e-25  0.000e+00   0.000e+00   0.000e+00   2.441e-23   1.077e-25   -1.395e-25  4.904e-22   -3.146e-120 1.034e-25   3.084e-24   1.003e-24   2.485e-26   3.219e-26   -2.441e-23  -1.077e-25  2.369e-23   -2.836e-25  3.298e-27   -1.264e-29  -1.077e-25  1.077e-25   -5.217e-25  
1.98096e+01  -7.721e-25  5.202e-26   -2.478e-29  -3.336e-25  0.000e+00   0.000e+00   0.000e+00   2.447e-23   1.080e-25   -1.427e-25  4.924e-22   -3.279e-120 1.034e-25   3.084e-24   1.005e-24   2.513e-26   3.331e-26   -2.447e-23  -1.109e-25  2.375e-23   -2.845e-25  3.301e-27   -1.264e-29  -1.080e-25  1.109e-25   -5.185e-25  
2.05353e+01  -7.759e-25  5.278e-26   -2.487e-29  -3.437e-25  0.000e+00   0.000e+00   0.000e+00   2.453e-23   1.083e-25   -1.459e-25  4.944e-22   -3.417e-120 1.034e-25   3.084e-24   1.006e-24   2.541e-26   3.447e-26   -2.453e-23  -1.141e-25  2.381e-23   -2.854e-25  3.303e-27   -1.264e-29  -1.083e-25  1.141e-25   -5.152e-25  
2.12875e+01  -7.799e-25  5.353e-26   -2.496e-29  -3.538e-25  0.000e+00   0.000e+00   0.000e+00   2.457e-23   1.085e-25   -1.494e-25  4.962e-22   -3.560e-120 1.034e-25   3.084e-24   1.008e-24   2.568e-26   3.567e-26   -2.457e-23  -1.173e-25  2.387e-23   -2.862e-25  3.304e-27   -1.263e-29  -1.085e-25  1.173e-25   -5.118e-25  
2.20673e+01  -7.840e-25  5.425e-26   -2.506e-29  -3.641e-25  0.000e+00   0.000e+00   0.000e+00   2.462e-23   1.087e-25   -1.529e-25  4.981e-22   -3.708e-120 1.034e-25   3.084e-24   1.009e-24   2.595e-26   3.690e-26   -2.462e-23  -1.205e-25  2.392e-23   -2.870e-25  3.305e-27   -1.263e-29  -1.087e-25  1.205e-25   -5.082e-25  
2.28757e+01  -7.884e-25  5.496e-26   -2.516e-29  -3.743e-25  0.000e+00   0.000e+00   0.000e+00   2.466e-23   1.089e-25   -1.567e-25  4.998e-22   -3.863e-120 1.034e-25   3.084e-24   1.011e-24   2.621e-26   3.818e-26   -2.466e-23  -1.236e-25  2.397e-23   -2.878e-25  3.306e-27   -1.263e-29  -1.089e-25  1.236e-25   -5.046e-25  
2.37137e+01  -7.924e-25  5.565e-26   -2.526e-29  -3.846e-25  0.000e+00   0.000e+00   0.000e+00   2.469e-23   1.091e-25   -1.605e-25  5.015e-22   -4.023e-120 1.034e-25   3.084e-24   1.013e-24   2.648e-26   3.950e-26   -2.469e-23  -1.268e-25  2.401e-23   -2.886e-25  3.305e-27   -1.263e-29  -1.091e-25  1.268e-25   -5.008e-25  
2.45824e+01  -7.964e-25  5.632e-26   -2.537e-29  -3.949e-25  0.000e+00   0.000e+00   0.000e+00   2.472e-23   1.092e-25   -1.645e-25  5.031e-22   -4.190e-120 1.034e-25   3.084e-24   1.014e-24   2.674e-26   4.086e-26   -2.472e-23  -1.299e-25  2.405e-23   -2.893e-25  3.305e-27   -1.263e-29  -1.092e-25  1.299e-25   -4.969e-25  
2.54830e+01  -8.005e-25  5.697e-26   -2.548e-29  -4.053e-25  0.000e+00   0.000e+00   0.000e+00   2.475e-23   1.094e-25   -1.687e-25  5.046e-22   -4.363e-120 1.034e-25   3.084e-24   1.016e-24   2.700e-26   4.226e-26   -2.475e-23  -1.331e-25  2.408e-23   -2.900e-25  3.303e-27   -1.263e-29  -1.094e-25  1.331e-25   -4.929e-25  
2.64165e+01  -8.049e-25  5.760e-26   -2.560e-29  -4.157e-25  0.000e+00   0.000e+00   0.000e+00   2.477e-23   1.095e-25   -1.731e-25  5.060e-22   -4.543e-120 1.034e-25   3.084e-24   1.018e-24   2.726e-26   4.371e-26   -2.477e-23  -1.362e-25  2.411e-23   -2.907e-25  3.302e-27   -1.263e-29  -1.095e-25  1.362e-25   -4.888e-25  
2.73842e+01  -8.092e-25  5.821e-26   -2.572e-29  -4.263e-25  0.000e+00   0.000e+00   0.000e+00   2.478e-23   1.096e-25   -1.776e-25  5.074e-22   -4.730e-120 1.034e-25   3.084e-24   1.020e-24   2.752e-26   4.521e-26   -2.478e-23  -1.394e-25  2.413e-23   -2.913e-25  3.299e-27   -1.262e-29  -1.096e-25  1.394e-25   -4.846e-25  
2.83874e+01  -8.133e-25  5.879e-26   -2.585e-29  -4.368e-25  0.000e+00   0.000e+00   0.000e+00   2.480e-23   1.097e-25   -1.823e-25  5.087e-22   -4.924e-120 1.034e-25   3.084e-24   1.022e-24   2.778e-26   4.675e-26   -2.480e-23  -1.425e-25  2.416e-23   -2.920e-25  3.296e-27   -1.262e-29  -1.097e-25  1.425e-25   -4.803e-25  
2.94273e+01  -8.177e-25  5.936e-26   -2.598e-29  -4.475e-25  0.000e+00   0.000e+00   0.000e+00   2.481e-23   1.098e-25   -1.872e-25  5.100e-22   -5.125e-120 1.034e-25   3.084e-24   1.024e-24   2.805e-26   4.835e-26   -2.481e-23  -1.457e-25  2.417e-23   -2.926e-25  3.292e-27   -1.262e-29  -1.098e-25  1.457e-25   -4.759e-25  
3.05053e+01  -8.222e-25  5.990e-26   -2.612e-29  -4.580e-25  0.000e+00   0.000e+00   0.000e+00   2.481e-23   1.098e-25   -1.923e-25  5.112e-22   -5.335e-120 1.034e-25   3.084e-24   1.026e-24   2.832e-26   4.999e-26   -2.481e-23  -1.488e-25  2.419e-23   -2.932e-25  3.288e-27   -1.262e-29  -1.098e-25  1.488e-25   -4.714e-25  
3.16228e+01  -8.268e-25  6.043e-26   -2.626e-29  -4.688e-25  0.000e+00   0.000e+00   0.000e+00   2.481e-23   1.099e-25   -1.975e-25  5.123e-22   -5.552e-120 1.034e-25   3.084e-24   1.028e-24   2.859e-26   5.168e-26   -2.481e-23  -1.520e-25  2.420e-23   -2.938e-25  3.283e-27   -1.262e-29  -1.099e-25  1.520e-25   -4.667e-25  
3.27812e+01  -8.311e-25  6.093e-26   -2.641e-29  -4.796e-25  0.000e+00   0.000e+00   0.000e+00   2.481e-23   1.099e-25   -2.030e-25  5.133e-22   -5.778e-120 1.034e-25   3.084e-24   1.031e-24   2.886e-26   5.343e-26   -2.481e-23  -1.552e-25  2.421e-23   -2.944e-25  3.277e-27   -1.262e-29  -1.099e-25  1.552e-25   -4.620e-25  
3.39821e+01  -8.356e-25  6.142e-26   -2.657e-29  -4.904e-25  0.000e+00   0.000e+00   0.000e+00   2.481e-23   1.099e-25   -2.087e-25  5.142e-22   -6.013e-120 1.034e-25   3.084e-24   1.033e-24   2.914e-26   5.523e-26   -2.481e-23  -1.584e-25  2.421e-23   -2.950e-25  3.271e-27   -1.262e-29  -1.099e-25  1.584e-25   -4.571e-25  
3.52269e+01  -8.403e-25  6.188e-26   -2.673e-29  -5.014e-25  0.000e+00   0.000e+00   0.000e+00   2.480e-23   1.100e-25   -2.147e-25  5.151e-22   -6.256e-120 1.034e-25   3.084e-24   1.035e-24   2.942e-26   5.709e-26   -2.480e-23  -1.617e-25  2.421e-23   -2.956e-25  3.265e-27   -1.262e-29  -1.100e-25  1.617e-25   -4.522e-25  
3.65174e+01  -8.452e-25  6.233e-26   -2.690e-29  -5.123e-25  0.000e+00   0.000e+00   0.000e+00   2.479e-23   1.100e-25   -2.208e-25  5.159e-22   -6.510e-120 1.034e-25   3.084e-24   1.038e-24   2.972e-26   5.900e-26   -2.479e-23  -1.649e-25  2.421e-23   -2.961e-25  3.257e-27   -1.262e-29  -1.100e-25  1.649e-25   -4.471e-25  
3.78552e+01  -8.500e-25  6.276e-26   -2.708e-29  -5.235e-25  0.000e+00   0.000e+00   0.000e+00   2.478e-23   1.099e-25   -2.272e-25  5.167e-22   -6.773e-120 1.034e-25   3.084e-24   1.040e-24   3.001e-26   6.097e-26   -2.478e-23  -1.682e-25  2.421e-23   -2.967e-25  3.249e-27   -1.262e-29  -1.099e-25  1.682e-25   -4.420e-25  
3.92419e+01  -8.549e-25  6.317e-26   -2.726e-29  -5.345e-25  0.000e+00   0.000e+00   0.000e+00   2.476e-23   1.099e-25   -2.339e-25  5.173e-22   -7.046e-120 1.034e-25   3.084e-24   1.043e-24   3.032e-26   6.300e-26   -2.476e-23  -1.715e-25  2.420e-23   -2.973e-25  3.241e-27   -1.263e-29  -1.099e-25  1.715e-25   -4.367e-25  
4.06794e+01  -8.600e-25  6.357e-26   -2.745e-29  -5.458e-25  0.000e+00   0.000e+00   0.000e+00   2.474e-23   1.099e-25   -2.408e-25  5.179e-22   -7.330e-120 1.034e-25   3.084e-24   1.046e-24   3.064e-26   6.509e-26   -2.474e-23  -1.748e-25  2.419e-23   -2.979e-25  3.232e-27   -1.263e-29  -1.099e-25  1.748e-25   -4.314e-25  
4.21697e+01  -8.653e-25  6.395e-26   -2.766e-29  -5.570e-25  0.000e+00   0.000e+00   0.000e+00   2.472e-23   1.098e-25   -2.479e-25  5.184e-22   -7.625e-120 1.034e-25   3.084e-24   1.049e-24   3.096e-26   6.725e-26   -2.472e-23  -1.782e-25  2.418e-23   -2.985e-25  3.222e-27   -1.263e-29  -1.098e-25  1.782e-25   -4.260e-25  
4.37144e+01  -8.708e-25  6.432e-26   -2.787e-29  -5.684e-25  0.000e+00   0.000e+00   0.000e+00   2.470e-23   1.098e-25   -2.554e-25  5.188e-22   -7.931e-120 1.034e-25   3.084e-24   1.052e-24   3.130e-26   6.946e-26   -2.470e-23  -1.816e-25  2.416e-23   -2.991e-25  3.212e-27   -1.263e-29  -1.098e-25  1.816e-25   -4.204e-25  
4.53158e+01  -8.762e-25  6.468e-26   -2.809e-29  -5.798e-25  0.000e+00   0.000e+00   0.000e+00   2.467e-23   1.097e-25   -2.631e-25  5.192e-22   -8.250e-120 1.034e-25   3.084e-24   1.055e-24   3.165e-26   7.175e-26   -2.467e-23  -1.850e-25  2.415e-23   -2.997e-25  3.202e-27   -1.264e-29  -1.097e-25  1.850e-25   -4.148e-25  
4.69759e+01  -8.819e-25  6.503e-26   -2.832e-29  -5.912e-25  0.000e+00   0.000e+00   0.000e+00   2.464e-23   1.097e-25   -2.711e-25  5.195e-22   -8.580e-120 1.034e-25   3.084e-24   1.058e-24   3.201e-26   7.410e-26   -2.464e-23  -1.884e-25  2.413e-23   -3.003e-25  3.190e-27   -1.264e-29  -1.097e-25  1.884e-25   -4.091e-25  
