! p1 - total abundance of grain mantle molecules, [molecules/H]
! p2 - abundance of hydrocarbon molecules in ice mantles, CnHm, n >=2,  [molecules/H]
! p3 - parameter of H2 formation on grains (reaction *H+*H), rate = a*n_H_tot*n_H, a [cm3 s-1]
! p4 - electron concentration, [cm-3]
! p5 - ion concentration (without PAHs and small grains), [cm-3]
! p6 - total electric charge of grains, [cm-3]
!1             2             3             4             5             6             7             8             9             10            11            
!time(yrs)     T_n           T_i           T_e           oph2          p1            p2            p3            p4            p5            p6            
1.1547820e+01  1.00560e+01   1.00696e+01   1.00696e+01   1.00000e-01   1.94759e-08   9.70054e-13   1.60750e-20   3.20393e+00   3.20393e+00   -2.21410e-07  
1.1970850e+01  1.00586e+01   1.00723e+01   1.00723e+01   1.00000e-01   2.01895e-08   1.03885e-12   1.73622e-20   3.19687e+00   3.19687e+00   -2.21414e-07  
1.2409378e+01  1.00614e+01   1.00752e+01   1.00752e+01   1.00000e-01   2.09289e-08   1.11264e-12   1.88231e-20   3.18959e+00   3.18959e+00   -2.21418e-07  
1.2863969e+01  1.00642e+01   1.00781e+01   1.00781e+01   1.00000e-01   2.16950e-08   1.19177e-12   2.04923e-20   3.18206e+00   3.18206e+00   -2.21422e-07  
1.3335214e+01  1.00672e+01   1.00812e+01   1.00812e+01   1.00000e-01   2.24886e-08   1.27661e-12   2.23824e-20   3.17428e+00   3.17428e+00   -2.21427e-07  
1.3823722e+01  1.00703e+01   1.00844e+01   1.00844e+01   1.00000e-01   2.33107e-08   1.36755e-12   2.45426e-20   3.16625e+00   3.16625e+00   -2.21431e-07  
1.4330126e+01  1.00735e+01   1.00878e+01   1.00878e+01   1.00000e-01   2.41622e-08   1.46500e-12   2.69902e-20   3.15795e+00   3.15795e+00   -2.21436e-07  
1.4855080e+01  1.00769e+01   1.00912e+01   1.00912e+01   1.00000e-01   2.50439e-08   1.56938e-12   2.97779e-20   3.14939e+00   3.14939e+00   -2.21440e-07  
1.5399265e+01  1.00804e+01   1.00949e+01   1.00949e+01   1.00000e-01   2.59569e-08   1.68117e-12   3.29441e-20   3.14056e+00   3.14056e+00   -2.21445e-07  
1.5963385e+01  1.00841e+01   1.00986e+01   1.00986e+01   1.00000e-01   2.69021e-08   1.80083e-12   3.65353e-20   3.13144e+00   3.13144e+00   -2.21451e-07  
1.6548171e+01  1.00879e+01   1.01025e+01   1.01025e+01   1.00000e-01   2.78805e-08   1.92889e-12   4.06011e-20   3.12203e+00   3.12203e+00   -2.21456e-07  
1.7154379e+01  1.00919e+01   1.01066e+01   1.01066e+01   1.00000e-01   2.88929e-08   2.06588e-12   4.51943e-20   3.11233e+00   3.11233e+00   -2.21462e-07  
1.7782794e+01  1.00960e+01   1.01108e+01   1.01108e+01   1.00000e-01   2.99405e-08   2.21236e-12   5.03705e-20   3.10232e+00   3.10232e+00   -2.21467e-07  
1.8434230e+01  1.01003e+01   1.01152e+01   1.01152e+01   1.00000e-01   3.10242e-08   2.36895e-12   5.61846e-20   3.09200e+00   3.09200e+00   -2.21474e-07  
1.9109530e+01  1.01048e+01   1.01198e+01   1.01198e+01   9.99999e-02   3.21450e-08   2.53628e-12   6.26953e-20   3.08136e+00   3.08136e+00   -2.21480e-07  
1.9809568e+01  1.01095e+01   1.01246e+01   1.01246e+01   9.99999e-02   3.33040e-08   2.71501e-12   6.99581e-20   3.07040e+00   3.07040e+00   -2.21486e-07  
2.0535250e+01  1.01143e+01   1.01295e+01   1.01295e+01   9.99999e-02   3.45022e-08   2.90585e-12   7.80267e-20   3.05910e+00   3.05910e+00   -2.21493e-07  
2.1287517e+01  1.01194e+01   1.01347e+01   1.01347e+01   9.99999e-02   3.57407e-08   3.10956e-12   8.69503e-20   3.04746e+00   3.04746e+00   -2.21500e-07  
2.2067341e+01  1.01247e+01   1.01400e+01   1.01400e+01   9.99999e-02   3.70205e-08   3.32693e-12   9.67722e-20   3.03547e+00   3.03547e+00   -2.21508e-07  
2.2875732e+01  1.01301e+01   1.01456e+01   1.01456e+01   9.99999e-02   3.83429e-08   3.55880e-12   1.07528e-19   3.02313e+00   3.02313e+00   -2.21516e-07  
2.3713737e+01  1.01358e+01   1.01513e+01   1.01513e+01   9.99999e-02   3.97091e-08   3.80605e-12   1.19241e-19   3.01043e+00   3.01043e+00   -2.21524e-07  
2.4582441e+01  1.01417e+01   1.01573e+01   1.01573e+01   9.99999e-02   4.11202e-08   4.06965e-12   1.31931e-19   2.99735e+00   2.99735e+00   -2.21532e-07  
2.5482967e+01  1.01479e+01   1.01636e+01   1.01636e+01   9.99999e-02   4.25777e-08   4.35058e-12   1.45589e-19   2.98390e+00   2.98390e+00   -2.21541e-07  
2.6416483e+01  1.01543e+01   1.01701e+01   1.01701e+01   9.99999e-02   4.40828e-08   4.64992e-12   1.60212e-19   2.97006e+00   2.97006e+00   -2.21550e-07  
2.7384196e+01  1.01609e+01   1.01768e+01   1.01768e+01   9.99999e-02   4.56371e-08   4.96880e-12   1.75771e-19   2.95583e+00   2.95583e+00   -2.21559e-07  
2.8387360e+01  1.01678e+01   1.01838e+01   1.01838e+01   9.99999e-02   4.72422e-08   5.30843e-12   1.92229e-19   2.94120e+00   2.94121e+00   -2.21569e-07  
2.9427272e+01  1.01750e+01   1.01911e+01   1.01911e+01   9.99999e-02   4.88997e-08   5.67009e-12   2.09535e-19   2.92617e+00   2.92617e+00   -2.21579e-07  
3.0505279e+01  1.01825e+01   1.01986e+01   1.01986e+01   9.99999e-02   5.06113e-08   6.05516e-12   2.27629e-19   2.91072e+00   2.91073e+00   -2.21590e-07  
3.1622777e+01  1.01902e+01   1.02064e+01   1.02064e+01   9.99999e-02   5.23791e-08   6.46511e-12   2.46444e-19   2.89486e+00   2.89486e+00   -2.21600e-07  
3.2781212e+01  1.01983e+01   1.02146e+01   1.02146e+01   9.99999e-02   5.42049e-08   6.90151e-12   2.65905e-19   2.87857e+00   2.87857e+00   -2.21612e-07  
3.3982083e+01  1.02066e+01   1.02230e+01   1.02230e+01   9.99998e-02   5.60909e-08   7.36603e-12   2.85937e-19   2.86185e+00   2.86185e+00   -2.21624e-07  
3.5226947e+01  1.02153e+01   1.02318e+01   1.02318e+01   9.99998e-02   5.80392e-08   7.86048e-12   3.06465e-19   2.84469e+00   2.84469e+00   -2.21636e-07  
3.6517413e+01  1.02243e+01   1.02409e+01   1.02409e+01   9.99998e-02   6.00523e-08   8.38678e-12   3.27416e-19   2.82708e+00   2.82708e+00   -2.21649e-07  
3.7855152e+01  1.02337e+01   1.02504e+01   1.02504e+01   9.99998e-02   6.21325e-08   8.94701e-12   3.48725e-19   2.80903e+00   2.80903e+00   -2.21662e-07  
3.9241898e+01  1.02434e+01   1.02602e+01   1.02602e+01   9.99998e-02   6.42823e-08   9.54339e-12   3.70331e-19   2.79053e+00   2.79053e+00   -2.21676e-07  
4.0679443e+01  1.02535e+01   1.02703e+01   1.02703e+01   9.99998e-02   6.65044e-08   1.01783e-11   3.92185e-19   2.77156e+00   2.77156e+00   -2.21690e-07  
4.2169650e+01  1.02639e+01   1.02809e+01   1.02809e+01   9.99998e-02   6.88013e-08   1.08544e-11   4.14250e-19   2.75213e+00   2.75213e+00   -2.21705e-07  
4.3714448e+01  1.02748e+01   1.02918e+01   1.02918e+01   9.99997e-02   7.11759e-08   1.15744e-11   4.36497e-19   2.73224e+00   2.73224e+00   -2.21721e-07  
4.5315836e+01  1.02860e+01   1.03032e+01   1.03032e+01   9.99997e-02   7.36310e-08   1.23412e-11   4.58911e-19   2.71187e+00   2.71187e+00   -2.21737e-07  
4.6975888e+01  1.02977e+01   1.03150e+01   1.03150e+01   9.99997e-02   7.61694e-08   1.31582e-11   4.81488e-19   2.69103e+00   2.69103e+00   -2.21753e-07  
4.8696753e+01  1.03098e+01   1.03272e+01   1.03272e+01   9.99997e-02   7.87940e-08   1.40287e-11   5.04234e-19   2.66971e+00   2.66971e+00   -2.21771e-07  
5.0480657e+01  1.03223e+01   1.03399e+01   1.03399e+01   9.99997e-02   8.15078e-08   1.49566e-11   5.27165e-19   2.64791e+00   2.64791e+00   -2.21789e-07  
5.2329911e+01  1.03353e+01   1.03530e+01   1.03530e+01   9.99996e-02   8.43138e-08   1.59460e-11   5.50302e-19   2.62563e+00   2.62563e+00   -2.21807e-07  
5.4246909e+01  1.03488e+01   1.03666e+01   1.03666e+01   9.99996e-02   8.72149e-08   1.70011e-11   5.73677e-19   2.60286e+00   2.60286e+00   -2.21827e-07  
5.6234133e+01  1.03628e+01   1.03807e+01   1.03807e+01   9.99996e-02   9.02143e-08   1.81267e-11   5.97323e-19   2.57961e+00   2.57961e+00   -2.21847e-07  
5.8294153e+01  1.03773e+01   1.03953e+01   1.03953e+01   9.99996e-02   9.33151e-08   1.93279e-11   6.21278e-19   2.55587e+00   2.55587e+00   -2.21868e-07  
6.0429639e+01  1.03922e+01   1.04104e+01   1.04104e+01   9.99995e-02   9.65204e-08   2.06104e-11   6.45581e-19   2.53165e+00   2.53165e+00   -2.21889e-07  
6.2643354e+01  1.04078e+01   1.04261e+01   1.04261e+01   9.99995e-02   9.98334e-08   2.19799e-11   6.70273e-19   2.50694e+00   2.50694e+00   -2.21912e-07  
6.4938163e+01  1.04239e+01   1.04424e+01   1.04424e+01   9.99995e-02   1.03258e-07   2.34432e-11   6.95394e-19   2.48174e+00   2.48174e+00   -2.21935e-07  
6.7317038e+01  1.04405e+01   1.04592e+01   1.04592e+01   9.99994e-02   1.06796e-07   2.50070e-11   7.20986e-19   2.45607e+00   2.45607e+00   -2.21959e-07  
6.9783058e+01  1.04578e+01   1.04766e+01   1.04766e+01   9.99994e-02   1.10452e-07   2.66792e-11   7.47089e-19   2.42991e+00   2.42991e+00   -2.21984e-07  
7.2339416e+01  1.04757e+01   1.04946e+01   1.04946e+01   9.99993e-02   1.14230e-07   2.84677e-11   7.73745e-19   2.40327e+00   2.40328e+00   -2.22010e-07  
7.4989421e+01  1.04942e+01   1.05133e+01   1.05133e+01   9.99993e-02   1.18132e-07   3.03816e-11   8.00992e-19   2.37616e+00   2.37617e+00   -2.22037e-07  
7.7736503e+01  1.05133e+01   1.05326e+01   1.05326e+01   9.99992e-02   1.22163e-07   3.24305e-11   8.28872e-19   2.34858e+00   2.34859e+00   -2.22060e-07  
8.0584219e+01  1.05331e+01   1.05526e+01   1.05526e+01   9.99992e-02   1.26327e-07   3.46249e-11   8.57423e-19   2.32054e+00   2.32054e+00   -2.22077e-07  
8.3536255e+01  1.05536e+01   1.05733e+01   1.05733e+01   9.99991e-02   1.30627e-07   3.69759e-11   8.86684e-19   2.29203e+00   2.29203e+00   -2.22094e-07  
8.6596432e+01  1.05748e+01   1.05947e+01   1.05947e+01   9.99991e-02   1.35066e-07   3.94959e-11   9.16695e-19   2.26306e+00   2.26306e+00   -2.22112e-07  
8.9768713e+01  1.05967e+01   1.06168e+01   1.06168e+01   9.99990e-02   1.39650e-07   4.21982e-11   9.47497e-19   2.23364e+00   2.23365e+00   -2.22130e-07  
9.3057204e+01  1.06194e+01   1.06397e+01   1.06397e+01   9.99989e-02   1.44382e-07   4.50970e-11   9.79127e-19   2.20378e+00   2.20379e+00   -2.22149e-07  
9.6466162e+01  1.06429e+01   1.06634e+01   1.06633e+01   9.99989e-02   1.49267e-07   4.82081e-11   1.01162e-18   2.17349e+00   2.17349e+00   -2.22169e-07  
1.0000000e+02  1.06671e+01   1.06878e+01   1.06878e+01   9.99988e-02   1.54309e-07   5.15481e-11   1.04503e-18   2.14277e+00   2.14277e+00   -2.22189e-07  
1.0366329e+02  1.06922e+01   1.07131e+01   1.07131e+01   9.99987e-02   1.59512e-07   5.51354e-11   1.07939e-18   2.11163e+00   2.11163e+00   -2.22210e-07  
1.0746078e+02  1.07181e+01   1.07392e+01   1.07392e+01   9.99986e-02   1.64881e-07   5.89898e-11   1.11473e-18   2.08008e+00   2.08009e+00   -2.22232e-07  
1.1139739e+02  1.07448e+01   1.07662e+01   1.07662e+01   9.99985e-02   1.70421e-07   6.31327e-11   1.15111e-18   2.04814e+00   2.04814e+00   -2.22255e-07  
1.1547820e+02  1.07725e+01   1.07941e+01   1.07941e+01   9.99984e-02   1.76137e-07   6.75872e-11   1.18857e-18   2.01581e+00   2.01581e+00   -2.22278e-07  
1.1970850e+02  1.08010e+01   1.08229e+01   1.08229e+01   9.99983e-02   1.82033e-07   7.23784e-11   1.22714e-18   1.98310e+00   1.98311e+00   -2.22303e-07  
1.2409378e+02  1.08305e+01   1.08527e+01   1.08527e+01   9.99982e-02   1.88114e-07   7.75334e-11   1.26689e-18   1.95004e+00   1.95004e+00   -2.22328e-07  
1.2863969e+02  1.08609e+01   1.08834e+01   1.08834e+01   9.99980e-02   1.94386e-07   8.30816e-11   1.30785e-18   1.91662e+00   1.91663e+00   -2.22354e-07  
1.3335214e+02  1.08924e+01   1.09151e+01   1.09151e+01   9.99979e-02   2.00855e-07   8.90547e-11   1.35009e-18   1.88287e+00   1.88287e+00   -2.22381e-07  
1.3823722e+02  1.09248e+01   1.09478e+01   1.09478e+01   9.99978e-02   2.07525e-07   9.54868e-11   1.39364e-18   1.84879e+00   1.84880e+00   -2.22409e-07  
1.4330126e+02  1.09583e+01   1.09816e+01   1.09816e+01   9.99976e-02   2.14403e-07   1.02415e-10   1.43858e-18   1.81441e+00   1.81442e+00   -2.22437e-07  
1.4855080e+02  1.09928e+01   1.10164e+01   1.10164e+01   9.99975e-02   2.21494e-07   1.09879e-10   1.48495e-18   1.77974e+00   1.77974e+00   -2.22467e-07  
1.5399265e+02  1.10284e+01   1.10523e+01   1.10523e+01   9.99973e-02   2.28804e-07   1.17922e-10   1.53283e-18   1.74479e+00   1.74479e+00   -2.22498e-07  
1.5963385e+02  1.10651e+01   1.10893e+01   1.10893e+01   9.99971e-02   2.36340e-07   1.26589e-10   1.58228e-18   1.70957e+00   1.70958e+00   -2.22530e-07  
1.6548171e+02  1.11029e+01   1.11275e+01   1.11275e+01   9.99969e-02   2.44107e-07   1.35931e-10   1.63338e-18   1.67412e+00   1.67412e+00   -2.22563e-07  
1.7154379e+02  1.11418e+01   1.11668e+01   1.11668e+01   9.99967e-02   2.52114e-07   1.46000e-10   1.68619e-18   1.63843e+00   1.63844e+00   -2.22597e-07  
1.7782794e+02  1.11820e+01   1.12072e+01   1.12072e+01   9.99965e-02   2.60366e-07   1.56854e-10   1.74081e-18   1.60254e+00   1.60255e+00   -2.22632e-07  
1.8434230e+02  1.12233e+01   1.12489e+01   1.12489e+01   9.99963e-02   2.68872e-07   1.68552e-10   1.79733e-18   1.56645e+00   1.56646e+00   -2.22668e-07  
1.9109530e+02  1.12658e+01   1.12918e+01   1.12918e+01   9.99960e-02   2.77637e-07   1.81160e-10   1.85582e-18   1.53019e+00   1.53020e+00   -2.22705e-07  
1.9809568e+02  1.13095e+01   1.13359e+01   1.13359e+01   9.99958e-02   2.86672e-07   1.94746e-10   1.91640e-18   1.49378e+00   1.49379e+00   -2.22744e-07  
